trade_id,pair,entry_time,bars_held,final_r,mfe_r,mae_r
NZD_USD_2014-01-23T16:00:00,NZD_USD,2014-01-23T20:00:00,6,-1.000711226138826,0.3847733411022564,-1.0476361024836185
NZD_USD_2021-06-08T16:00:00,NZD_USD,2021-06-08T20:00:00,17,-1.0021282184576197,0.4533105314725797,-1.636599993907982
USD_CAD_2012-07-25T16:00:00,USD_CAD,2012-07-25T20:00:00,4,-1.004558383564614,0.2242724713791036,-1.6556049106687536
USD_CAD_2013-06-04T20:00:00,USD_CAD,2013-06-05T00:00:00,10,-1.0023184448236884,0.6143878782766095,-2.198658507795023
USD_CAD_2014-06-09T04:00:00,USD_CAD,2014-06-09T08:00:00,11,-1.0027470927592146,0.1346075452011177,-1.0548836195355675
USD_CAD_2015-03-20T00:00:00,USD_CAD,2015-03-20T04:00:00,3,-1.0044637985186309,0.3579154812211653,-1.088355238815368
USD_CAD_2020-12-23T16:00:00,USD_CAD,2020-12-23T20:00:00,23,-1.0021887920775456,0.5143661382186097,-1.3242192069033367
USD_CAD_2025-03-24T00:00:00,USD_CAD,2025-03-24T04:00:00,9,-1.0016754507676515,0.3141470189328457,-1.0278890459482326
USD_CHF_2011-07-05T08:00:00,USD_CHF,2011-07-05T12:00:00,7,-1.0075758510302717,0.3272767645077004,-1.0848618675347508
USD_CHF_2014-10-27T00:00:00,USD_CHF,2014-10-27T04:00:00,8,-1.001017472264029,0.5402777721900673,-1.0042451245792965
USD_CHF_2016-01-07T04:00:00,USD_CHF,2016-01-07T08:00:00,3,-1.0035363313304342,0.8027472120086446,-1.3812910176677722
USD_CHF_2019-10-29T16:00:00,USD_CHF,2019-10-29T20:00:00,5,-1.0032201548993598,0.2495620047009098,-1.0352798001464203
USD_CHF_2019-11-11T12:00:00,USD_CHF,2019-11-11T16:00:00,10,-1.0014650861073513,0.939120194809254,-1.0973494944027664
USD_CHF_2023-03-20T12:00:00,USD_CHF,2023-03-20T16:00:00,13,-1.0030564878142825,0.8344211732977029,-1.2501035160394465
USD_CHF_2025-09-30T04:00:00,USD_CHF,2025-09-30T08:00:00,6,-1.0026762743074844,0.4362327121232258,-1.1079775633068087
USD_JPY_2011-01-10T12:00:00,USD_JPY,2011-01-10T16:00:00,38,-1.0148614033217127,1.2195092725762815,-1.1705540616341417
USD_JPY_2012-09-19T16:00:00,USD_JPY,2012-09-19T20:00:00,20,-1.0080697758022303,0.2429899158230276,-1.0392077949774945
USD_JPY_2018-08-03T12:00:00,USD_JPY,2018-08-03T16:00:00,16,-1.0081325087826365,0.1382526493045371,-1.262571988501788
