fold,date,n_trades,equity_start_of_day,intraday_peak,intraday_trough,intraday_running_peak_to_trough_dd_pct,day_start_to_low_dd_pct,day_dd_pct,net_day_pnl_dollars,trade_ids_in_day
3,2022-05-10,1,10256.27443,10361.41932,10256.27443,0,0,0,105.1448871,704
3,2022-05-04,1,10186.67163,10256.27443,10186.67163,0,0,0,69.60279763,696
3,2022-07-20,1,10732.90316,10910.75247,10732.90316,0,0,0,177.8493106,794
3,2022-07-18,1,10643.62667,10732.90316,10643.62667,0,0,0,89.2764856,790
3,2022-09-07,1,10865.70041,10918.88279,10865.70041,0,0,0,53.18238111,861
3,2022-08-10,1,10800.80852,10865.70041,10800.80852,0,0,0,64.89189159,823
3,2022-09-21,1,10918.88279,10942.91497,10918.88279,0,0,0,24.03218061,870
3,2022-10-05,2,10833.06105,11085.78159,10833.06105,0,0,0,252.7205409,"887,879"
3,2022-12-07,2,11085.78159,11174.95292,11085.78159,0,0,0,89.17132481,"951,952"
3,2022-12-16,1,11174.95292,11311.2346,11174.95292,0,0,0,136.2816853,971
4,2023-03-24,1,10592.63268,10592.63268,10485.45017,1.011859017,1.011859017,1.011859017,-107.1825089,1097
4,2023-07-27,1,12222.30515,12222.30515,12099.07786,1.008216426,1.008216426,1.008216426,-123.2272882,1224
4,2023-03-16,1,10656.82474,10656.82474,10549.42596,1.00779338,1.00779338,1.00779338,-107.3987742,1075
4,2023-04-13,1,10732.09415,10732.09415,10729.84404,0.0209661269,0.0209661269,0.0209661269,-2.250104478,1119
4,2023-03-21,2,10549.42596,10592.63268,10547.999,0.01352646487,0.01352646487,0.01352646487,43.20671337,"1078,1081"
4,2023-08-29,1,12391.44314,12391.44314,12390.30141,0.009213821517,0.009213821517,0.009213821517,-1.141725454,1262
4,2023-01-20,1,10457.13732,10500.45172,10457.13732,0,0,0,43.31439939,1002
4,2023-01-25,1,10500.45172,10656.82474,10500.45172,0,0,0,156.373018,1025
4,2023-01-18,2,10027.61433,10279.26069,10027.61433,0,0,0,251.6463673,"1018,1022"
4,2023-03-31,1,10485.45017,10631.30921,10485.45017,0,0,0,145.8590462,1100
4,2023-04-06,1,10631.30921,10732.09415,10631.30921,0,0,0,100.7849332,1092
4,2023-01-19,1,10279.26069,10457.13732,10279.26069,0,0,0,177.8766264,1014
4,2023-01-04,1,10000,10027.61433,10000,0,0,0,27.6143255,996
4,2023-05-31,1,10767.54682,10794.9803,10767.54682,0,0,0,27.43348466,1177
4,2023-04-26,1,10729.84404,10767.54682,10729.84404,0,0,0,37.70277452,1130
4,2023-06-02,1,10794.9803,11038.12775,10794.9803,0,0,0,243.1474517,1169
4,2023-06-05,1,11038.12775,11162.93609,11038.12775,0,0,0,124.8083393,1182
4,2023-06-22,1,11632.80304,11793.12213,11632.80304,0,0,0,160.319091,1198
4,2023-06-23,1,11793.12213,11818.96857,11793.12213,0,0,0,25.84644261,1206
4,2023-06-08,1,11162.93609,11521.43263,11162.93609,0,0,0,358.4965346,1181
