t,n_trades_alive,n_winners_alive,all_mfe_p10,all_mfe_p25,all_mfe_p50,all_mfe_p75,all_mfe_p90,all_mae_p10,all_mae_p25,all_mae_p50,all_mae_p75,all_mae_p90,win_mfe_p10,win_mfe_p25,win_mfe_p50,win_mfe_p75,win_mfe_p90,win_mae_p10,win_mae_p25,win_mae_p50,win_mae_p75,win_mae_p90
24,3298,1637,0.3598280169101137,0.9481023266188634,2.0437999673674403,3.644618012845842,5.430527968939753,-5.409677585826689,-3.703151998763031,-2.1471585097377273,-1.0398083661772792,-0.4398709005066821,1.3584039081713402,2.3548240840410233,3.6126148272787755,5.002440067024848,6.57347463776546,-2.796408462706396,-1.9768218369774113,-1.1961242748487018,-0.5809683069925329,-0.252114860872837
25,3298,1637,0.36609986950308376,0.9629578528512306,2.08472186218781,3.7249788242652286,5.553538417733931,-5.503123797137062,-3.7767049641120582,-2.2127570386257416,-1.0560835208477872,-0.4478651630333582,1.4035288381386333,2.4256492578011417,3.6865954892025234,5.06563705023908,6.739687402640987,-2.825369250226925,-1.9988376351691788,-1.2081080967503495,-0.5901994064387777,-0.25968799783846014
26,3298,1637,0.3750115507106187,0.9800237144509352,2.1554722731502998,3.793991982777971,5.633576700030303,-5.675008444469604,-3.836973396670076,-2.2460701575125555,-1.0682824622400475,-0.4478651630333582,1.4311129417024477,2.4725848655616134,3.769946471845626,5.129496354624042,6.890634806950566,-2.838178774354954,-2.0179678282783895,-1.2255191910262169,-0.5941825766965587,-0.2643335151289767
27,3298,1637,0.38281559242768287,1.0087649667430585,2.1965673304927393,3.8793803267270985,5.767191519735442,-5.803042009479412,-3.922599645949532,-2.266173377751627,-1.079287369436023,-0.45361282723581486,1.4736873751234523,2.5690080850017987,3.844187311730884,5.238370187222148,7.066221563321602,-2.843949014880945,-2.037174388776601,-1.2345877142185937,-0.5989771962025221,-0.2646383461068479
28,3298,1637,0.39233093001043534,1.0218485706189033,2.2406894503240338,3.9405175291835253,5.830560016315308,-5.878853326255027,-4.008172699113095,-2.309704873697662,-1.1055389936459692,-0.45789198278462606,1.543654973040995,2.6557136341356706,3.9119779124473415,5.316758266367682,7.147401151386225,-2.8703026879976767,-2.0598491895918984,-1.26253510935911,-0.6132345004167988,-0.2716380678530962
29,3298,1637,0.39768119423774057,1.0506971229428492,2.3095705995526994,4.060888910410693,5.910977045290504,-5.920090963746973,-4.062286227137907,-2.3726868234451306,-1.1376684059064248,-0.4593166016772543,1.643102110460842,2.738434627966352,4.031379564656886,5.407982670349534,7.272056665142223,-2.8938757266982473,-2.093976797486725,-1.2927054322569718,-0.6167888257598296,-0.2772607900041505
30,3297,1636,0.4051623737133504,1.0620688105750602,2.333064441715602,4.134233889322793,6.08992921612961,-6.053070796116246,-4.108766452977303,-2.4057772368339974,-1.1447619856809597,-0.4650499650556466,1.6729648071602314,2.8121927297332654,4.094975591257615,5.523850693104716,7.430056489224473,-2.921950291029831,-2.1166686664649204,-1.322543950184178,-0.6220629661982683,-0.2788509153157268
31,3297,1636,0.417026951100013,1.078266440690397,2.360661341120382,4.195467327996159,6.196333386636554,-6.174290549175132,-4.162647171985911,-2.4613614995882274,-1.1654158573559472,-0.4762753042687973,1.7450929061882734,2.890733744797261,4.142560080263889,5.6076812765357325,7.532223551036629,-2.941158172028412,-2.137531934583153,-1.329610173768342,-0.6269501597331069,-0.28703757417262954
32,3296,1635,0.4225967444432752,1.0932831843183233,2.3929936634375863,4.271548221892132,6.2695476047502945,-6.283280926045701,-4.258636910166615,-2.485305625157575,-1.186870736957657,-0.48113370600587696,1.7713488050092423,2.931116200372661,4.219803906032159,5.684074162062336,7.639642913589887,-2.9576513496953805,-2.1488437361325,-1.3413312599220653,-0.6279979892801598,-0.2868788310526938
33,3296,1635,0.43302396072806626,1.1121874285149516,2.415904866908767,4.311413852761131,6.35314503309653,-6.41890763771392,-4.3425668715012264,-2.513731250302973,-1.2093338216497942,-0.4850947610832981,1.8062333340196473,2.9963871137919456,4.269412815717956,5.780490061130223,7.72412028272399,-2.966242366709088,-2.1599514586220514,-1.3479555653022197,-0.6285824403050253,-0.2880345189109344
34,3296,1635,0.4454048953690243,1.1202310159986755,2.462715085189394,4.393510501948214,6.453990843473386,-6.528836461947093,-4.4037206117918055,-2.552806244152778,-1.222967810099285,-0.49328453840684966,1.8483794119882568,3.061963806794107,4.332839864376561,5.891563056331162,7.926267662868385,-2.972939993914256,-2.1815547542853793,-1.3550070318886789,-0.6348279991340345,-0.2884436602500949
35,3296,1635,0.4463075550285962,1.1262550945054004,2.489100767345291,4.460219420810601,6.556625760836257,-6.626747701670366,-4.450675905225569,-2.593082066397832,-1.260382265337067,-0.5052652810298699,1.9184147815225616,3.11051695607651,4.406510536431543,6.011035486994848,8.073939386238328,-2.9774420213072137,-2.1909489551767685,-1.3765228208565552,-0.6476711735976429,-0.2889488414543567
36,3296,1635,0.44688587632426935,1.1437449337310392,2.5418674204642304,4.561180461382782,6.6737255335049674,-6.734424709009989,-4.509282564007464,-2.6450850095987035,-1.3020487990713108,-0.5133261345702432,1.9655697176743059,3.243245136049356,4.436689575668955,6.108583529898038,8.239770683572393,-2.991356471869048,-2.215891697965951,-1.3944948814164584,-0.6574937212013359,-0.2930804136850034
37,3296,1635,0.45384848534580086,1.1575471520378484,2.580744156204315,4.647410387010023,6.836180418611521,-6.787002829757075,-4.609032790762879,-2.6821583767163277,-1.3247375926385552,-0.5175921093385729,2.0091560443869314,3.3048234607282536,4.516984387588094,6.188604389334703,8.314080718338321,-3.000708993474327,-2.23098251261691,-1.4044057359050364,-0.6646884997725437,-0.29522004494151377
38,3296,1635,0.4577077519362147,1.169096679169454,2.6101556435931457,4.700183656415917,6.89437179001211,-6.929047272679798,-4.65771399683863,-2.709349331892538,-1.3406466888444692,-0.5278987932029715,2.077175533857428,3.3284875547358723,4.596930592345346,6.233161665335217,8.391177220734228,-3.032569840662836,-2.2535088432094605,-1.4131748905389647,-0.6752588063125442,-0.2958845832745184
39,3296,1635,0.46486187244647836,1.185169753136286,2.63344842087023,4.7256917891950865,6.986024786033568,-6.9726323797546215,-4.7120466424470155,-2.753093603241257,-1.3527970638280955,-0.5330207573759496,2.126823203959311,3.439102550640627,4.6306960686129175,6.258487698025969,8.580677272572913,-3.0447891783505434,-2.2611086235853417,-1.428313474927235,-0.6853746480130047,-0.30092413636290827
40,3296,1635,0.4669743476270749,1.195139125815008,2.681740576076164,4.751786884151333,7.021586468286867,-7.050733482755218,-4.738964473893103,-2.778161251150257,-1.3618774259400943,-0.537824110607066,2.193252558296711,3.4973773278510807,4.660454243808501,6.386050531757049,8.670996983869166,-3.0860978863268573,-2.2685007242402593,-1.4379392192500287,-0.6915086418606253,-0.3028831882051392
41,3296,1635,0.46769391535078897,1.2016072435764937,2.730238904827433,4.812122225373541,7.098363539991146,-7.154367551675507,-4.785797961178529,-2.804508886466432,-1.3737824561482086,-0.5380983954719896,2.255292992154017,3.532403035654811,4.6980254582204575,6.470211200505373,8.769679392642491,-3.0932518959252104,-2.2931083585198424,-1.4459837405467064,-0.6919846545728544,-0.3101564479300488
42,3296,1635,0.476767469014629,1.2267372868882078,2.7880040818738343,4.882457777854208,7.252505878724133,-7.338400335335834,-4.825798144484811,-2.838956710364572,-1.389021922698391,-0.5410370468052121,2.3069861621568744,3.588969355728749,4.759671878595999,6.534088104481057,8.803464240551126,-3.1274137116987726,-2.3035884095877925,-1.4614014839400626,-0.7071966907749858,-0.31251115330008356
43,3296,1635,0.4839668360824447,1.250508365426756,2.8014487248946445,4.93268784318157,7.293776355581221,-7.446203099807748,-4.8777515914496465,-2.8548140000561952,-1.395522552081486,-0.5478734466658609,2.3795190672384248,3.633521664412448,4.812611182225016,6.630914843030851,8.892251872263078,-3.1463032894934635,-2.3284092627547412,-1.463300464966525,-0.7218490590806543,-0.31286476861665347
44,3296,1635,0.48566460486129703,1.2780717237152446,2.837898343756515,4.989930318541022,7.36240416309286,-7.518387029195968,-4.925462864893654,-2.8958449108630644,-1.404314080130963,-0.557223106253781,2.398481397063593,3.6826173070010215,4.870101832091844,6.663800187816139,8.98521142753079,-3.154303079979931,-2.3618456655818276,-1.4731937401251385,-0.7242715259982518,-0.313911344917282
45,3296,1635,0.4860201359949627,1.2820133576306558,2.8855677667091553,5.05798165847986,7.436463390301225,-7.595910314733777,-4.9808448329178505,-2.936998438351497,-1.4188106720130447,-0.5665320367786938,2.46119093084272,3.7143878653242943,4.922784398296108,6.77005552475463,9.024892904188109,-3.170051834841786,-2.3774341485781587,-1.4804640978836403,-0.7379907847877172,-0.313911344917282
46,3296,1635,0.48870311228450725,1.2963621144951327,2.9156880082933254,5.102209418464824,7.484496548768736,-7.7308063669123825,-5.068796674399666,-2.9633730565883605,-1.430074279698577,-0.5749051955419313,2.50820580264002,3.755862540951866,4.968314197660344,6.8938318659654465,9.057015875033315,-3.1939711427502413,-2.3970537108823198,-1.487882101494031,-0.7379907847877172,-0.3155739639905737
47,3296,1635,0.49261338568891555,1.304771450750224,2.931116200372661,5.196926737190124,7.584596414641307,-7.810424952694477,-5.09853297938737,-2.986076891210635,-1.4423304367010306,-0.5800540560610288,2.575164638397906,3.7686633813846906,5.056922991699576,6.9494546432596565,9.19299962773499,-3.2143097315460567,-2.4131545255349294,-1.500085184239855,-0.7395890010190391,-0.31715771856028485
48,3296,1635,0.4932163242741752,1.315812800848628,2.9596764480666655,5.264062883728345,7.679941143021644,-7.869458931626188,-5.143611644611463,-3.00169068728007,-1.4526027898634397,-0.5868614711334453,2.6181824821260493,3.7983064488008824,5.096957183268825,7.034500791381519,9.2695612132237,-3.2283381701519747,-2.4348242033530294,-1.5082331056828486,-0.7478058784410406,-0.3195110471482748
49,3295,1635,0.4999761389585131,1.3336715900769758,2.9868536472474956,5.331040617657376,7.77187183477844,-7.98647120980117,-5.19855991491977,-3.033561868025548,-1.4632398451789461,-0.5865572094878991,2.7008720393556898,3.8089459108519543,5.174662749079128,7.109104667621187,9.367344380923111,-3.240247540702706,-2.4425175887237556,-1.5146672052258436,-0.7502354770421096,-0.32083900481324923
50,3294,1634,0.508371462141205,1.3346748195078177,3.0025243078209547,5.375455591883069,7.845578715606184,-8.044700395700215,-5.30399927987433,-3.0577671603489183,-1.473753748224418,-0.5862529478423515,2.7535653197847436,3.8278065338006435,5.209163905912091,7.206727442686557,9.452830269421154,-3.2580134120474034,-2.4575953421983527,-1.5242769553015545,-0.7540921657813088,-0.3207521610128148
51,3294,1634,0.511542284714107,1.3446900318475863,3.0409422584011647,5.419003478468844,7.898817215388639,-8.150281763298375,-5.3518624403609,-3.084773904761829,-1.4808324603152567,-0.5884380639413332,2.785993977562968,3.849466980884446,5.255523377750944,7.260256075124434,9.528309845966795,-3.2599433627665593,-2.4604179573243483,-1.5307428503396618,-0.7552095981225796,-0.3215676346374782
52,3294,1634,0.5143246540136411,1.3566875685918285,3.0518441109920595,5.463397052868951,8.030930520498616,-8.225534718093831,-5.402509221751735,-3.1018499239307515,-1.4867008390085816,-0.5907464785212969,2.8004856981374955,3.905569158390132,5.303624301072415,7.293631272165804,9.563799215993683,-3.270525807326275,-2.479532202162271,-1.5451942197644088,-0.7552095981225796,-0.3224977428665948
53,3293,1633,0.5213704593781534,1.374202389253699,3.0886464275063736,5.5272119239168385,8.107443467797554,-8.2705396126911,-5.46797444230377,-3.1292931099594394,-1.500085184239855,-0.5964694074628185,2.8187750510611065,3.937914360536446,5.351607677851535,7.387022937221036,9.675270625504771,-3.294067818708358,-2.5018933673638046,-1.5574775729254813,-0.7718425771370249,-0.33052482170045067
54,3293,1633,0.5267968510830103,1.393237090434247,3.121773070294861,5.567074512008935,8.256871451931831,-8.29335807393542,-5.538678217806381,-3.1559512937256056,-1.5089246417815203,-0.600606154626378,2.847517117209645,3.959561275660817,5.41200687582948,7.483807300558593,9.802952096107978,-3.3035323532400325,-2.537681120800189,-1.5619431308913603,-0.7739648882356369,-0.33052482170045067
55,3292,1633,0.5308681588298853,1.401932646832139,3.1536285289436083,5.638594716767751,8.30072846956954,-8.377442751523589,-5.6006029419426895,-3.1789515457621556,-1.524399764982498,-0.608235013512913,2.9082937512278977,3.987543569437149,5.426698654008488,7.521632775649962,9.884242168932909,-3.320474771686441,-2.5435124367142117,-1.5926468155444031,-0.7799067886548066,-0.33341093313907466
56,3292,1633,0.5370752753359048,1.4209557796443384,3.16932616950474,5.692284880738853,8.333132315145605,-8.426060914169982,-5.633388741770991,-3.197710955929178,-1.5320836447052821,-0.616125887388989,2.9306091541140673,4.012235267554864,5.461310728394695,7.5501940564707555,10.01489955146381,-3.3507971676936705,-2.5542925470604265,-1.5982516717605366,-0.7824632049061246,-0.34364354991920565
57,3292,1633,0.5401832131058479,1.4375742162026468,3.1986338627686703,5.70790884737585,8.36233670903146,-8.488333563321087,-5.682128492080736,-3.2147026177107794,-1.5469880337761683,-0.6168173817659487,2.9705351040598993,4.021906661533604,5.472092146740192,7.587157336002118,10.083162922300371,-3.365742718041579,-2.5643310614515458,-1.6107148441791483,-0.7832409948274518,-0.347215713636067
58,3292,1633,0.5529168775773919,1.4457929358663315,3.2174071402550624,5.7409057107181845,8.410379247996513,-8.519177371170995,-5.742879869230443,-3.2336315030296707,-1.5506370764743118,-0.6188605243619113,2.9966486171860467,4.042527111324804,5.525507566719602,7.606858972412601,10.133681489451702,-3.3720799550674476,-2.578366334532297,-1.6129332291368732,-0.7854202920488264,-0.34929511641352157
