t,n_trades_alive,n_winners_alive,all_mfe_p10,all_mfe_p25,all_mfe_p50,all_mfe_p75,all_mfe_p90,all_mae_p10,all_mae_p25,all_mae_p50,all_mae_p75,all_mae_p90,win_mfe_p10,win_mfe_p25,win_mfe_p50,win_mfe_p75,win_mfe_p90,win_mae_p10,win_mae_p25,win_mae_p50,win_mae_p75,win_mae_p90
177,3270,1620,1.0296583441183056,2.6488497885282656,5.746259912376248,10.13215173029312,14.722834715186854,-15.209402655605912,-10.161659325430172,-5.798927976007789,-2.781387191328284,-1.1291062070656817,4.292275407094536,5.890286067597067,8.762071894557678,12.660467922754577,17.41823709204594,-10.821568044662683,-5.70126349005435,-2.7785047360059485,-1.4253878787306364,-0.5478185321091206
178,3269,1620,1.0292640115706466,2.6496243600922256,5.767032619066413,10.154450319767527,14.760253577143429,-15.23597959433636,-10.23235510340713,-5.835170873400017,-2.7866778574637396,-1.1326465174326443,4.297914693528427,5.903113393578359,8.762071894557678,12.755795670676957,17.41823709204594,-10.88741749420564,-5.7784700746743685,-2.7866604651956255,-1.432081379921496,-0.5498283965730104
179,3269,1620,1.0339748232404202,2.6695806509561106,5.780484128853484,10.177304746532474,14.780690843865703,-15.258973147229122,-10.31877505520285,-5.841364450431743,-2.801338140828034,-1.1350144831356574,4.313238543203815,5.909699590308125,8.774797736017653,12.784400537549828,17.54118055168202,-10.97810038065971,-5.816734249033207,-2.7940079991458866,-1.4345012281537617,-0.5498283965730104
180,3269,1620,1.0468980947352078,2.6696011683408667,5.804109173359672,10.219581828046541,14.780690843865703,-15.30572959207829,-10.325462060384226,-5.844040457419113,-2.8076796321048305,-1.1419073327802642,4.322035226127112,5.909699590308125,8.785760552680223,12.818734219043584,17.54118055168202,-10.97810038065971,-5.8438877919785615,-2.804508886466432,-1.4404461331584046,-0.5548234335614758
181,3269,1620,1.0521992969817622,2.670724310427493,5.8195234103653535,10.263361726100465,14.858079052382903,-15.383873804358265,-10.347102770358644,-5.862602191108692,-2.808558473988563,-1.167392789706789,4.322035226127112,5.927250246291648,8.796999396435258,12.867103123055,17.66245316095579,-10.995653144018705,-5.877915023772903,-2.808119053046697,-1.4422924290911379,-0.5548234335614758
182,3268,1620,1.0532416623305714,2.6713172839303736,5.846299415878676,10.313607157410097,14.961554614865964,-15.464714951058875,-10.365347597864027,-5.88515691328819,-2.8158301478891103,-1.1770893689881534,4.322035226127112,5.943641894342773,8.802367118496363,12.88566650623153,17.662581526401205,-11.036634550507616,-5.916200960532385,-2.8154287165040675,-1.4445778750708445,-0.5548234335614758
183,3268,1620,1.0580477962986035,2.6770074342542904,5.865597639414151,10.31491777257748,15.044647006939694,-15.505128285236848,-10.410169532724773,-5.894054854933646,-2.81731059073643,-1.1799336481682916,4.326568977441931,5.943641894342773,8.813906235832247,12.906152301246852,17.662581526401205,-11.125258866295168,-5.921863830314277,-2.8169509202490044,-1.4518480744490017,-0.5548234335614758
184,3267,1619,1.060233269610546,2.684710757461153,5.873844267101527,10.34609154913979,15.106390190808467,-15.54267205842685,-10.42855625666655,-5.902524877684757,-2.826227855366306,-1.1849664766430748,4.326208961393081,5.9490573606465205,8.830943808712956,12.92527337645149,17.857682957402687,-11.247574033611468,-6.003976267463049,-2.823157868195634,-1.4604959679315874,-0.5576431348170104
185,3266,1619,1.0601842710205633,2.72003992863915,5.885766761532916,10.382382214761563,15.111884442019807,-15.632722114855955,-10.467162951840727,-5.914723816022271,-2.8298557441397354,-1.1841389162309406,4.340030909474492,5.952428346866659,8.836264372511149,12.944990666582523,17.87716797983774,-11.337650779193186,-6.0407288236451855,-2.8292978425369775,-1.4604959679315874,-0.5576431348170104
186,3266,1619,1.061466614383746,2.7320650602421623,5.899517291245693,10.387203814602902,15.199831758728108,-15.661486268493277,-10.506213723459906,-5.930117408354299,-2.8319109386370322,-1.1841389162309406,4.345734079731562,5.955431742811135,8.873551395588672,12.969668699635783,17.925746711521256,-11.366558671290408,-6.083602157577374,-2.831529448948009,-1.4604959679315874,-0.5676605813407837
187,3266,1619,1.0660933538578177,2.7383093578061244,5.927417902916922,10.400492506239871,15.219803383937125,-15.69156394226527,-10.558533327130625,-5.93947912448436,-2.8342357090974653,-1.188405074672689,4.345734079731562,5.955431742811135,8.893656685185256,12.982372444015812,18.013612446164462,-11.384026430575215,-6.108395856804292,-2.8330554077041015,-1.4632398451789461,-0.5761720928691881
188,3266,1619,1.0660933538578177,2.7472289466193898,5.94585133528134,10.444692874352349,15.237609427006133,-15.701045678071136,-10.558533327130625,-6.001557508101212,-2.8688966869696415,-1.188405074672689,4.345734079731562,5.955431742811135,8.899676826970394,13.049028017557088,18.051265682533433,-11.384026430575215,-6.144590781639004,-2.8655500703044328,-1.4632398451789461,-0.5761720928691881
189,3266,1619,1.0725677644098948,2.7538231447032633,5.952428346866659,10.459070409395023,15.369734300033882,-15.84957245555595,-10.558533327130625,-6.006201452345207,-2.8799657022660083,-1.1910800004939142,4.345734079731562,5.956634105216342,8.919407082465302,13.125516834909378,18.146899251240928,-11.384026430575215,-6.173467749529493,-2.879161737915952,-1.464892998886616,-0.5877014521915467
190,3266,1619,1.0725677644098948,2.7795244702168045,5.956279358557332,10.480467359268498,15.447169659958602,-15.898186595354083,-10.583989348778754,-6.024141559534784,-2.890278793464354,-1.193273041657323,4.345734079731562,5.959296256744902,8.919407082465302,13.16702890352868,18.262824304633778,-11.384026430575215,-6.199937510641638,-2.8891122004531358,-1.4700831941684465,-0.5930991890090224
191,3266,1619,1.0725677644098948,2.784021685375234,5.959296256744902,10.492407081794692,15.465908814160588,-15.898186595354083,-10.5856869452096,-6.060032881365327,-2.890278793464354,-1.1986479703908839,4.345734079731562,5.959296256744902,8.921112513582946,13.222825321832417,18.325102280387668,-11.618199458371162,-6.230918317625193,-2.8891122004531358,-1.4747649164681338,-0.5930991890090224
192,3266,1619,1.0750014161280244,2.786730844152617,5.993766821945145,10.528671865049166,15.53127927412913,-16.025121181476297,-10.61258369382842,-6.067807054687652,-2.894856398835281,-1.1986479703908839,4.368184579551305,5.976936696466963,8.921112513582946,13.245527437501906,18.35347570970156,-11.786566934428828,-6.277289612999127,-2.8941614300801395,-1.4747649164681338,-0.5958703333314141
193,3266,1619,1.0755157055268896,2.786730844152617,6.003752849416894,10.534075368662544,15.617596917914163,-16.09698919038945,-10.640560185129495,-6.092288321689578,-2.896890541119253,-1.2068135936443047,4.368184579551305,5.9898865401753785,8.977684526171174,13.245527437501906,18.369337108884412,-11.78692275609241,-6.329479126986529,-2.896873619792102,-1.4803851705599747,-0.5958703333314141
194,3266,1619,1.0755157055268896,2.7964634437354703,6.0148006794402304,10.534423287727172,15.647366845552664,-16.117586493612905,-10.688311692464126,-6.106150443945246,-2.9033341322652686,-1.2068135936443047,4.368184579551305,5.9960195039029855,8.977684526171174,13.252846767652235,18.38872491148933,-11.871089693212788,-6.349838228720028,-2.9011286338769375,-1.4803851705599747,-0.5967319808471587
195,3266,1619,1.0755157055268896,2.803915621083245,6.0187165569791174,10.585760713798514,15.716920711079315,-16.138306328459404,-10.700117650881568,-6.122574550902302,-2.9091101168650115,-1.2117023248554157,4.368184579551305,5.9995689979803455,9.051008087748134,13.309585615329157,18.472213820450815,-11.959260498675514,-6.367075350352016,-2.9019010888804804,-1.4803851705599747,-0.5975724809127749
196,3266,1619,1.0774266222552416,2.8081297201260735,6.031215356132787,10.59371117419969,15.799277090079029,-16.196833535505533,-10.731234043039796,-6.134229717641215,-2.9091101168650115,-1.2140852141304825,4.38984939020926,6.003752849416894,9.051008087748134,13.309585615329157,18.506410922320324,-12.055875293904272,-6.472366822568814,-2.9019010888804804,-1.4869530461640859,-0.6053787105040449
197,3266,1619,1.0774266222552416,2.8119717823853714,6.046799514811823,10.601604184271524,15.847713801726762,-16.293944177273065,-10.750233109808818,-6.1508740412615985,-2.9091101168650115,-1.2214202175165694,4.393406706620221,6.014111224531637,9.062064843871593,13.38327447347845,18.59169634854479,-12.098922926816037,-6.505663110865366,-2.9019010888804804,-1.4869530461640859,-0.6053787105040449
198,3266,1619,1.0815340545249783,2.82044601231653,6.08879422280785,10.622443687099384,15.850113937798374,-16.353959603487603,-10.760146051375427,-6.168551101888189,-2.9268607629265286,-1.230508609155021,4.393406706620221,6.0187165569791174,9.062064843871593,13.398297833622259,18.59169634854479,-12.147576024023435,-6.600867357399722,-2.9185190475031693,-1.4948888306033652,-0.6053787105040449
199,3266,1619,1.0815340545249783,2.829870763081547,6.08879422280785,10.689017711239078,15.864884442946362,-16.410902115342687,-10.760146051375427,-6.173467749529493,-2.940774314019003,-1.230508609155021,4.393406706620221,6.0187165569791174,9.072864023710036,13.448205770628935,18.715092334171345,-12.147576024023435,-6.600867357399722,-2.935150160938294,-1.4957423977373892,-0.6053787105040449
200,3266,1619,1.0857506768886183,2.84143704066733,6.108384072202702,10.699532924567762,15.864884442946362,-16.479508152800637,-10.781826932767578,-6.179484453518519,-2.9427447621588936,-1.230508609155021,4.393406706620221,6.030390050569583,9.072864023710036,13.50173935517187,18.753971134815853,-12.31193912505747,-6.604649053707195,-2.9419258880472303,-1.498294622900826,-0.6053787105040449
201,3266,1619,1.0857506768886183,2.8574666887213205,6.1356413923274395,10.726901123479069,15.892270430938218,-16.521693452907506,-10.808753743013341,-6.182084016883527,-2.9551437066238417,-1.2344361810787352,4.406118931914635,6.068714481293045,9.099221879766365,13.533325803244622,18.790709032325108,-12.332468385365322,-6.618942651989846,-2.9508707577261246,-1.506240532569811,-0.6053787105040449
202,3266,1619,1.0857506768886183,2.8574666887213205,6.156617376514101,10.732184920847088,15.928903645488365,-16.521693452907506,-10.822546259764387,-6.210054356508843,-2.9573568590443413,-1.2344361810787352,4.406895840173968,6.068714481293045,9.099221879766365,13.563839005268779,18.985627553614183,-12.375296452935157,-6.678131220121736,-2.954476105972018,-1.506240532569811,-0.6053787105040449
203,3266,1619,1.0906051543572786,2.87577134908085,6.15804784042535,10.742466040583935,15.942859405969166,-16.56188550643029,-10.896602349879835,-6.243005341192621,-2.9659660999474937,-1.236062927631264,4.412021967252018,6.068714481293045,9.119979569209523,13.581817975720117,19.061881446192576,-12.415100994727254,-6.725463595608407,-2.960214870390476,-1.5068514894966014,-0.615488682139365
204,3266,1619,1.0929184615533498,2.8994811883335627,6.15999227115744,10.772886353733622,16.050100387629932,-16.64467520641746,-10.903234426633333,-6.271379178513561,-2.9755342372924036,-1.2542908722246084,4.412021967252018,6.078553679165465,9.1396559623256,13.601380325602129,19.23561269061367,-12.415100994727254,-6.745580407512321,-2.970747715275146,-1.5101455783568705,-0.615488682139365
205,3266,1619,1.0957406037802326,2.9078274606805117,6.174148392478903,10.780053131928875,16.050100387629932,-16.654139372964092,-10.940139720681174,-6.298294842856917,-2.9820329864965522,-1.2542908722246084,4.414224143481886,6.091346473116371,9.1396559623256,13.610058751040906,19.25094423471037,-12.502745260163195,-6.929599561163677,-2.9809810955414413,-1.5120258084984892,-0.615488682139365
206,3266,1619,1.0957406037802326,2.9095902661344,6.192116387307138,10.800441793355603,16.07639319654178,-16.70332064869541,-10.964296758683005,-6.304424289176695,-2.982678345574642,-1.2542908722246084,4.414224143481886,6.108384072202702,9.169367914822747,13.612944020875531,19.25094423471037,-12.58322426989407,-6.929599561163677,-2.981844711369879,-1.5120258084984892,-0.615488682139365
207,3266,1619,1.108400907033451,2.9129376281573043,6.206868609950331,10.844863814951285,16.155433343428626,-16.70332064869541,-10.975851737416596,-6.325003372466483,-2.9834166699741713,-1.2607317422358064,4.414224143481886,6.108384072202702,9.180826874835155,13.645629593434716,19.25094423471037,-12.58322426989407,-7.027028662898933,-2.9825978118765724,-1.5139293831754093,-0.615488682139365
208,3266,1619,1.1099414228553508,2.917704730701285,6.220993779954149,10.882730541134867,16.19566570912137,-16.706806503707647,-10.99088822324803,-6.34177508763163,-2.9926094137305705,-1.2607317422358064,4.414224143481886,6.108384072202702,9.184799199558542,13.670123155760788,19.25094423471037,-12.608363376836738,-7.088112547017741,-2.98490683989013,-1.5139293831754093,-0.616641506121865
209,3266,1619,1.1099414228553508,2.923380278707863,6.234631259249674,10.888993611330703,16.28368275981577,-16.706806503707647,-10.999329089753303,-6.347215233261876,-3.0042213701232217,-1.2624940579346315,4.414224143481886,6.111596937956244,9.213552834120785,13.670123155760788,19.272381155462373,-12.639667566097014,-7.128981917897286,-3.0016509368949094,-1.5157053250116852,-0.6172576544086532
210,3266,1619,1.1105977719981075,2.9369040771306243,6.247080734335892,10.888993611330703,16.36192591657884,-16.706806503707647,-11.025024312201099,-6.365487777920023,-3.0042213701232217,-1.2637562032093155,4.426353370507127,6.1180443228360275,9.228213245810618,13.685209684820515,19.335130534117155,-12.724856201753136,-7.157423447251811,-3.0016509368949094,-1.5157053250116852,-0.6176157903234328
211,3266,1619,1.111826929301555,2.9369040771306243,6.26033572442307,10.901824197341162,16.41723647067689,-16.706806503707647,-11.065251500428086,-6.365487777920023,-3.014282488546972,-1.267122651144773,4.426353370507127,6.12695936966792,9.255698207868273,13.695897503400467,19.335130534117155,-12.724856201753136,-7.157423447251811,-3.002143415292056,-1.5157053250116852,-0.6282701411605728
212,3266,1619,1.111826929301555,2.9374763712255962,6.2783402635373635,10.924061053821738,16.519602604845847,-16.706806503707647,-11.104344899827773,-6.402968506077044,-3.0181834614558856,-1.2804179825443385,4.426353370507127,6.135335680833664,9.255698207868273,13.695897503400467,19.371394647499404,-12.724856201753136,-7.1848368188659,-3.010455234616719,-1.518775560868452,-0.6282701411605728
213,3266,1619,1.1143559920689157,2.9412075868165624,6.2830496246507295,10.931771907687448,16.519602604845847,-16.706806503707647,-11.116048763135947,-6.415869592623645,-3.026562418378353,-1.3074350342054655,4.429428387718559,6.15804784042535,9.285072045148896,13.722858855987312,19.371394647499404,-12.76818138437909,-7.213064170843722,-3.010455234616719,-1.5307428503396618,-0.6328446387150654
214,3266,1619,1.1143559920689157,2.9483803388383394,6.3129131210630405,10.947896713282503,16.52755229620545,-16.71894117473817,-11.120145810791202,-6.451756587398326,-3.0354337819051938,-1.3175232331859847,4.429428387718559,6.15999227115744,9.305682926970956,13.759461983527736,19.371394647499404,-12.802112324931947,-7.301298839139951,-3.0250559579648812,-1.5364447287517542,-0.6328446387150654
215,3266,1619,1.118709557840889,2.954932814788443,6.314616214022065,11.014308242951483,16.551478416076804,-16.787707591884143,-11.1311969530646,-6.46940879948021,-3.0406096531001072,-1.3233575017356478,4.429548922724322,6.193080691450161,9.315834515580967,13.769773523135395,19.387390973324347,-12.802112324931947,-7.398142334782641,-3.035828871346316,-1.540891007454567,-0.6472139387722392
216,3265,1619,1.1223011365365474,2.9654735121646847,6.326077158676632,11.044863488952831,16.634714840741974,-16.826228399483313,-11.156536255339219,-6.48344271851073,-3.0521528128967375,-1.3230772769622139,4.432494316377452,6.193080691450161,9.320722821659267,13.77364912140094,19.396648414846144,-12.877674171008467,-7.4316814314691015,-3.037713159920734,-1.540891007454567,-0.6472139387722392
217,3265,1619,1.1254724550398147,2.9654735121646847,6.34010539879375,11.067229573519846,16.661515808237805,-16.83267559722846,-11.185666430946224,-6.509821029199511,-3.052594359962886,-1.3230772769622139,4.432494316377452,6.203231934885504,9.327878973717308,13.776179265119625,19.396648414846144,-13.015718848610515,-7.436218760172224,-3.0378035875750484,-1.540891007454567,-0.6472139387722392
218,3265,1619,1.1254724550398147,2.9797205016103674,6.355448038397411,11.07038010344024,16.661515808237805,-16.865045346830062,-11.212541966586334,-6.5118923447649335,-3.057220543130047,-1.3280696947371262,4.432494316377452,6.203231934885504,9.338225440409444,13.844174504028812,19.433144966960846,-13.015718848610515,-7.436218760172224,-3.04131110065208,-1.5502501990345405,-0.6472139387722392
219,3264,1619,1.1254100515944239,3.0005946583987617,6.385635270283368,11.121054725741187,16.70224711612458,-16.939106830960494,-11.273361384173256,-6.515563491166564,-3.0599737124106148,-1.3280183144858282,4.432494316377452,6.209375455134772,9.351930237484385,13.844174504028812,19.433144966960846,-13.015718848610515,-7.475134942991303,-3.052594359962886,-1.5502501990345405,-0.6472139387722392
220,3264,1619,1.1259518500994457,3.003016746711604,6.397406881294727,11.14404826920756,16.73331327487928,-17.079048402174585,-11.32754523561447,-6.529308479959589,-3.082356643821524,-1.3280183144858282,4.432494316377452,6.220993779954149,9.359978554313889,13.844174504028812,19.48008921028434,-13.015718848610515,-7.552665062282285,-3.057220543130047,-1.5502501990345405,-0.6472139387722392
221,3264,1619,1.1259518500994457,3.005980958942393,6.399914142039551,11.164948926833413,16.74245233989485,-17.115511198711598,-11.336052275035081,-6.558498146851882,-3.0863192631299112,-1.3280183144858282,4.434751913698336,6.220993779954149,9.38222039496826,13.86984081257233,19.511553314797798,-13.045538874392204,-7.570021942149515,-3.06052702402489,-1.5502501990345405,-0.6472139387722392
222,3264,1619,1.126885691645691,3.005980958942393,6.399914142039551,11.170652365982146,16.762762075263566,-17.242954902045547,-11.344526753026784,-6.574388550228363,-3.1037494923874034,-1.3280183144858282,4.441520024121747,6.220993779954149,9.386815005589384,13.878853766598652,19.64487472173296,-13.181596999024547,-7.5737618399794915,-3.0866882244683347,-1.5502501990345405,-0.6472139387722392
223,3264,1619,1.126885691645691,3.009659634543049,6.419855168206167,11.180091569115373,16.798359909748385,-17.318483192073664,-11.35111147071449,-6.588577855728382,-3.122367744747468,-1.3301358094653528,4.441520024121747,6.247080734335892,9.392362051999175,13.88367158823215,19.68369255594277,-13.181596999024547,-7.576381312749216,-3.1024291172746365,-1.5543652645342938,-0.6472139387722392
224,3263,1619,1.12892942443496,3.0176496540892677,6.435070328693016,11.237913697435115,16.905319878467267,-17.30735047765351,-11.359240036413052,-6.607223318732556,-3.1257885818755473,-1.3295498650585398,4.441520024121747,6.254993141168677,9.39401192143043,13.912546920183564,19.686148320826277,-13.181596999024547,-7.604300874403789,-3.1041896174249923,-1.5543652645342938,-0.6522868172592969
225,3263,1619,1.1316960477080291,3.024880508548204,6.441144470410126,11.237913697435115,16.905319878467267,-17.319849465626,-11.367175987465473,-6.6129791860777605,-3.1382832385879382,-1.3295498650585398,4.441520024121747,6.254993141168677,9.428782368005091,13.912546920183564,19.69167498992698,-13.204493427415713,-7.62695239654326,-3.117609395753718,-1.5543652645342938,-0.6522868172592969
226,3263,1619,1.1369159690289554,3.035864271737445,6.45508721308208,11.273552180172437,17.033325664015024,-17.360910722227707,-11.373498708290638,-6.615970076961763,-3.1475952247579153,-1.3448966896430017,4.441520024121747,6.26033572442307,9.428782368005091,13.932065431407892,19.69167498992698,-13.266017216813793,-7.6537160056883415,-3.1342608713726716,-1.558168862567709,-0.6541059712354866
227,3263,1619,1.1369159690289554,3.035864271737445,6.4582127315537665,11.286927124621386,17.120324580164393,-17.360910722227707,-11.400876459852014,-6.653903681339514,-3.164310885765651,-1.3457085056260851,4.445154879731173,6.268627054171376,9.450394532069225,13.962903174663886,19.72595028534156,-13.271154097561912,-7.7529414277872615,-3.15678679083993,-1.560874340967858,-0.6556535484507876
228,3262,1619,1.1363488837063551,3.044484514913469,6.490531029423732,11.303339311432858,17.125071833677854,-17.413040607452178,-11.429587837759168,-6.654308341272593,-3.1696148180770467,-1.3530852357707082,4.445154879731173,6.2783402635373635,9.457829139123602,13.978454061655748,19.784294881821605,-13.316762785788436,-7.773268003965622,-3.1664230861128564,-1.5673068346633392,-0.6630452107572792
229,3262,1619,1.1416119397070648,3.0474763932854083,6.493942243687901,11.303339311432858,17.125071833677854,-17.445264356289936,-11.494792833396765,-6.673194466818574,-3.1856315820099503,-1.3550747812230604,4.448693099862496,6.284963345130658,9.457829139123602,13.978454061655748,19.784294881821605,-13.316762785788436,-7.790211945667609,-3.1705512825729167,-1.569517385048874,-0.6630452107572792
230,3262,1619,1.1416119397070648,3.049597580429118,6.493942243687901,11.326521291867984,17.125071833677854,-17.513759659187933,-11.538052494580171,-6.691291229659424,-3.1856315820099503,-1.3550747812230604,4.448693099862496,6.297379250388268,9.473212804803612,13.98258575678167,19.83672991973223,-13.35901603651422,-7.827850205813165,-3.1705512825729167,-1.569517385048874,-0.6630452107572792
231,3262,1619,1.1416119397070648,3.0515130228697966,6.513378496169107,11.345323193941955,17.125071833677854,-17.513759659187933,-11.570712869446773,-6.694878508131545,-3.1880839374189014,-1.3550747812230604,4.448693099862496,6.309287369690754,9.473212804803612,13.986565409780688,19.955849121199037,-13.35901603651422,-7.836185705561928,-3.17810019384184,-1.591484302276383,-0.6630452107572792
232,3262,1619,1.1416119397070648,3.0695710570446457,6.540467455435172,11.345323193941955,17.139416508940837,-17.530183059042724,-11.607475264335728,-6.696466019304791,-3.190188949491203,-1.3550747812230604,4.448693099862496,6.309287369690754,9.47805045485256,14.023069854871187,19.955849121199037,-13.35901603651422,-7.842635413422067,-3.188623705961239,-1.591484302276383,-0.6729414632271674
233,3262,1619,1.1448968409032754,3.072319131379052,6.549332731271944,11.351047135503787,17.210827854557415,-17.53665389352129,-11.646601606873071,-6.707817825553031,-3.2093129169397665,-1.3590317071594322,4.458644805367127,6.3274263509108515,9.510350193132991,14.039014276103412,19.955849121199037,-13.362415379648281,-7.898145891187947,-3.1953744486260565,-1.597681448153855,-0.6772041504274636
234,3262,1619,1.15188817931721,3.0756007171094275,6.585434950297291,11.357873679017121,17.272369747514418,-17.547895762481318,-11.670597602631076,-6.721044913506283,-3.2093129169397665,-1.3590317071594322,4.472256670255004,6.329341746167515,9.520145937437254,14.061705189125027,20.00528969698916,-13.522318675783264,-7.898145891187947,-3.1953744486260565,-1.597681448153855,-0.6772041504274636
235,3262,1619,1.15188817931721,3.08028933693188,6.615554888780209,11.369449766172936,17.272369747514418,-17.55946885318086,-11.722884606228188,-6.725020945120111,-3.226236534909926,-1.3590317071594322,4.477658008058777,6.335006673991855,9.520437120130692,14.061705189125027,20.054553621849337,-13.522318675783264,-7.909149288329708,-3.2145100316991098,-1.597681448153855,-0.6772041504274636
236,3261,1619,1.1587055752094972,3.0845852323180027,6.626072631070626,11.3998303974525,17.38667776735287,-17.6183043898141,-11.745304450657514,-6.726233269084551,-3.227374678842347,-1.3582866862500143,4.477658008058777,6.3410599784102075,9.538289519337813,14.10887337872032,20.058183577620547,-13.664332414922276,-7.923077435906651,-3.2261539258060377,-1.5992823567562127,-0.6772041504274636
237,3261,1619,1.1587055752094972,3.0886464275063736,6.678471743510715,11.424590486621117,17.424174124173195,-17.708195125667956,-11.761618951577564,-6.7345249865847165,-3.2353620747605354,-1.3657368953442004,4.488289982025301,6.3410599784102075,9.538289519337813,14.148386358873747,20.058183577620547,-13.684948101443371,-7.954848127266285,-3.227374678842347,-1.6007375101280732,-0.6772041504274636
238,3261,1619,1.1589397128735557,3.09306109718225,6.698613478517519,11.461148404573716,17.424174124173195,-17.757698596464063,-11.791409433169303,-6.776255171196872,-3.2353620747605354,-1.3781107690013719,4.488289982025301,6.343677389322164,9.551042550260197,14.148386358873747,20.058183577620547,-13.698816466193016,-7.9605508688308895,-3.227374678842347,-1.6096844011975793,-0.6772041504274636
239,3261,1619,1.1634178707378189,3.1147933234482594,6.730821756577356,11.47548226575114,17.458277499344884,-17.79115037840197,-11.802267334704577,-6.78277459812413,-3.2471738216308923,-1.3781107690013719,4.491885861710525,6.343677389322164,9.551042550260197,14.15746427503755,20.08539525225715,-13.698816466193016,-7.976612900483944,-3.235294735770916,-1.6118240366580108,-0.6772041504274636
240,3261,1619,1.1641611225248105,3.1311189858030515,6.749406458306879,11.498584103411297,17.490635553563514,-17.835876677644787,-11.81699818142023,-6.797282476042033,-3.2471738216308923,-1.3781107690013719,4.492915641647924,6.353514830040848,9.60835124484482,14.23686259324719,20.123059409088924,-13.698816466193016,-7.9975988070596475,-3.235294735770916,-1.6118240366580108,-0.6789237573887836
