trade_id,fold,prob
2100,7,0.4648077281
2101,7,0.5458996273
2103,7,0.183034913
2104,7,0.056662898
2105,7,0.5017475719
2112,7,0.1844555654
2113,7,0.9366266912
2114,7,0.27247033
2115,7,0.1887848447
2116,7,0.09464725702
2118,7,0.06794306764
2119,7,0.0984703396
2120,7,0.4954666173
2122,7,0.3058719511
2123,7,0.07205298139
2124,7,0.1061261231
2126,7,0.9531180713
2128,7,0.1327362762
2129,7,0.1195146749
2130,7,0.1200354897
2132,7,0.4480297586
2136,7,0.07771229179
2137,7,0.872380584
2138,7,0.367063137
2139,7,0.4271158707
2147,7,0.09767787712
