trade_id,pair,signal_bar_time,entry_time,entry_price,sl_at_entry_price,exit_time,exit_price,exit_reason,final_r,bars_held,mfe_r,mae_r,spread_pips_used,spread_pips_exit,time_to_peak_mfe,calendar_year,num_higher_highs,num_higher_lows,most_recent_sh_price,most_recent_sh_age,most_recent_sl_price,most_recent_sl_age,hh_range_atr,hl_range_atr,pullback_depth_atr,trigger_body_atr,trigger_close_pos,trigger_break_size_atr
268,EUR_JPY,2021-10-12 08:00:00,2021-10-12 12:00:00,131.085,130.429889,2021-11-12 08:00:00,130.422889,stoploss,-1.010685212,138,3.652815935,-5.658582813,1.4,1.4,35,2021,2,2,131.221,4,129.077,10,5.266282898,2.271370711,0.7680526245,0.3144505151,0.7985781991,0.02442334098
269,AUD_USD,2021-10-13 08:00:00,2021-10-13 12:00:00,0.73611,0.7314719932,2021-11-11 04:00:00,0.7314219932,stoploss,-1.010780493,125,4.195767863,-7.932286726,1,1,67,2021,4,4,0.73841,5,0.7332,7,2.595942707,4.596802202,1.962111906,0.9055614093,0.9614035088,0.6942637472
270,NZD_USD,2021-10-13 08:00:00,2021-10-13 12:00:00,0.695565,0.6908033184,2021-11-24 04:00:00,0.6907483184,stoploss,-1.011550541,179,5.511708287,-4.608665969,1.1,1.1,34,2021,3,3,0.69694,5,0.69143,14,0.4032188954,1.604475188,1.220527554,0.6132287368,0.937254902,0.3066143684
271,USD_JPY,2021-10-13 08:00:00,2021-10-13 12:00:00,113.558,113.0254254,2021-11-09 04:00:00,113.0224254,stoploss,-1.005633014,113,3.683990845,-1.930245968,0.6,0.6,27,2021,2,4,113.787,5,113.002,6,7.506929357,6.759616229,1.189534948,0.3379808115,0.7368421053,0.236586568
272,CAD_CHF,2021-10-14 16:00:00,2021-10-14 20:00:00,0.74701,0.7430619111,2021-10-21 16:00:00,0.7429619111,stoploss,-1.02532871,30,0.618020536,-8.330612881,1.8,2,21,2021,2,2,0.74818,12,0.74165,4,1.372816109,0.04559167889,2.405148252,1.615971729,0.9320113314,1.185383651
273,NZD_CHF,2021-10-18 20:00:00,2021-10-19 00:00:00,0.654435,0.6501837125,2021-11-02 16:00:00,0.6500987125,stoploss,-1.019993943,65,2.089955086,-8.7350008,1.7,1.7,8,2021,2,2,0.6558,5,0.6419,17,4.045833143,0.0329312,1.108459451,0.4845590857,0.8253968254,0.07527131429
274,CHF_JPY,2021-10-19 04:00:00,2021-10-19 08:00:00,123.957,123.3581112,2021-11-15 20:00:00,123.3471112,stoploss,-1.01836735,118,2.584787045,-3.052319586,2.2,2.2,58,2021,3,2,123.88,10,123.248,7,5.179592645,4.508349498,0.699390853,0.9217070085,0.9202453988,0.3072356695
275,GBP_CAD,2021-10-20 16:00:00,2021-10-20 20:00:00,1.70387,1.695801665,2021-10-27 16:00:00,1.695541665,stoploss,-1.032224742,30,0.9233628049,-4.957652644,2.8,5.2,22,2021,3,3,1.70863,6,1.6968,8,1.978103405,1.886386831,1.645007963,0.4759346538,0.8503649635,0.3445568587
276,GBP_AUD,2021-10-21 04:00:00,2021-10-21 08:00:00,1.84034,1.830469857,2021-10-27 00:00:00,1.830269857,stoploss,-1.020263132,23,5.211677496,-2.796312187,4,4,4,2021,2,2,1.86096,16,1.84247,11,0.7679726947,0.1762892465,5.322712246,0.7679726947,0.8526785714,0.06281570854
277,AUD_CHF,2021-10-25 00:00:00,2021-10-25 04:00:00,0.68469,0.6805486077,2021-11-02 04:00:00,0.6804786077,stoploss,-1.016902528,37,2.02588872,-10.40471334,1.4,1.4,12,2021,2,2,0.69319,11,0.68434,6,0.01931717492,1.376348713,4.457184818,0.734052647,0.8774509804,0.02897576238
278,EUR_AUD,2021-10-27 08:00:00,2021-10-27 12:00:00,1.54784,1.539273498,2021-10-28 00:00:00,1.539153498,stoploss,-1.014008052,4,8.077976571,-1.424151939,2.4,2.4,1,2021,2,2,1.56004,16,1.54961,17,0.165761947,0.9011846694,4.519444032,1.39847051,0.8977900552,1.076285318
279,USD_CAD,2021-10-28 00:00:00,2021-10-28 04:00:00,1.237045,1.230239454,2021-12-23 04:00:00,1.284815,time_exit,7.01927527,240,8.72303279,-0.6208172078,1.3,1.3,225,2021,3,4,1.24,14,1.23505,9,0.4760823084,1.84261486,1.186873999,0.4202454945,0.9152542373,0.1469389841
280,EUR_GBP,2021-11-01 08:00:00,2021-11-01 12:00:00,0.84693,0.8436350481,2021-11-16 08:00:00,0.8435950481,stoploss,-1.012139783,66,3.939359436,-2.698066671,0.8,0.8,23,2021,2,3,0.84757,9,0.84329,4,0.6919676051,1.851316838,1.763180913,1.244327711,0.6810631229,1.195768581
281,AUD_NZD,2021-11-01 12:00:00,2021-11-01 16:00:00,1.046315,1.041776207,2021-11-02 08:00:00,1.041671207,stoploss,-1.023133902,5,3.744387284,-3.361025479,2.1,2.1,2,2021,3,2,1.05276,5,1.04548,14,1.60395054,0.5243684458,3.133686196,0.3084520269,0.7156398104,0.03525166022
282,NZD_JPY,2021-11-02 20:00:00,2021-11-03 00:00:00,81.135,80.50467022,2021-11-05 00:00:00,80.49967022,stoploss,-1.007932356,13,1.18668041,-8.208401658,1,1,6,2021,2,2,82.207,7,81.246,13,1.208891006,0.7741979144,4.183702232,0.8503485289,0.884375,0.3046024581
283,EUR_AUD,2021-11-04 12:00:00,2021-11-04 16:00:00,1.56,1.550850153,2021-11-15 16:00:00,1.550730153,stoploss,-1.013114973,43,6.233984006,-1.657951216,2.4,2.4,21,2021,3,3,1.56216,5,1.55449,7,2.107139054,4.120287465,1.361234323,0.7978275463,0.7433380084,0.185795456
284,EUR_NZD,2021-11-05 00:00:00,2021-11-05 04:00:00,1.63005,1.620562652,2021-11-08 04:00:00,1.620372652,stoploss,-1.020026671,7,5.558982342,-2.508604091,3.8,3.8,1,2021,2,2,1.63205,14,1.6177,4,0.7525812272,2.049044686,1.366033416,0.9022542444,0.9279112754,0.5839355741
285,EUR_CAD,2021-11-05 20:00:00,2021-11-08 00:00:00,1.43841,1.431920997,2021-11-10 16:00:00,1.431830997,stoploss,-1.01386962,17,4.034518361,-3.399597978,1.8,1.8,10,2021,2,2,1.4408,13,1.43243,9,0.2928030896,0.8753271311,0.6654397671,0.6657417617,0.8679867987,0.3205423297
286,EUR_CAD,2021-11-11 04:00:00,2021-11-11 08:00:00,1.43607,1.42965898,2021-11-15 16:00:00,1.42947398,stoploss,-1.028856564,15,4.448590318,-3.075953754,1.8,3.7,2,2021,2,4,1.44629,9,1.43924,10,1.534857248,2.124467045,3.809488855,0.6457631106,0.9201520913,0.4679442831
287,GBP_AUD,2021-11-12 00:00:00,2021-11-12 04:00:00,1.83483,1.825453355,2021-11-15 08:00:00,1.825253355,stoploss,-1.021329591,8,6.138656191,-1.467475837,4,4,2,2021,2,2,1.84294,11,1.82736,7,3.169577172,2.175618247,2.025810138,0.356204164,0.9736842105,0.1813015206
288,GBP_NZD,2021-11-12 00:00:00,2021-11-12 04:00:00,1.90864,1.897566252,2021-11-15 08:00:00,1.897326252,stoploss,-1.02167288,8,8.951802298,-1.048425549,4.8,4.8,2,2021,2,2,1.90895,11,1.89617,6,0.5418219892,1.986680627,1.045291219,0.9969524602,0.9857142857,0.4768033505
289,GBP_USD,2021-11-12 08:00:00,2021-11-12 12:00:00,1.339475,1.331984406,2021-11-24 16:00:00,1.331939406,stoploss,-1.006007534,50,2.720078079,-3.131260433,0.9,0.9,23,2021,2,3,1.36071,18,1.35242,16,2.616614986,2.670015292,6.504900328,0.6701738382,0.6482617587,0.6434736853
290,AUD_CAD,2021-11-17 12:00:00,2021-11-17 16:00:00,0.916615,0.9119974754,2021-11-24 16:00:00,0.9119024754,stoploss,-1.020573794,31,2.965874814,-4.269603647,1.9,1.9,22,2021,4,2,0.92306,12,0.91802,9,2.464523942,2.369234791,3.739313491,0.7103373048,0.6957671958,0.0303192752
291,NZD_CHF,2021-11-18 04:00:00,2021-11-18 08:00:00,0.652465,0.6484691462,2021-11-19 08:00:00,0.6483841462,stoploss,-1.02127205,7,0.4091741326,-9.000579621,1.7,1.7,0,2021,4,4,0.65349,5,0.64834,7,2.397485132,1.551608332,2.03375853,1.411463063,0.9894736842,0.780809354
292,USD_JPY,2021-11-19 00:00:00,2021-11-19 04:00:00,114.322,113.8138439,2021-11-19 12:00:00,113.8108439,stoploss,-1.005903698,3,3.988931809,-3.526475482,0.6,0.6,1,2021,2,2,114.968,12,113.875,5,2.629113417,0.4959106146,2.736566785,0.3384786735,0.6887417219,0.1534961426
293,EUR_CAD,2021-11-23 04:00:00,2021-11-23 08:00:00,1.42838,1.421799346,2021-11-24 08:00:00,1.421709346,stoploss,-1.013676453,7,5.502492935,-1.828085888,1.8,1.8,0,2021,2,2,1.4358,15,1.42403,10,3.136466561,1.97548766,2.557980017,0.3586269905,0.8864864865,0.04558817676
294,GBP_NZD,2021-11-26 00:00:00,2021-11-26 04:00:00,1.9466,1.935043836,2022-01-21 04:00:00,2.01941,time_exit,6.300533518,240,6.444179798,-0.970910398,4.8,4.8,239,2021,3,3,1.94596,4,1.92257,12,3.845566674,1.910668591,0.733651019,1.150900917,0.7897862233,0.2353722177
295,AUD_CAD,2021-11-26 08:00:00,2021-11-26 12:00:00,0.909735,0.9055660907,2021-12-03 08:00:00,0.9054710907,stoploss,-1.022787735,30,4.935343685,-3.07874295,1.9,1.9,13,2021,3,2,0.9204,18,0.91619,20,1.276113167,1.280910585,6.271469932,0.5756901504,0.6270022883,0.5612978966
296,EUR_GBP,2021-11-29 16:00:00,2021-11-29 20:00:00,0.84714,0.843381354,2021-12-23 12:00:00,0.843341354,stoploss,-1.01064213,107,3.397500037,-4.424465592,0.8,0.8,42,2021,3,2,0.84955,6,0.84059,10,3.421444829,1.112102596,2.172022687,0.8300861484,0.7333333333,0.2713743177
297,EUR_CAD,2021-11-30 04:00:00,2021-11-30 08:00:00,1.447135,1.43617939,2021-12-07 08:00:00,1.43599439,stoploss,-1.016886326,31,1.593247677,-3.392325976,3.7,3.7,13,2021,2,2,1.44925,8,1.41682,13,2.526559478,0.08580079153,2.050125602,1.524333211,0.984496124,1.389242603
298,EUR_NZD,2021-11-30 04:00:00,2021-11-30 08:00:00,1.66484,1.651854092,2021-12-01 04:00:00,1.651664092,stoploss,-1.014631245,6,2.609752002,-1.052679547,3.8,3.8,0,2021,2,2,1.66279,8,1.64769,5,5.661521604,4.828310726,1.601385047,1.758829617,0.9272030651,1.221323893
299,GBP_AUD,2021-12-01 12:00:00,2021-12-01 16:00:00,1.86409,1.852104441,2021-12-08 12:00:00,1.851904441,stoploss,-1.016686748,30,2.930192997,-2.115045344,4,4,13,2021,3,2,1.87871,7,1.86239,9,3.702789443,2.115879682,2.99450859,0.5156205218,0.6962843296,0.05506626931
300,EUR_AUD,2021-12-01 16:00:00,2021-12-01 20:00:00,1.58978,1.577143492,2021-12-09 08:00:00,1.577023492,stoploss,-1.009496294,34,2.157241515,-2.666875974,2.4,2.4,12,2021,2,2,1.59702,8,1.57522,12,0.8973998083,2.94859937,2.130059735,0.9464639954,0.9644886364,0.6441652945
301,EUR_CHF,2021-12-09 12:00:00,2021-12-09 16:00:00,1.04525,1.04170062,2021-12-10 12:00:00,1.04165062,stoploss,-1.014086969,6,2.527202266,-4.299342986,1,1,0,2021,3,2,1.04551,5,1.04025,12,2.659619776,2.017253983,1.308979206,1.087514019,0.976,0.9072008135
302,AUD_CAD,2021-12-10 08:00:00,2021-12-10 12:00:00,0.909535,0.9048399022,2022-01-12 08:00:00,0.9047449022,stoploss,-1.02023387,138,4.424827981,-3.990332237,1.9,1.9,85,2021,3,3,0.90958,6,0.90532,5,3.271497367,3.586719769,0.5046827236,0.4515347928,0.75,0.1320526281
303,AUD_CHF,2021-12-10 12:00:00,2021-12-10 16:00:00,0.66269,0.6580052548,2021-12-13 16:00:00,0.6579352548,stoploss,-1.014942115,7,1.099312716,-3.065268077,1.4,1.4,0,2021,2,3,0.66203,5,0.65814,6,0.2774964137,7.061216435,0.6567994498,0.9050652262,0.9521912351,0.3415340476
304,NZD_CAD,2021-12-14 08:00:00,2021-12-14 12:00:00,0.866175,0.8614742074,2022-01-03 00:00:00,0.8613592074,stoploss,-1.02446396,82,2.296421258,-6.861608862,2.3,2.3,38,2021,2,3,0.86547,8,0.86295,4,0.5318252102,3.539828599,0.6877266046,0.9147393615,0.7964912281,0.3616411429
305,GBP_AUD,2021-12-14 12:00:00,2021-12-14 16:00:00,1.8604,1.849134533,2021-12-15 20:00:00,1.848934533,stoploss,-1.01775337,8,5.480465348,-1.65017575,4,4,1,2021,2,2,1.86293,5,1.84188,11,1.777112346,0.557455821,1.01739996,0.5219490808,0.719237435,0.2876045955
306,GBP_CHF,2021-12-14 16:00:00,2021-12-14 20:00:00,1.220815,1.214076969,2021-12-21 00:00:00,1.213981969,stoploss,-1.014099074,26,5.959456146,-1.110858654,1.9,1.9,10,2021,2,2,1.22572,7,1.21748,12,0.7598659063,1.255559681,2.881996119,1.175417574,0.5921052632,0.4303927985
307,GBP_JPY,2021-12-15 00:00:00,2021-12-15 04:00:00,150.5,149.7394516,2021-12-20 08:00:00,149.7274516,stoploss,-1.015778088,20,9.552317483,-1.284599337,2,2.4,8,2021,2,4,150.752,9,149.762,5,0.1420027926,1.109725527,0.7811076319,0.1078169351,0.6298932384,0.01314840672
308,GBP_CAD,2021-12-16 12:00:00,2021-12-16 16:00:00,1.70548,1.695432992,2022-01-27 12:00:00,1.695292992,stoploss,-1.013934497,180,2.565938078,-1.057031124,2.8,2.8,87,2021,2,2,1.70885,7,1.68341,19,2.372845763,1.532794662,2.133345701,1.09485333,0.7268518519,0.5076138168
309,USD_JPY,2021-12-17 16:00:00,2021-12-17 20:00:00,113.642,113.1234331,2022-02-11 20:00:00,115.883,time_exit,4.321525159,240,5.220155558,-0.6074432954,0.6,0.6,70,2021,2,2,114.271,11,113.316,22,2.090376293,0.3625375858,3.727977207,1.176318763,0.9808743169,0.1388441818
310,AUD_JPY,2021-12-20 12:00:00,2021-12-20 16:00:00,80.8135,80.0831906,2022-02-14 16:00:00,82.168,time_exit,1.854693363,240,4.761680451,-0.6209696864,0.9,0.8,72,2021,2,2,82.434,12,80.633,21,3.519056437,0.42721619,5.318743276,0.8708637719,0.8641304348,0.4518632779
311,GBP_JPY,2021-12-20 12:00:00,2021-12-20 16:00:00,150.31,149.2698264,2022-02-14 16:00:00,156.243,time_exit,5.703855632,240,7.460293225,-0.5297192741,2.4,2,228,2021,2,3,152.629,12,151.089,10,3.609012985,2.551497193,5.958385964,1.263250683,0.8648293963,0.4614614366
312,NZD_JPY,2021-12-20 12:00:00,2021-12-20 16:00:00,76.335,75.71358673,2022-01-27 04:00:00,75.70658673,stoploss,-1.011264645,166,4.673218505,-1.7782047,1,1.4,73,2021,2,3,77.97,12,76.539,16,3.456636828,0.3186285344,5.911277459,0.6823156495,0.7653429603,0.1995451428
313,NZD_CHF,2021-12-21 00:00:00,2021-12-21 04:00:00,0.619905,0.6151757552,2022-01-21 08:00:00,0.6150907552,stoploss,-1.017973271,140,2.079613236,-2.686475462,1.7,1.7,13,2021,2,2,0.63145,15,0.62059,9,3.0110516,0.1395571669,5.671505181,0.6216637433,0.9512893983,0.09303811124
314,EUR_NZD,2021-12-22 00:00:00,2021-12-22 04:00:00,1.6697,1.65921673,2021-12-23 08:00:00,1.65902673,stoploss,-1.018124117,8,6.30337701,-1.662649233,3.8,3.8,0,2021,3,2,1.68279,8,1.6635,12,1.5186102,1.650248521,3.159326614,0.4445178097,0.8766140603,0.1697943565
315,NZD_USD,2021-12-24 08:00:00,2021-12-24 12:00:00,0.682565,0.6780123492,2022-01-03 16:00:00,0.6779573492,stoploss,-1.012080874,38,1.417855275,-6.511590956,1.1,1.1,25,2021,2,3,0.68415,5,0.67392,12,2.187736412,1.651784921,1.235489544,0.5491306254,0.8862275449,0.07028872005
316,AUD_USD,2021-12-27 00:00:00,2021-12-27 04:00:00,0.72342,0.719518928,2022-01-03 16:00:00,0.719468928,stoploss,-1.01281699,34,2.05071839,-6.834019035,1,1,27,2021,2,2,0.72512,7,0.71209,17,6.341846621,1.968689654,1.470291432,0.6408494969,0.797029703,0.3537489223
317,CHF_JPY,2021-12-27 08:00:00,2021-12-27 12:00:00,124.697,124.1242808,2022-01-11 00:00:00,124.1132808,stoploss,-1.019206621,64,4.150376177,-2.105744076,2.2,2.2,37,2021,2,2,124.767,7,123.192,22,4.162598572,1.840343496,1.210123554,0.8939809013,0.7116402116,0.6774699018
318,CAD_CHF,2021-12-27 16:00:00,2021-12-27 20:00:00,0.717375,0.7136505794,2021-12-29 16:00:00,0.7135755794,stoploss,-1.02013736,12,5.23437119,-1.214954072,1.5,1.5,1,2021,2,4,0.71881,14,0.71452,9,1.057882662,2.588322045,1.03118254,0.1772087707,0.5654008439,0.1181391805
319,EUR_JPY,2021-12-29 12:00:00,2021-12-29 16:00:00,130.137,129.5801147,2022-01-19 04:00:00,129.5731147,stoploss,-1.012569914,88,5.421224189,-3.39746809,1.4,1.4,31,2021,2,3,130.222,9,129.602,5,2.592993616,2.004003377,1.794955334,1.379099098,0.8951965066,0.7039151646
320,GBP_CHF,2021-12-31 16:00:00,2021-12-31 20:00:00,1.233475,1.22790934,2022-02-25 20:00:00,1.241915,time_exit,1.516441901,240,4.940114937,-0.9980846872,1.9,1.9,40,2021,3,2,1.23635,7,1.23042,16,0.6540104881,0.4743372771,2.163505511,0.9630484111,0.5858585859,0.0179673211
321,CAD_CHF,2022-01-05 12:00:00,2022-01-05 16:00:00,0.720515,0.7168153969,2022-03-02 16:00:00,0.724945,time_exit,1.197425741,240,4.420744467,-0.9744288477,1.5,1.5,29,2022,3,5,0.72235,5,0.7193,6,2.692180672,3.486860509,1.106049743,0.07027780871,0.8645833333,0.01081197057
322,GBP_AUD,2022-01-05 16:00:00,2022-01-05 20:00:00,1.87108,1.861356027,2022-02-25 08:00:00,1.861156027,stoploss,-1.020567724,220,5.25093995,-4.264717582,4,4,101,2022,5,3,1.87646,7,1.86664,9,2.996717394,2.575079051,2.052592951,0.8453334585,0.9509803922,0.3702190329
323,CAD_JPY,2022-01-07 00:00:00,2022-01-07 04:00:00,91.194,90.56861976,2022-01-14 12:00:00,90.56261976,stoploss,-1.009594163,33,1.571843715,-3.140489376,1.2,1.2,20,2022,2,2,91.664,14,90.294,4,1.31440034,0.2398540766,2.228758766,0.8442863497,0.790368272,0.3230034898
324,EUR_AUD,2022-01-10 16:00:00,2022-01-10 20:00:00,1.58093,1.571164681,2022-01-12 16:00:00,1.571044681,stoploss,-1.012288385,12,4.259973486,-12.76455998,2.4,2.4,5,2022,3,2,1.58539,6,1.57298,10,2.545743771,3.274854617,2.255004936,1.138723682,0.7063081696,0.6123711886
325,EUR_NZD,2022-01-11 12:00:00,2022-01-11 16:00:00,1.67767,1.668315901,2022-01-13 04:00:00,1.668125901,stoploss,-1.020311951,10,6.212249952,-12.14654689,3.8,3.8,0,2022,4,2,1.68075,5,1.67047,7,2.959130591,3.532141428,1.760432509,1.039116667,0.9499105546,0.04917630318
