trade_id,pair,signal_bar_time,entry_time,entry_price,sl_at_entry_price,exit_time,exit_price,exit_reason,final_r,bars_held,mfe_r,mae_r,spread_pips_used,spread_pips_exit,time_to_peak_mfe,calendar_year,num_higher_highs,num_higher_lows,most_recent_sh_price,most_recent_sh_age,most_recent_sl_price,most_recent_sl_age,hh_range_atr,hl_range_atr,pullback_depth_atr,trigger_body_atr,trigger_close_pos,trigger_break_size_atr
1067,AUD_NZD,2025-01-06 12:00:00,2025-01-06 16:00:00,1.108495,1.104770476,2025-01-07 08:00:00,1.104665476,stoploss,-1.028191521,5,2.404334008,-2.723837913,2.1,2.1,0,2025,2,2,1.11008,6,1.1027,16,2.808412476,1.031004198,1.022342864,0.1288755247,0.6928104575,0.09665664352
1068,NZD_CHF,2025-01-06 12:00:00,2025-01-06 16:00:00,0.512125,0.5088010927,2025-01-09 08:00:00,0.5087160927,stoploss,-1.025572314,17,1.957034148,-2.639965357,1.7,1.7,5,2025,2,2,0.51144,8,0.50884,5,0.102289256,2.202227512,0.5642105256,0.908569274,0.8869565217,0.04813612048
1069,AUD_CHF,2025-01-07 00:00:00,2025-01-07 04:00:00,0.56591,0.5616309897,2025-02-03 00:00:00,0.5615609897,stoploss,-1.016358923,114,2.425794586,-2.703896277,1.4,1.4,79,2025,2,2,0.56708,11,0.56287,6,1.402193402,1.991114631,1.032547437,1.042297096,0.8504983389,0.3505483505
1070,AUD_JPY,2025-01-08 20:00:00,2025-01-09 00:00:00,98.238,97.4767714,2025-01-10 08:00:00,97.4727714,stoploss,-1.005254663,9,0.6909882239,-8.387756292,0.8,0.8,0,2025,3,2,99.171,8,97.494,21,3.265773241,1.171789916,2.213316078,0.367826431,0.7014925373,0.02364598485
1071,EUR_CAD,2025-01-09 12:00:00,2025-01-09 16:00:00,1.48376,1.476675769,2025-01-10 12:00:00,1.476585769,stoploss,-1.012704273,6,10.3158698,-2.169607537,1.8,1.8,5,2025,2,2,1.49415,17,1.47922,6,1.307128549,0.9090613234,3.335443515,0.4178294281,0.6940063091,0.07622563892
1072,EUR_GBP,2025-01-14 08:00:00,2025-01-14 12:00:00,0.84243,0.838464342,2025-01-28 00:00:00,0.838424342,stoploss,-1.010086598,58,1.24065161,-4.614618795,0.8,0.8,23,2025,3,2,0.84242,6,0.83627,14,5.976309587,4.009422887,1.552183135,1.447426879,0.9614395887,1.291084603
1073,CAD_CHF,2025-01-15 16:00:00,2025-01-15 20:00:00,0.636925,0.6334901477,2025-01-16 16:00:00,0.6334151477,stoploss,-1.021835,6,0.8340969986,-9.163421651,1.5,1.5,0,2025,2,2,0.6382,11,0.63212,22,2.224258663,0.05240399991,1.581913074,0.7744146653,0.900990099,0.05240399991
1074,AUD_CAD,2025-01-17 16:00:00,2025-01-17 20:00:00,0.895885,0.8900631914,2025-03-14 20:00:00,0.908835,time_exit,2.224394677,240,2.848771098,-0.5505162116,1.9,1.9,214,2025,3,2,0.89581,6,0.88886,7,1.528734566,1.185198708,1.478735403,1.391320223,0.9407114625,0.5462220134
1075,GBP_JPY,2025-01-17 16:00:00,2025-01-17 20:00:00,190.212,188.5558723,2025-02-06 12:00:00,188.5458723,stoploss,-1.006038182,83,2.742542137,-1.969051059,2,2,30,2025,2,2,193.006,16,191.451,19,0.1098949073,1.674991609,4.192945945,0.6654076254,0.661641541,0.02536036322
1076,EUR_CAD,2025-01-22 08:00:00,2025-01-22 12:00:00,1.49673,1.487458127,2025-02-04 12:00:00,1.487368127,stoploss,-1.009706777,55,9.600002331,-2.425615688,1.8,1.8,38,2025,2,2,1.50518,8,1.48626,10,4.702394131,2.981059032,2.61741539,0.7161444274,0.9646017699,0.6406472739
1077,NZD_CAD,2025-01-22 08:00:00,2025-01-22 12:00:00,0.813835,0.8080019544,2025-02-04 12:00:00,0.8078869544,stoploss,-1.019715258,55,3.314734948,-2.462692916,2.3,2.3,45,2025,3,3,0.81802,8,0.80857,10,3.226444878,2.345258551,2.238770744,0.7268930012,0.9833795014,0.6823193738
1078,AUD_JPY,2025-01-23 16:00:00,2025-01-23 20:00:00,98.1745,97.45507009,2025-01-27 08:00:00,97.45107009,stoploss,-1.005559958,10,0.8193987949,-8.843808028,0.9,0.8,4,2025,3,2,98.336,5,96.769,15,3.263695285,1.979345011,1.047977132,0.5754556422,0.9144254279,0.108419179
1079,EUR_USD,2025-01-23 16:00:00,2025-01-23 20:00:00,1.043545,1.036626108,2025-01-31 08:00:00,1.036591108,stoploss,-1.005058613,34,7.507704797,-3.25413367,0.7,0.7,10,2025,3,2,1.04576,7,1.03416,14,4.113375273,2.202664763,1.462343626,0.7110964983,0.9533834586,0.4191422449
1080,CHF_JPY,2025-01-24 00:00:00,2025-01-24 04:00:00,172.318,171.3548268,2025-01-24 04:00:00,171.3438268,stoploss,-1.011420583,1,0.3903762957,-6.702844056,2.2,2.2,0,2025,3,3,172.927,5,170.736,17,3.687810113,1.229270038,1.988315131,1.042387768,0.9908088235,0.5232703538
1081,AUD_USD,2025-01-24 04:00:00,2025-01-24 08:00:00,0.63248,0.6275116939,2025-01-27 16:00:00,0.6274616939,stoploss,-1.010063792,9,1.692729839,-4.77828851,1,1,0,2025,3,2,0.62958,10,0.62532,11,2.745402497,3.598812071,0.5432911857,1.658512945,1,1.513594339
1082,GBP_USD,2025-01-27 08:00:00,2025-01-27 12:00:00,1.248655,1.239962304,2025-01-29 12:00:00,1.239917304,stoploss,-1.00517676,13,6.079241554,-2.733904353,0.9,0.9,0,2025,3,2,1.25021,4,1.22931,12,3.607626363,1.472500556,1.303350407,0.8950042443,0.9901477833,0.522277541
1083,GBP_CAD,2025-01-28 20:00:00,2025-01-29 00:00:00,1.78944,1.780823429,2025-02-06 12:00:00,1.780683429,stoploss,-1.016247763,40,10.25930153,-2.528848195,2.8,2.8,22,2025,2,3,1.79913,7,1.78874,9,5.631010299,5.654221388,2.253156197,0.4038729563,0.725,0.1462298635
1084,GBP_AUD,2025-02-03 00:00:00,2025-02-03 04:00:00,2.00931,1.997985377,2025-02-03 20:00:00,1.997785377,stoploss,-1.017660632,5,4.918486145,-4.015144794,4,4,0,2025,2,2,2.00184,7,1.99463,9,0.7364483744,1.220349704,1.340050971,2.108679518,0.9701207883,2.216409376
1085,USD_CAD,2025-02-03 00:00:00,2025-02-03 04:00:00,1.474935,1.46030542,2025-02-03 12:00:00,1.46024042,stoploss,-1.004443053,3,0.3024693814,-4.093418961,1.3,1.3,0,2025,4,4,1.45962,7,1.43999,7,2.660363463,0.9104841039,0.8834184997,0.4073937883,0.9690844233,2.576970775
1086,GBP_CHF,2025-02-03 08:00:00,2025-02-03 12:00:00,1.127635,1.120956375,2025-02-06 12:00:00,1.120861375,stoploss,-1.014224484,19,3.380186583,-1.309401181,1.9,1.9,1,2025,3,3,1.1321,9,1.12409,11,1.075071525,0.9612756529,2.343038614,0.8325066402,0.5008375209,0.5689793584
1087,AUD_USD,2025-02-10 04:00:00,2025-02-10 08:00:00,0.62721,0.6220856583,2025-02-28 00:00:00,0.6220356583,stoploss,-1.009757351,83,2.669611214,-6.656464803,1,1,52,2025,3,2,0.63014,4,0.6255,11,2.493978897,6.541328062,1.81943561,0.6634998631,0.7584745763,0.1170882111
1088,NZD_CHF,2025-02-10 04:00:00,2025-02-10 08:00:00,0.515435,0.5113522288,2025-02-12 12:00:00,0.5112672288,stoploss,-1.020819193,14,0.7825567186,-10.97171462,1.7,1.7,11,2025,3,3,0.5171,4,0.51066,4,1.812494434,2.405229101,1.350178511,0.5241537958,0.7716049383,0.1910467106
1089,EUR_GBP,2025-02-10 08:00:00,2025-02-10 12:00:00,0.83223,0.8287771499,2025-02-18 16:00:00,0.8287371499,stoploss,-1.011584633,38,6.855206351,-2.345888105,0.8,0.8,16,2025,3,2,0.83778,11,0.83038,17,2.762934879,0.938355242,3.456148005,0.1969387545,0.6494845361,0.0695077957
1090,USD_CAD,2025-02-11 00:00:00,2025-02-11 04:00:00,1.433585,1.42518872,2025-02-13 16:00:00,1.42512372,stoploss,-1.007741524,16,2.471928168,-3.759403162,1.3,1.3,2,2025,2,2,1.4378,6,1.42731,7,0.2644028202,0.3310990271,1.416041644,0.6002658621,0.8312101911,0.2929869089
1091,USD_CHF,2025-02-12 12:00:00,2025-02-12 16:00:00,0.914475,0.9097175571,2025-02-13 08:00:00,0.9096725571,stoploss,-1.009458863,5,0.1271691569,-16.51202169,0.9,0.9,0,2025,2,3,0.91409,4,0.90928,9,0.7693208501,4.115656351,1.712038641,1.643740177,0.8149920255,0.4960648104
1092,EUR_CAD,2025-02-14 16:00:00,2025-02-14 20:00:00,1.48837,1.480425307,2025-02-19 12:00:00,1.480335307,stoploss,-1.011328317,17,13.20126522,-1.048498658,1.8,1.8,4,2025,2,4,1.48989,7,1.47916,5,2.081892894,1.238562641,1.081391943,0.6847338176,0.7684210526,0.1913226843
1093,NZD_JPY,2025-02-14 16:00:00,2025-02-14 20:00:00,87.36,86.47134059,2025-02-18 12:00:00,86.46534059,stoploss,-1.006751743,11,0.05401394474,-8.499319263,1.2,1.2,0,2025,2,4,87.398,12,86.254,7,2.630929225,2.365360663,0.8635996849,0.7719492936,0.9189873418,0.1732947394
1094,GBP_CAD,2025-02-17 08:00:00,2025-02-17 12:00:00,1.78688,1.778189664,2025-04-14 12:00:00,1.82253,time_exit,4.102258003,240,10.4667991,-0.1196731647,2.8,2.8,97,2025,3,3,1.78811,4,1.77699,11,1.475201896,2.149514151,0.9099851571,0.5937630097,0.6690140845,0.3521152732
1095,GBP_NZD,2025-02-17 16:00:00,2025-02-17 20:00:00,2.19952,2.188317485,2025-04-14 20:00:00,2.24485,time_exit,4.046412711,240,12.13923813,-0.5445205722,4.8,4.8,205,2025,2,2,2.21771,12,2.19075,4,1.055120191,1.335414387,3.923849519,0.6391421799,0.8155515371,0.2267347956
1096,GBP_AUD,2025-02-17 20:00:00,2025-02-18 00:00:00,1.98485,1.975127015,2025-02-20 16:00:00,1.974927015,stoploss,-1.020569814,17,18.48506323,-1.077858247,4,4,1,2025,2,2,1.99448,14,1.97561,4,1.731978327,2.421067092,2.363602339,0.5780117696,0.6098418278,0.4196242028
1097,NZD_CHF,2025-02-20 04:00:00,2025-02-20 08:00:00,0.516385,0.512788994,2025-02-25 08:00:00,0.512703994,stoploss,-1.023637335,19,0.6243037374,-14.66766175,1.7,1.7,2,2025,2,2,0.51843,5,0.51306,7,0.711900921,2.285869364,2.046532035,0.8231354399,0.887804878,0.0611789854
1098,AUD_CHF,2025-02-20 08:00:00,2025-02-20 12:00:00,0.57524,0.5714924104,2025-02-21 20:00:00,0.5714224104,stoploss,-1.018678673,9,0.2801800924,-20.14628284,1.4,1.4,1,2025,4,3,0.57576,6,0.57085,14,1.456936481,1.910561392,0.7900133501,0.4803087299,0.735483871,0.2027970193
1099,GBP_CHF,2025-02-21 00:00:00,2025-02-21 04:00:00,1.138135,1.133035215,2025-02-21 20:00:00,1.132940215,stoploss,-1.018628236,5,2.367746896,-15.10553889,1.9,1.9,1,2025,3,2,1.14228,10,1.13548,6,1.811841103,2.666779113,1.889761668,0.6863034482,0.8829113924,0.1490258916
1100,USD_JPY,2025-02-21 00:00:00,2025-02-21 04:00:00,150.347,149.232892,2025-02-21 16:00:00,149.229892,stoploss,-1.002692737,4,0.8607782758,-7.841250278,0.6,0.6,0,2025,2,2,152.315,11,151.525,14,0.1705400129,0.525981303,5.328129973,1.547426223,0.9145728643,0.9209160698
1101,USD_CAD,2025-02-21 08:00:00,2025-02-21 12:00:00,1.419785,1.414600105,2025-04-03 08:00:00,1.414535105,stoploss,-1.012536415,174,6.664551275,-7.304872798,1.3,1.3,43,2025,2,3,1.42457,9,1.41753,12,1.257498895,0.9566249262,2.557620234,0.7058966189,0.8951965066,0.4050226502
1102,EUR_USD,2025-02-25 04:00:00,2025-02-25 08:00:00,1.047745,1.042529844,2025-02-27 12:00:00,1.042494844,stoploss,-1.006711208,14,21.01471075,-2.257842228,0.7,0.7,8,2025,3,2,1.05287,6,1.04492,9,2.57326902,1.859963449,2.340038125,0.4486922136,0.9029850746,0.2761182853
1103,EUR_AUD,2025-02-25 08:00:00,2025-02-25 12:00:00,1.654,1.645344171,2025-04-22 12:00:00,1.7943,time_exit,16.2087314,240,23.31261518,-0.1374796177,2.4,2.4,183,2025,2,3,1.65198,7,1.64289,4,1.226918942,1.661308322,0.7906733807,1.203813123,0.9743150685,0.8156353792
1104,EUR_GBP,2025-02-28 04:00:00,2025-02-28 08:00:00,0.82545,0.8229786427,2025-04-25 08:00:00,0.85303,time_exit,11.15985929,240,19.56010145,-0.5179340061,0.8,0.8,180,2025,3,3,0.83054,10,0.82851,15,1.084424325,1.634729207,4.817937172,0.7040665396,0.8018018018,0.1456689392
1105,EUR_JPY,2025-03-04 16:00:00,2025-03-04 20:00:00,156.806,155.0131915,2025-04-29 20:00:00,161.954,time_exit,2.871472405,240,4.117562023,-0.03290926027,1,1,57,2025,3,2,158.465,7,155.923,4,1.493745746,1.266169844,2.633460909,0.678265432,0.9070464768,0.13833045
1106,AUD_NZD,2025-03-04 20:00:00,2025-03-05 00:00:00,1.105435,1.10211124,2025-03-07 00:00:00,1.10200624,stoploss,-1.031590725,13,0.7747249178,-12.15942041,2.1,2.1,0,2025,2,3,1.11064,7,1.10805,11,1.05302416,1.732976904,3.061168006,0.8243674854,0.7546296296,0.6197799343
1107,USD_JPY,2025-03-04 20:00:00,2025-03-05 00:00:00,149.7,148.1732516,2025-03-06 08:00:00,148.1702516,stoploss,-1.00196496,9,0.9909949617,-6.430004983,0.6,0.6,0,2025,3,2,151.306,8,149.098,16,1.854922493,0.4584907291,3.501121384,1.414771393,0.9541595925,1.185526028
1108,EUR_CAD,2025-03-06 12:00:00,2025-03-06 16:00:00,1.5549,1.542840132,2025-03-06 16:00:00,1.542750132,stoploss,-1.007462768,1,3.414631175,-1.867350511,1.8,1.8,0,2025,3,2,1.55389,5,1.51535,12,7.857466007,2.970181853,0.8392245065,0.9535759717,0.7885416667,0.567170404
1109,CHF_JPY,2025-03-06 16:00:00,2025-03-06 20:00:00,167.233,165.7511696,2025-05-01 20:00:00,174.959,time_exit,5.213822208,240,6.243629701,-0.4123279018,2.2,2.2,156,2025,2,3,168.718,7,166.819,6,0.9731208418,1.291645833,2.977019703,0.8233061213,0.6109215017,0.2267466039
1110,GBP_AUD,2025-03-07 08:00:00,2025-03-07 12:00:00,2.04935,2.036927438,2025-03-17 16:00:00,2.036727438,stoploss,-1.016099739,38,9.275864341,-1.35881793,4,4,18,2025,3,2,2.05143,15,2.02843,4,3.310106237,0.982084049,1.086968129,0.7260982067,0.8824531516,0.6407695926
1111,GBP_USD,2025-03-07 08:00:00,2025-03-07 12:00:00,1.293875,1.286348933,2025-03-10 20:00:00,1.286303933,stoploss,-1.005979219,9,6.715991605,-3.06601061,0.9,0.9,7,2025,2,2,1.2924,6,1.2866,5,8.022783127,8.155654659,1.101349599,1.416410535,0.8973966309,1.203816084
1112,NZD_CAD,2025-03-07 12:00:00,2025-03-07 16:00:00,0.820175,0.8148248947,2025-03-31 16:00:00,0.8147098947,stoploss,-1.021494904,97,2.587799557,-6.974629141,2.3,2.3,50,2025,5,2,0.82513,6,0.81076,19,5.569983878,1.409318068,2.378557677,0.4261598403,0.6837606838,0.3364419792
1113,AUD_USD,2025-03-10 12:00:00,2025-03-10 16:00:00,0.63262,0.6276039703,2025-03-10 20:00:00,0.6275539703,stoploss,-1.009968043,2,3.345275235,-8.249552398,1,1,0,2025,2,2,0.63642,11,0.62819,5,4.377964492,3.803805214,2.03307702,0.5263126711,0.7185929648,0.06778269249
1114,EUR_USD,2025-03-11 00:00:00,2025-03-11 04:00:00,1.085165,1.076898825,2025-03-26 16:00:00,1.076863825,stoploss,-1.004234123,70,8.731366097,-1.435367631,0.7,0.7,31,2025,2,2,1.0889,9,1.08053,4,0.8444050621,0.9629605006,1.34483021,0.4548657641,0.8947368421,0.1282334335
1115,EUR_CAD,2025-03-12 08:00:00,2025-03-12 12:00:00,1.57648,1.563856906,2025-03-12 20:00:00,1.563766906,stoploss,-1.007129789,3,1.552709707,-3.493596841,1.8,1.8,0,2025,4,2,1.58574,4,1.55254,12,5.046306548,2.016938221,1.691312942,0.2487504327,0.6137931034,0.1917121169
1116,USD_CHF,2025-03-14 12:00:00,2025-03-14 16:00:00,0.885325,0.8801929645,2025-03-17 16:00:00,0.8801479645,stoploss,-1.008768451,7,0.2153141778,-15.86212728,0.9,0.9,0,2025,3,3,0.8855,5,0.87968,6,1.30162779,1.515967695,0.7331798734,0.6508138948,0.7567567568,0.2611049758
1117,CAD_CHF,2025-03-17 16:00:00,2025-03-17 20:00:00,0.616075,0.611675414,2025-03-19 00:00:00,0.611600414,stoploss,-1.017047058,8,1.14669879,-7.845056242,1.5,1.5,4,2025,4,2,0.61648,5,0.60919,10,1.331943491,1.70015995,0.5754010296,0.3545788132,0.5751072961,0.01818352888
1118,GBP_JPY,2025-03-19 16:00:00,2025-03-19 20:00:00,194.532,193.0638663,2025-03-20 00:00:00,193.0538663,stoploss,-1.006811369,2,1.277131667,-6.919669656,2,2,0,2025,2,3,194.898,8,193.791,6,2.926164075,4.16447094,0.9171634118,0.4168557761,0.6912751678,0.01362273778
1119,NZD_USD,2025-03-19 20:00:00,2025-03-20 00:00:00,0.581365,0.5772973412,2025-03-20 08:00:00,0.5772423412,stoploss,-1.013521291,3,5.308950702,-8.084503072,1.1,1.1,0,2025,2,2,0.58312,9,0.57976,7,4.380898426,5.669108737,2.554555119,1.514384641,0.972972973,1.268542979
1120,USD_JPY,2025-03-20 08:00:00,2025-03-20 12:00:00,148.55,147.4428787,2025-04-03 04:00:00,147.4398787,stoploss,-1.00270973,59,2.40533711,-7.828410339,0.6,0.6,33,2025,3,3,150.149,4,149.093,9,2.028684622,3.038510717,3.153050763,0.276392473,0.7276264591,0.1716162414
1121,GBP_AUD,2025-03-21 12:00:00,2025-03-21 16:00:00,2.05838,2.048127734,2025-03-25 16:00:00,2.047927734,stoploss,-1.019507883,13,10.35868575,-1.893240023,4,4,0,2025,2,3,2.06497,6,2.04262,9,3.751365858,1.980050102,1.609315281,0.3452895251,0.809352518,0.1287520263
1122,AUD_NZD,2025-03-26 20:00:00,2025-03-27 00:00:00,1.098605,1.095458066,2025-04-02 20:00:00,1.095353066,stoploss,-1.033365812,30,1.428374544,-10.67229345,2.1,2.1,20,2025,2,4,1.1003,7,1.09723,5,2.612066462,4.544105889,1.394975461,0.7499363565,0.9029850746,0.4194559282
1123,CAD_JPY,2025-03-27 08:00:00,2025-03-27 12:00:00,105.471,104.6712788,2025-03-28 20:00:00,104.6652788,stoploss,-1.007502615,9,0.9840930176,-5.274338435,1.2,1.2,0,2025,3,3,105.865,4,104.527,10,3.411189011,3.461206446,1.391529759,0.4151447037,0.9933554817,0.3001046051
1124,NZD_JPY,2025-03-27 08:00:00,2025-03-27 12:00:00,86.571,85.83975852,2025-03-28 16:00:00,85.83375852,stoploss,-1.008205224,8,1.576770511,-9.250022324,1.2,1.2,2,2025,3,3,86.652,4,85.769,9,1.405828348,2.018485061,1.154516838,0.899839546,0.9934354486,0.7986417855
1125,AUD_JPY,2025-03-28 12:00:00,2025-03-28 16:00:00,94.942,94.20982261,2025-03-28 20:00:00,94.20582261,stoploss,-1.005463157,2,0.9642471961,-12.1609873,0.8,0.8,0,2025,3,3,95.396,6,94.411,9,1.308426082,3.480030957,1.615510634,0.3906157196,0.7785467128,0.2431104829
1126,EUR_CAD,2025-04-02 12:00:00,2025-04-02 16:00:00,1.54942,1.541424698,2025-04-03 00:00:00,1.541334698,stoploss,-1.011256611,3,5.835927324,-1.475866747,1.8,1.8,1,2025,2,2,1.55863,8,1.54114,18,2.809149758,2.191286899,3.685168607,1.265743346,0.9830508475,1.048115537
1127,EUR_CHF,2025-04-02 16:00:00,2025-04-02 20:00:00,0.95881,0.9543499826,2025-04-03 00:00:00,0.9542999826,stoploss,-1.011210719,2,0.9865432417,-8.414765423,1,1,0,2025,3,3,0.95726,11,0.95116,7,1.381160538,1.089681853,0.9918079406,1.591922049,0.9540229885,1.4304877
1128,AUD_USD,2025-04-07 04:00:00,2025-04-07 08:00:00,0.60153,0.5900551184,2025-06-02 08:00:00,0.64549,time_exit,3.830976333,240,4.550809465,-0.8967412753,1,1,209,2025,2,2,0.63891,9,0.6226,13,0.8331240614,0.1289773652,6.646817703,0.2457541688,0.6605504587,0.07494630678
1129,EUR_NZD,2025-04-07 16:00:00,2025-04-07 20:00:00,1.98407,1.948835369,2025-04-08 16:00:00,1.948645369,stoploss,-1.005392422,6,0.4796417454,-2.934328997,3.8,3.8,0,2025,3,2,1.98399,4,1.89562,12,4.140244841,0.8928715568,1.801756509,1.591615922,0.9914013479,0.3666846953
1130,GBP_AUD,2025-04-08 16:00:00,2025-04-08 20:00:00,2.13493,2.095499791,2025-04-09 20:00:00,2.095299791,stoploss,-1.005072253,7,0.6380894461,-2.204654831,4,4,1,2025,2,3,2.16458,10,2.09354,6,4.048165238,2.322077492,3.012852707,1.323858072,0.9872018615,1.004306123
1131,AUD_NZD,2025-04-11 16:00:00,2025-04-11 20:00:00,1.078295,1.067566136,2025-04-18 00:00:00,1.067461136,stoploss,-1.009786684,26,1.2867159,-1.237316448,2.1,2.1,1,2025,2,2,1.09062,11,1.07336,16,0.6971847106,0.5611032029,2.815097671,0.5089075561,0.9571984436,0.3709619182
1132,AUD_CHF,2025-04-15 00:00:00,2025-04-15 04:00:00,0.51758,0.5055768266,2025-06-10 04:00:00,0.53531,time_exit,1.477109373,240,2.306056822,-0.1407960993,1.4,1.4,123,2025,2,2,0.53104,16,0.50423,10,1.607908116,0.7481354862,2.553850497,0.5198625205,0.9260089686,0.2216080616
1133,NZD_CHF,2025-04-15 00:00:00,2025-04-15 04:00:00,0.481255,0.4716537173,2025-06-10 04:00:00,0.497165,time_exit,1.65707026,240,1.944011088,-0.1255040643,1.7,1.7,123,2025,2,3,0.48823,16,0.46991,8,1.328989096,1.306075491,1.953741204,0.7790625735,1,0.3895312868
1134,NZD_USD,2025-04-16 16:00:00,2025-04-16 20:00:00,0.592675,0.5852161482,2025-05-12 20:00:00,0.5851611482,stoploss,-1.007373789,109,2.054605785,-1.082606311,1.1,1.1,21,2025,2,2,0.59441,6,0.58859,4,1.40236062,1.49084609,1.059941439,0.6006286405,0.8481848185,0.0723972022
1135,GBP_JPY,2025-04-17 08:00:00,2025-04-17 12:00:00,188.86,187.0239549,2025-06-12 12:00:00,195.045,time_exit,3.368653608,240,4.12789421,-0.7684996346,2.4,2,226,2025,3,2,189.65,6,186.559,19,0.485826842,0.6100067972,1.37400967,0.4847375442,0.5237191651,0.213502379
1136,GBP_CHF,2025-04-17 16:00:00,2025-04-17 20:00:00,1.088655,1.076271469,2025-06-12 20:00:00,1.103735,time_exit,1.217746387,240,2.579635832,-0.8450740017,1.9,1.9,166,2025,3,2,1.08979,11,1.07356,4,2.472638885,2.012350131,1.035780235,0.8026789849,0.7401315789,0.704161041
1137,GBP_CAD,2025-04-18 00:00:00,2025-04-18 04:00:00,1.83871,1.826776745,2025-06-13 04:00:00,1.84887,time_exit,0.8514022606,240,2.575994635,-0.9410676562,2.8,2.8,139,2025,3,2,1.84983,10,1.83154,6,4.258687292,3.558124014,2.519732941,0.6134118649,0.9401574803,0.2782141245
1138,EUR_USD,2025-04-22 04:00:00,2025-04-22 08:00:00,1.153085,1.143198017,2025-04-22 20:00:00,1.143163017,stoploss,-1.003540008,4,1.025085232,-4.708716621,0.7,0.7,0,2025,3,2,1.15734,4,1.13352,16,3.930420533,1.444323345,1.685743945,0.8030761459,0.8185117967,0.09912022959
1139,NZD_CAD,2025-04-23 12:00:00,2025-04-23 16:00:00,0.829545,0.8230159851,2025-04-29 16:00:00,0.8229009851,stoploss,-1.017613683,25,0.3637608499,-2.184862536,2.3,2.3,7,2025,2,4,0.83172,7,0.82792,9,1.252868948,2.674216606,1.543560165,0.8423935471,0.9161676647,0.257312938
1140,GBP_AUD,2025-04-23 16:00:00,2025-04-23 20:00:00,2.08191,2.064383766,2025-05-02 12:00:00,2.064183766,stoploss,-1.011411464,41,1.22844414,-1.934813785,4,4,23,2025,3,3,2.09652,6,2.08194,9,0.9266109076,1.226732421,2.895903162,0.9950796938,0.7859649123,0.3103918311
1141,CAD_CHF,2025-04-28 08:00:00,2025-04-28 12:00:00,0.598315,0.5928670279,2025-04-28 16:00:00,0.5927920279,stoploss,-1.01376659,2,1.425300986,-1.309661627,1.5,1.5,1,2025,3,2,0.60042,6,0.59478,8,0.8443508739,4.85318198,1.44666674,0.6204143378,0.6838487973,0.315713805
1142,USD_CHF,2025-04-28 08:00:00,2025-04-28 12:00:00,0.830685,0.8227060861,2025-04-28 16:00:00,0.8226610861,stoploss,-1.005639865,2,2.126229227,-3.15017811,0.9,0.9,0,2025,3,2,0.83347,6,0.82392,11,1.183118415,5.013213622,1.646725571,0.8998718451,0.7582205029,0.3434051331
1143,CAD_JPY,2025-04-29 08:00:00,2025-04-29 12:00:00,103.111,102.2790632,2025-06-24 12:00:00,105.776,time_exit,3.203368468,240,5.09053113,-0.7392388772,1.2,1.2,234,2025,3,2,103.954,10,102.557,16,1.396740773,3.134853645,2.753683023,0.6851482277,0.9595744681,0.2115545405
1144,AUD_NZD,2025-04-30 00:00:00,2025-04-30 04:00:00,1.076555,1.071799994,2025-06-25 04:00:00,1.079395,time_exit,0.5972652717,240,3.269186144,-0.8233427953,2.1,2.1,66,2025,2,4,1.07837,5,1.07403,6,2.447946395,3.78969021,1.02602708,0.5173494959,0.9145299145,0.1430071777
1145,AUD_JPY,2025-04-30 04:00:00,2025-04-30 08:00:00,91.404,90.54876025,2025-06-25 08:00:00,94.192,time_exit,3.259904599,240,4.96235119,-0.84888477,0.8,0.8,57,2025,2,2,92.218,18,91.193,8,1.433516154,1.501333395,3.112254516,1.136523411,0.9705882353,1.113138156
1146,EUR_NZD,2025-05-01 08:00:00,2025-05-01 12:00:00,1.90976,1.894477899,2025-05-05 08:00:00,1.894287899,stoploss,-1.012432845,12,2.5559312,-1.902879654,3.8,3.8,5,2025,3,4,1.92641,5,1.90679,12,1.605800093,2.071704603,3.21515656,0.9383526217,0.8614900315,0.4515085836
1147,GBP_NZD,2025-05-01 08:00:00,2025-05-01 12:00:00,2.2478,2.232016024,2025-05-02 12:00:00,2.231776024,stoploss,-1.015205295,7,1.874686132,-1.897494074,4.8,4.8,1,2025,3,3,2.26188,5,2.24447,12,3.119619639,3.232392242,3.247759449,1.303854025,0.9132231405,0.6234170847
1148,GBP_USD,2025-05-01 08:00:00,2025-05-01 12:00:00,1.332495,1.325271969,2025-05-08 12:00:00,1.325226969,stoploss,-1.006230071,31,6.093702034,-2.568866097,0.9,0.9,18,2025,2,3,1.34442,14,1.33801,11,2.622167818,2.937824768,4.368136948,0.8417518657,0.8488964346,0.1356771099
1149,EUR_JPY,2025-05-06 04:00:00,2025-05-06 08:00:00,162.752,161.8423343,2025-05-06 12:00:00,161.8373343,stoploss,-1.005496524,2,7.813859125,-1.845732903,1,1,0,2025,3,2,164.638,13,161.698,21,4.60388886,0.05056802473,4.534938348,0.4968858082,0.8494983278,0.1187249276
1150,CAD_CHF,2025-05-06 08:00:00,2025-05-06 12:00:00,0.596445,0.5913057323,2025-06-13 04:00:00,0.5912307323,stoploss,-1.014593519,167,1.874780703,-3.376940228,1.5,1.5,24,2025,2,3,0.60287,16,0.59421,11,2.276588918,0.4864506235,2.771914257,0.311328399,0.6534653465,0.05059086484
