feature,importance,importance_std,fold,classifier,cluster_id
distance_to_round_number,-7.878668505023612e-05,9.132970746005911e-05,4,lgbm,0
hour_of_day,9.848335631277295e-05,0.0003067246701279761,4,lgbm,0
kijun_26_distance,0.0007583218436084005,0.00021486531641986057,4,lgbm,0
prior_session_high_distance,0.0006302934804018224,0.00016001651378051493,4,lgbm,0
prior_session_low_distance,0.0004825684459326407,0.00024797475501308133,4,lgbm,0
range_close_ratio,-0.0001477250344691816,9.848335631279515e-05,4,lgbm,0
session_dead,0.0,0.0,4,lgbm,0
session_ldn_ny_overlap,0.0,0.0,4,lgbm,0
session_london,0.0,0.0,4,lgbm,0
session_ny,2.9545006893805238e-05,2.412339711227807e-05,4,lgbm,0
session_tokyo,0.0,0.0,4,lgbm,0
spread_percentile_100,1.969667126255903e-05,9.132970746005911e-05,4,lgbm,0
spread_vs_trailing_100,0.0001477250344691372,8.808619174709719e-05,4,lgbm,0
swing_high_distance_14,-1.9696671262581235e-05,0.00011054729328660416,4,lgbm,0
swing_low_distance_14,-4.4408920985006264e-17,7.628487977561333e-05,4,lgbm,0
w1_close_slope_sign,0.0014772503446917496,0.00029708692395113035,4,lgbm,0
atr_14,0.002018908804412067,0.0003368649079473608,5,lgbm,0
atr_percentile_100,0.00037423675398857715,0.0001959794045906589,5,lgbm,0
atr_vs_trailing_100,0.0006204451447705095,5.909001378766228e-05,5,lgbm,0
d1_atr_percentile_100,-0.00030529840456963166,0.00018789426854774052,5,lgbm,0
d1_close_slope_magnitude,0.002245420523931463,0.00040197619917191856,5,lgbm,0
d1_close_slope_sign,-9.848335631277295e-05,0.0001493574048464074,5,lgbm,0
day_of_week,8.863502068152673e-05,0.00025185565988862854,5,lgbm,0
distance_to_round_number,1.9696671262581235e-05,6.679466203588505e-05,5,lgbm,0
hour_of_day,1.969667126255903e-05,0.0001665504680449789,5,lgbm,0
kijun_26_distance,0.0013098286389600533,0.0004910360788779946,5,lgbm,0
prior_session_high_distance,0.0010931652550718817,0.00022327721191166478,5,lgbm,0
prior_session_low_distance,0.0005416584597203178,0.00012457268702649796,5,lgbm,0
range_close_ratio,0.0003446917470947719,4.4043095873548594e-05,5,lgbm,0
session_dead,0.0,0.0,5,lgbm,0
session_ldn_ny_overlap,0.0,0.0,5,lgbm,0
session_london,1.9696671262581235e-05,2.4123397112332458e-05,5,lgbm,0
session_ny,0.0,0.0,5,lgbm,0
session_tokyo,0.0,0.0,5,lgbm,0
spread_percentile_100,9.848335631290617e-06,7.878668505022778e-05,5,lgbm,0
spread_vs_trailing_100,2.2204460492503132e-17,8.808619174707236e-05,5,lgbm,0
swing_high_distance_14,0.000837108528658681,0.00018943651823588088,5,lgbm,0
swing_low_distance_14,-6.893834941892329e-05,6.67946620359178e-05,5,lgbm,0
w1_close_slope_sign,0.0006893834941894772,0.0002549178472630244,5,lgbm,0
atr_14,-0.0002560567264132674,0.00010043371112061073,1,lr,0
atr_percentile_100,-0.00022651171951946215,0.000160621493306104,1,lr,0
atr_vs_trailing_100,0.0006007484735079504,0.00018789426854775568,1,lr,0
d1_atr_percentile_100,-0.0001969667126256125,8.239708750584128e-05,1,lr,0
d1_close_slope_magnitude,-0.00022651171951943995,9.649358844920068e-05,1,lr,0
d1_close_slope_sign,1.9696671262536823e-05,2.412339711227807e-05,1,lr,0
day_of_week,0.001103013590703128,0.00011485034262056545,1,lr,0
distance_to_round_number,-8.863502068154894e-05,5.7425171310297e-05,1,lr,0
hour_of_day,-0.00015757337010049443,0.00011400272703162736,1,lr,0
kijun_26_distance,-0.00021666338388817152,9.13297074600663e-05,1,lr,0
prior_session_high_distance,-0.00021666338388817152,0.00011054729328662393,1,lr,0
prior_session_low_distance,-0.00027575339767584863,6.679466203593089e-05,1,lr,0
range_close_ratio,0.0003643884183572643,0.0002215328319716853,1,lr,0
session_dead,0.0,0.0,1,lr,0
session_ldn_ny_overlap,3.939334252505145e-05,7.87866850502278e-05,1,lr,0
