pair,signal_ts,signal_date,lookup_date,d1_date_used,days_lag,leak_flag,no_d1_available,is_monday,is_early_hours_utc
USD_CHF,2021-07-20 00:00:00,2021-07-20,2021-07-19,2021-07-19,1,0,0,0,1
USD_CHF,2021-11-04 04:00:00,2021-11-04,2021-11-03,2021-11-03,1,0,0,0,0
USD_CHF,2021-01-08 00:00:00,2021-01-08,2021-01-07,2021-01-07,1,0,0,0,1
USD_CHF,2021-10-28 00:00:00,2021-10-28,2021-10-27,2021-10-27,1,0,0,0,1
USD_CHF,2021-08-04 08:00:00,2021-08-04,2021-08-03,2021-08-03,1,0,0,0,0
USD_CHF,2024-03-11 16:00:00,2024-03-11,2024-03-10,2024-03-08,3,0,0,1,0
USD_CHF,2025-07-17 00:00:00,2025-07-17,2025-07-16,2025-07-16,1,0,0,0,1
USD_JPY,2021-01-07 04:00:00,2021-01-07,2021-01-06,2021-01-06,1,0,0,0,0
USD_JPY,2020-10-26 00:00:00,2020-10-26,2020-10-25,2020-10-23,3,0,0,1,1
USD_JPY,2021-09-29 00:00:00,2021-09-29,2021-09-28,2021-09-28,1,0,0,0,1
USD_JPY,2020-10-16 12:00:00,2020-10-16,2020-10-15,2020-10-15,1,0,0,0,0
USD_JPY,2023-11-06 00:00:00,2023-11-06,2023-11-05,2023-11-03,3,0,0,1,1
USD_JPY,2025-09-19 12:00:00,2025-09-19,2025-09-18,2025-09-18,1,0,0,0,0
USD_JPY,2023-09-29 16:00:00,2023-09-29,2023-09-28,2023-09-28,1,0,0,0,0
USD_JPY,2024-07-26 08:00:00,2024-07-26,2024-07-25,2024-07-25,1,0,0,0,0
USD_JPY,2022-08-15 08:00:00,2022-08-15,2022-08-14,2022-08-12,3,0,0,1,0
USD_JPY,2025-04-09 20:00:00,2025-04-09,2025-04-08,2025-04-08,1,0,0,0,0
USD_JPY,2022-07-25 12:00:00,2022-07-25,2022-07-24,2022-07-22,3,0,0,1,0
USD_JPY,2021-07-21 00:00:00,2021-07-21,2021-07-20,2021-07-20,1,0,0,0,1
USD_JPY,2022-03-07 00:00:00,2022-03-07,2022-03-06,2022-03-04,3,0,0,1,1
USD_JPY,2021-03-16 00:00:00,2021-03-16,2021-03-15,2021-03-15,1,0,0,0,1
USD_JPY,2023-11-30 08:00:00,2023-11-30,2023-11-29,2023-11-29,1,0,0,0,0
USD_JPY,2025-06-27 00:00:00,2025-06-27,2025-06-26,2025-06-26,1,0,0,0,1
USD_JPY,2024-07-18 16:00:00,2024-07-18,2024-07-17,2024-07-17,1,0,0,0,0
USD_JPY,2025-10-06 20:00:00,2025-10-06,2025-10-05,2025-10-03,3,0,0,1,0
USD_JPY,2022-10-28 00:00:00,2022-10-28,2022-10-27,2022-10-27,1,0,0,0,1
USD_JPY,2021-09-17 00:00:00,2021-09-17,2021-09-16,2021-09-16,1,0,0,0,1
