trade_id,pair,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative
380,GBP_CAD,0,0,0,0
381,AUD_NZD,0.5254237288,23,0.740010741,0.6265560166
382,USD_CHF,0,0,0,0
383,NZD_CHF,0.4230769231,8,0.3851333283,0.4473684211
384,EUR_NZD,0,0,0,0
385,GBP_CAD,0.4545454545,11,0.1852943263,0.625
386,EUR_AUD,0.5230125523,31,1.517531879,0.6597510373
387,USD_CAD,0.475,48,0.8238897595,0.6721991701
388,GBP_USD,0,0,0,0
389,NZD_USD,0.75,4,0.8228443037,0.8461538462
390,EUR_NZD,0.5208333333,32,0.8684451237,0.5228215768
391,GBP_NZD,0.5083333333,15,1.113228213,0.6058091286
392,GBP_USD,0.4,5,0,0.119047619
393,AUD_CAD,0,0,0,0
394,AUD_CAD,0,0,0,0
395,CAD_JPY,0,0,0,0
396,AUD_CHF,0.5217391304,11,0.9639179796,0.4128440367
397,AUD_USD,0.4,2,0,0.2857142857
398,NZD_CHF,0.4,3,0.1619708777,0.2777777778
399,NZD_USD,0.3333333333,2,0,0.3333333333
400,CAD_CHF,0.55,29,0.461772255,0.3856502242
401,USD_JPY,0.5754716981,27,0.869657535,0.9958506224
402,CHF_JPY,0.4,6,0.5574304976,0.1923076923
403,EUR_JPY,0.435483871,7,0.6697550801,0.7352941176
404,GBP_JPY,0.5,7,0.1908528747,0.1212121212
405,GBP_USD,0,2,0,0.25
406,NZD_JPY,0.4848484848,4,0.2564784036,0.1346153846
407,EUR_USD,0,0,0,0
408,GBP_CAD,0,0,0,0
409,NZD_CAD,0,0,0,0
410,AUD_USD,0.4705882353,6,0.9650876807,0.6842105263
411,NZD_CHF,0.5714285714,6,0.9709232156,0.5909090909
412,GBP_AUD,0.2,3,0.152255177,0.1904761905
413,GBP_USD,0,0,0,0
414,CAD_JPY,0,1,0,0
415,CHF_JPY,0,2,0.14938801,0.5454545455
416,AUD_JPY,0,0,0,0
417,GBP_CAD,0,0,0,0
418,AUD_CAD,0.4709302326,20,0.5967758471,0.4504950495
419,EUR_GBP,0,0,0,0
420,EUR_CHF,0.5272727273,13,0.3128018444,0.7478991597
421,USD_CHF,0.4,4,0.1190232021,0.5
422,GBP_CHF,0.5185185185,19,0.4564731174,0.71
423,EUR_CAD,0.3333333333,1,0,0.5
424,GBP_CAD,0,1,0,0.5
425,NZD_CAD,0.5714285714,2,1.121766275,0.619047619
426,USD_CAD,1,3,0,0.5
427,AUD_USD,0.5263157895,3,0,0.09375
428,NZD_CHF,0.4545454545,7,0.6345104821,0.4375
429,EUR_AUD,0.4897959184,23,0.6835245669,0.5754716981
430,GBP_CAD,0.5,4,1.021562992,0.6
431,GBP_USD,0.2857142857,1,0,0.05263157895
432,AUD_USD,0,1,0,0.1666666667
433,CAD_JPY,0,2,0,0.3333333333
434,AUD_CHF,0,0,0,0
435,AUD_NZD,0,1,0,0.2
436,GBP_CAD,1,3,0,0.5
437,NZD_USD,0.4571428571,6,0.3420639711,0.1428571429
438,EUR_USD,0.5,4,1.189342628,0.5679012346
439,GBP_JPY,0.4942528736,10,0.700493708,0.1020408163
440,AUD_JPY,0.5,5,0.7956128229,0.2769230769
441,AUD_NZD,0.5070422535,27,0.609387055,0.6929460581
442,GBP_CAD,0.4545454545,4,0.2923091128,0.5
443,GBP_CHF,0,0,0,0
444,AUD_CHF,0.3333333333,3,0.5605584139,0.2
445,USD_CHF,0,1,0,0.2352941176
446,EUR_CAD,1,2,0.3266283176,0.5
447,NZD_CAD,0.25,3,0.5830773023,0.6923076923
448,AUD_USD,0.4,2,0.2749277765,0.6
449,EUR_GBP,0.6363636364,4,0,0.25
450,EUR_NZD,0.4,4,0,0.1904761905
451,NZD_JPY,0,1,0,0
452,CAD_JPY,0.8333333333,6,0.1713786159,0.7142857143
453,CHF_JPY,0,0,0,0
454,EUR_JPY,0,0,0,0
455,USD_JPY,0.51,11,0.4644584329,0.4568965517
456,GBP_USD,0.625,3,0.2986868718,0.3333333333
457,EUR_CAD,0,0,0,0
458,NZD_USD,0.5023923445,25,0.8859415019,0.6103896104
459,EUR_CHF,0.4193548387,4,0.838278331,0.6885245902
460,EUR_NZD,0.5263157895,3,1.514464486,0.8636363636
461,EUR_GBP,0.5,8,0.5912025432,0.5714285714
462,NZD_CAD,0.5021834061,22,0.9283639165,0.5477178423
463,GBP_AUD,0,0,0,0
464,CAD_CHF,0.4782608696,3,0.5913194454,0.2972972973
465,USD_CHF,0.5,1,0,0.1428571429
466,USD_CAD,0.5,2,0,0.09090909091
467,NZD_CHF,0.4634146341,6,2.054887426,0.6831683168
468,USD_CHF,0.5,4,1.743061993,0.387755102
469,CAD_CHF,0,0,0,0
470,AUD_CAD,0.4765625,9,0.6011201325,0.375
471,EUR_NZD,0.5,5,0.4571177122,0.24
472,AUD_USD,0.4923076923,9,0.7640594109,0.247311828
473,GBP_USD,0.46875,4,0.3239970104,0.3148148148
474,AUD_CHF,0.4583333333,4,0.355642211,0.3333333333
475,EUR_CHF,0,0,0,0
476,GBP_CHF,0,0,0,0
477,EUR_NZD,0,2,0.1610190115,0.375
478,USD_CHF,0.5625,42,0.4745872495,0.8340248963
479,EUR_USD,0.6363636364,2,0,0.5
480,EUR_GBP,0.525,38,0.767531776,0.6887966805
481,GBP_CAD,0.5,0,0,0
482,EUR_CHF,0.4421052632,15,0.7969637868,0.4660194175
483,GBP_JPY,0.4951456311,13,0.7686960927,0.6818181818
484,GBP_NZD,0.5,6,0.7453017053,0.4081632653
485,GBP_USD,0.5,2,1.196840623,0.8636363636
486,EUR_JPY,0.5791666667,37,0.745754958,0.979253112
487,AUD_CHF,0.4666666667,2,0,0.1428571429
488,CAD_CHF,0.4772727273,3,1.711721471,0.7346938776
489,GBP_CHF,0.5333333333,1,0,0.1428571429
490,NZD_CHF,0.4705882353,4,1.242273887,0.5
491,GBP_AUD,0.5050505051,9,1.137132076,0.6018518519
492,EUR_CAD,0.5172413793,23,0.818358359,0.9253112033
493,EUR_NZD,0.5336134454,39,0.6771369766,0.734439834
494,GBP_CAD,0.4444444444,4,0.2744445736,0.4615384615
495,GBP_CHF,0.4285714286,3,0,0.3571428571
496,GBP_USD,0.5,11,0.8217452954,0.6666666667
497,EUR_USD,0.5,10,0.5891815863,0.3134328358
498,CAD_CHF,0,1,0,0
499,NZD_CHF,0,1,0,0.1111111111
500,USD_CAD,0.525,35,1.001415401,0.5435684647
501,NZD_JPY,0,1,0,0.1428571429
502,NZD_USD,0,1,0,0.2
503,GBP_CAD,0.3333333333,3,0,0.3333333333
504,AUD_JPY,0,0,0,0
505,CAD_JPY,0,0,0,0
506,AUD_CHF,0.6666666667,0,0,0
507,CAD_CHF,0.4,0,0,0
508,EUR_CHF,0,0,0,0
509,GBP_CHF,0,0,0,0
510,NZD_CHF,0,0,0,0
511,GBP_AUD,0.5333333333,17,0.904213129,0.3817427386
512,GBP_NZD,0.4833333333,19,0.957011274,0.3817427386
513,AUD_CAD,0.4333333333,6,0.4273857561,0.25
514,AUD_JPY,0.5777777778,6,0.5919238888,0.4339622642
