cell,spread_mult,slip_per_fill_pips,risk_level,fold,fold_id,trades,roi,dd,ratio
9,2.0,1.0,r_base,F8,8,191,0.6294042284736203,0.026095623782883662,24.11914862469974
9,2.0,1.0,r_base,F9,9,175,0.15145081629996637,0.03696235918208184,4.097433704215093
9,2.0,1.0,r_base,F10,10,196,0.41502329675900396,0.06109057723491614,6.793573011482343
9,2.0,1.0,r_base,F11,11,188,0.47556235563035854,0.028200906876040443,16.86337101571714
9,2.0,1.0,r_recommended,Holdout,0,1093,0.4194741848391266,0.07011694210592469,5.982493991329981
9,2.0,1.0,r_recommended,F1,1,201,0.2732723234878789,0.03961548642183127,6.89811859377509
9,2.0,1.0,r_recommended,F2,2,182,0.3206736518940074,0.03205786235655405,10.00296427526608
9,2.0,1.0,r_recommended,F3,3,179,0.3497684026195418,0.030323509900062908,11.534561921501579
9,2.0,1.0,r_recommended,F4,4,195,0.5929916092910379,0.08402022484998196,7.057724617493275
9,2.0,1.0,r_recommended,F5,5,192,0.3641727078908661,0.030644946155106826,11.88361389338511
9,2.0,1.0,r_recommended,F6,6,190,0.2745154873755884,0.056597580484453874,4.850304289085146
9,2.0,1.0,r_recommended,F7,7,170,0.4137896537596062,0.034946752684930985,11.840575217108285
9,2.0,1.0,r_recommended,F8,8,191,0.6498586475008039,0.026760345996588348,24.284388833524567
9,2.0,1.0,r_recommended,F9,9,175,0.15556934291629632,0.03790027763741721,4.104701933969735
9,2.0,1.0,r_recommended,F10,10,196,0.42762129184975217,0.062630753952819,6.827656779796836
9,2.0,1.0,r_recommended,F11,11,188,0.49030448050499675,0.028919424230164397,16.954157752338126
