trade_id,race_condition,mae_mfe_ratio_winners
1402,-235.0,0.21704154
1403,-55.0,
1404,57.0,
1405,-27.0,
1406,162.0,
1407,-30.0,0.6823177
1408,-30.0,
1409,-67.0,0.68856966
1410,-25.0,
1411,233.0,
1412,-234.0,0.05933034
1413,19.0,
1414,224.0,
1415,224.0,
1416,-214.0,0.17637318
1417,-208.0,0.15835299
1418,68.0,
1419,69.0,
1420,21.0,
1421,33.0,
1422,32.0,
1423,26.0,
1424,-195.0,0.25328338
1425,-163.0,0.18323241
1426,73.0,
1427,-223.0,0.27977213
1428,25.0,
1429,21.0,0.88301814
1430,-49.0,
1431,20.0,
1432,13.0,
1433,-118.0,
1434,44.0,
1435,32.0,
1436,-29.0,
1437,-138.0,
1438,-29.0,
1439,19.0,
1440,-234.0,0.08618007
1441,25.0,
1442,-240.0,0.14015797
1443,239.0,
1444,-144.0,
1445,-138.0,
1446,24.0,
1447,15.0,
1448,24.0,
1449,15.0,
1450,20.0,
1451,17.0,
1452,238.0,
1453,13.0,
1454,4.0,
1455,-26.0,
1456,-74.0,0.42182094
1457,-239.0,0.011058473
1458,-239.0,0.22083588
1459,-239.0,0.007911694
1460,225.0,
1461,52.0,
1462,-5.0,
1463,41.0,
1464,47.0,
1465,-28.0,
1466,-120.0,0.33172315
1467,218.0,
1468,151.0,
1469,-112.0,
1470,-2.0,
1471,225.0,
1472,95.0,
1473,35.0,
1474,20.0,
1475,-226.0,0.09040469
1476,29.0,
1477,-240.0,0.0105169
1478,-238.0,0.063941486
1479,9.0,
1480,218.0,
1481,217.0,
1482,223.0,
1483,-220.0,0.21751459
1484,-234.0,0.0030769217
1485,-235.0,0.0058509465
1486,17.0,
1487,167.0,
1488,146.0,
1489,-58.0,
1490,-23.0,
1491,224.0,
1492,180.0,
1493,229.0,
1494,-42.0,
1495,56.0,
1496,152.0,
1497,-18.0,
1498,-239.0,0.033959102
1499,-46.0,
1500,4.0,
1501,-51.0,
1502,-14.0,0.4592126
1503,-222.0,0.04625082
1504,217.0,
1505,7.0,
1506,-1.0,
1507,-6.0,
1508,22.0,
1509,239.0,
1510,30.0,0.98900294
1511,234.0,
1512,-118.0,0.20027003
1513,5.0,0.41120914
