trade_id,local_peaks_count,monotonicity_ratio_in_profit
1880,0,1.0
1881,0,0.0
1882,0,0.0
1883,1,
1884,10,0.48484848484848486
1885,1,0.5
1886,1,0.3333333333333333
1887,19,0.5210084033613446
1888,1,
1889,0,
189,24,0.5416666666666666
1890,0,
1891,6,0.5495495495495496
1892,2,0.5
1893,3,0.47619047619047616
1894,0,0.0
1895,16,0.5728155339805825
1896,6,0.6428571428571429
1897,0,0.4
1898,7,0.4
1899,0,
19,3,0.46808510638297873
190,1,
1900,35,0.5294117647058824
1901,6,0.5555555555555556
1902,0,1.0
1903,16,0.49504950495049505
1904,0,
1905,15,0.5263157894736842
1906,5,0.625
1907,9,0.4838709677419355
1908,5,0.46153846153846156
1909,8,0.5384615384615384
191,1,
1910,1,
1911,2,0.0
1912,0,0.0
1913,1,0.3333333333333333
1914,5,0.5416666666666666
1915,4,0.6086956521739131
1916,2,0.3333333333333333
1917,3,0.5
1918,18,0.48739495798319327
1919,3,1.0
192,3,0.3333333333333333
1920,7,0.5714285714285714
1921,7,0.5384615384615384
1922,2,0.25
1923,0,0.0
1924,0,
1925,13,0.5398230088495575
1926,9,0.5
1927,12,0.5166666666666667
1928,3,0.5333333333333333
1929,7,0.509090909090909
193,12,0.5631067961165048
1930,0,
1931,0,
1932,0,
1933,0,
1934,0,
1935,3,0.45454545454545453
1936,23,0.5378151260504201
1937,14,0.4827586206896552
1938,14,0.5166666666666667
1939,3,0.5714285714285714
194,6,0.6
1940,4,0.6666666666666666
1941,8,0.4411764705882353
1942,0,
1943,9,0.5185185185185185
1944,2,0.3125
1945,12,0.5396825396825397
1946,11,0.5681818181818182
1947,5,0.3125
1948,13,0.5
1949,2,1.0
195,12,0.5428571428571428
1950,0,
1951,0,0.0
1952,0,
1953,0,
1954,0,
1955,0,
1956,0,1.0
1957,5,0.5714285714285714
1958,7,0.5714285714285714
1959,5,0.6
196,1,1.0
1960,1,0.2
1961,5,0.4666666666666667
1962,4,0.75
1963,1,0.0
1964,0,
1965,0,
1966,22,0.5625
1967,21,0.49572649572649574
1968,31,0.5982905982905983
1969,2,0.5
197,6,0.375
1970,25,0.6
1971,23,0.5752212389380531
1972,1,1.0
1973,12,0.48717948717948717
1974,0,
1975,3,0.6363636363636364
1976,17,0.5130434782608696
1977,2,1.0
1978,3,0.45454545454545453
1979,11,0.6
198,5,0.5555555555555556
1980,15,0.5083333333333333
1981,5,0.46153846153846156
1982,15,0.5466666666666666
1983,12,0.5256410256410257
1984,11,0.53125
1985,4,0.5
1986,0,0.0
1987,0,0.0
1988,11,0.4492753623188406
1989,5,0.7142857142857143
199,3,0.42857142857142855
1990,1,0.0
1991,0,
1992,3,0.3333333333333333
1993,0,
1994,19,0.5392156862745098
1995,6,0.3333333333333333
1996,11,0.5583333333333333
1997,0,0.0
1998,0,
1999,2,0.6666666666666666
2,5,0.5
20,13,0.5641025641025641
200,2,0.5
2000,3,1.0
2001,21,0.55
2002,0,
2003,10,0.49206349206349204
2004,13,0.5333333333333333
2005,0,
2006,0,
2007,8,0.43902439024390244
2008,3,0.6
2009,1,1.0
201,3,
2010,27,0.61
2011,7,0.5
2012,6,0.5111111111111111
2013,4,0.42857142857142855
2014,5,0.43902439024390244
2015,4,0.5833333333333334
2016,0,
2017,1,0.6666666666666666
2018,1,0.0
2019,1,0.5
202,0,
2020,2,0.5
2021,24,0.55
2022,0,
2023,0,
2024,15,0.6326530612244898
2025,1,0.0
2026,2,0.7142857142857143
2027,25,0.5175438596491229
2028,7,0.5333333333333333
2029,3,1.0
203,0,
2030,1,
2031,12,0.4807692307692308
2032,19,0.5546218487394958
2033,4,0.75
2034,13,0.5238095238095238
2035,14,0.3888888888888889
2036,5,0.5217391304347826
2037,6,0.4909090909090909
2038,31,0.5614035087719298
2039,25,0.5363636363636364
204,0,
2040,4,0.5555555555555556
2041,3,0.3125
2042,0,1.0
2043,2,0.8
2044,3,0.3333333333333333
2045,14,0.49473684210526314
2046,3,0.4
2047,2,0.5
2048,10,0.5849056603773585
2049,2,0.6666666666666666
205,0,
2050,6,0.7142857142857143
2051,6,0.8571428571428571
2052,2,0.6
2053,4,0.5555555555555556
2054,3,0.5416666666666666
2055,16,0.5333333333333333
2056,0,
2057,13,0.5084745762711864
2058,4,0.3888888888888889
2059,4,0.7142857142857143
206,0,
2060,0,0.0
2061,2,0.6
2062,12,0.5714285714285714
2063,0,0.6666666666666666
2064,2,0.5
2065,0,0.0
2066,0,0.0
2067,0,
2068,6,0.6666666666666666
2069,1,0.0
207,13,0.5210084033613446
2070,3,0.5625
2071,12,0.49166666666666664
2072,2,0.6666666666666666
2073,0,
2074,5,0.48
2075,0,
2076,8,0.5555555555555556
2077,2,0.16666666666666666
2078,1,0.2222222222222222
2079,6,0.5
208,0,
2080,1,0.5
2081,0,0.0
2082,4,0.4666666666666667
2083,5,0.75
2084,3,0.47619047619047616
2085,15,0.4864864864864865
2086,3,0.75
2087,0,
2088,0,
2089,0,
209,3,0.5
