trade_id,pair,final_r,mfe_r,mae_r,bars_held,exit_reason,time_to_peak_mfe
1224,EUR_JPY,7.982455373,8.404173925,-0.4300487958,120,time_exit,120
1225,GBP_JPY,-1.00058816,1.880348912,-1.298070081,34,stoploss,29
1226,NZD_CAD,2.904479873,4.183834103,-0.103731424,120,time_exit,81
1228,NZD_CHF,1.870811782,3.787055247,-0.2109328115,120,time_exit,80
1229,NZD_JPY,6.276765333,6.66007105,-0.4649058141,120,time_exit,119
1230,CHF_JPY,9.135880752,9.405228357,-0.7982926751,120,time_exit,120
1235,GBP_USD,-1.000797094,2.565843998,-1.054554709,13,stoploss,8
1238,USD_CAD,-1.000690672,2.339306532,-1.039461568,46,stoploss,41
1239,GBP_AUD,4.960114698,7.710522826,-0.05444751489,120,time_exit,89
1240,GBP_CHF,4.7185644,6.838357907,-0.6588749973,120,time_exit,89
1241,GBP_JPY,7.844052122,8.84618065,-0.1703618497,120,time_exit,89
1242,GBP_CAD,5.218820676,7.071951596,-0.3799872973,120,time_exit,88
1253,AUD_USD,1.741959725,2.703074736,-0.4830068302,120,time_exit,120
1255,NZD_USD,2.695867867,3.503470374,-0.3849861413,120,time_exit,120
1260,NZD_CAD,2.381248517,4.921969464,-0.2833345114,120,time_exit,101
1261,NZD_CHF,3.363644362,6.186703023,-0.2886998905,120,time_exit,100
1272,EUR_NZD,-1.000584947,2.233913144,-1.071038221,31,stoploss,21
1274,EUR_AUD,-1.000728338,2.066295487,-1.094692322,28,stoploss,20
1278,USD_CAD,-1.000825276,1.359229677,-1.111646858,19,stoploss,16
1280,AUD_USD,2.205180877,4.327008026,-0.9422136472,120,time_exit,87
1287,NZD_USD,2.345947116,3.547917629,-0.2142033053,120,time_exit,83
1289,NZD_JPY,2.543737233,2.707427876,-0.4987569378,120,time_exit,120
1290,AUD_USD,-1.001185129,2.307446443,-1.124687558,75,stoploss,73
