pair,sum,count,fold_id
NZD_JPY,198,1140,6
NZD_USD,75,1139,6
USD_CAD,278,1139,6
USD_CHF,137,1139,6
USD_JPY,150,1139,6
AUD_CAD,95,1139,7
AUD_CHF,137,1139,7
AUD_JPY,183,1139,7
AUD_NZD,193,1139,7
AUD_USD,72,1139,7
CAD_CHF,119,1139,7
CAD_JPY,99,1139,7
CHF_JPY,336,1139,7
EUR_AUD,203,1139,7
EUR_CAD,169,1139,7
EUR_CHF,167,1139,7
EUR_GBP,293,1139,7
EUR_JPY,339,1139,7
EUR_NZD,147,1139,7
EUR_USD,144,1139,7
GBP_AUD,227,1139,7
GBP_CAD,248,1139,7
GBP_CHF,159,1139,7
GBP_JPY,105,1139,7
GBP_NZD,165,1139,7
GBP_USD,142,1139,7
NZD_CAD,149,1139,7
NZD_CHF,140,1139,7
NZD_JPY,94,1139,7
NZD_USD,65,1140,7
USD_CAD,237,1140,7
USD_CHF,190,1140,7
USD_JPY,225,1140,7
