trade_id,pair,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative
287,AUD_NZD,0.5301204819,5,0.3392953601,0.1047619048
288,USD_CHF,0.6153846154,6,0.7317275106,0.652173913
289,CAD_JPY,1,1,0,0.1111111111
290,GBP_NZD,0.5,2,0,0.3157894737
291,GBP_AUD,0.4444444444,3,0,0.3157894737
292,GBP_CHF,0,0,0,0
293,CAD_JPY,0.4916201117,14,0.9844188602,0.5837837838
294,AUD_CAD,1,1,0,0.3125
295,GBP_USD,0.5348837209,10,1.513337801,0.5530726257
296,GBP_NZD,0.5083333333,22,0.725669155,0.7178423237
297,GBP_AUD,0.5583333333,28,0.748034576,0.7593360996
298,GBP_CHF,0.5151515152,7,0.2688477645,0.1666666667
299,EUR_CHF,0,0,0,0
300,USD_CAD,0.6666666667,2,0,0.1428571429
301,NZD_CAD,0,0,0,0
302,EUR_CHF,0.4166666667,2,0,0.3913043478
303,GBP_CAD,0.7777777778,5,0.6090320668,0.75
304,EUR_CAD,0.4,2,0.166146002,0.2
305,USD_CAD,0.2857142857,3,0.6050103603,0.4285714286
306,NZD_CAD,0.4047619048,7,0.3489637907,0.2083333333
307,NZD_JPY,0.523255814,10,0.5892805863,0.1584158416
308,CHF_JPY,0.5,4,1.459076828,0.8725490196
309,EUR_CAD,0.6666666667,4,0.2106406147,0.4375
310,EUR_JPY,0.4468085106,4,0.6641550113,0.3875
311,EUR_CHF,0,0,0,0
312,NZD_CHF,0.4390243902,5,0.624107108,0.1967213115
313,AUD_CAD,1,1,0,0.1111111111
314,AUD_CHF,0,1,0,0
315,AUD_JPY,0.4358974359,4,0.6029793772,0.3085106383
316,GBP_CAD,0.5714285714,5,0.4812439396,0.75
317,USD_CAD,0.3333333333,3,0,0.4285714286
318,USD_CHF,0.53125,6,0.9972440114,0.6379310345
319,GBP_CHF,0.75,4,0.3137543326,0.7894736842
320,GBP_JPY,0.5510204082,1,0,0.01694915254
321,EUR_AUD,0,1,0,0.0625
322,EUR_CHF,0.4,1,0,0.2083333333
323,EUR_CAD,0,0,0,0
324,EUR_USD,1,4,0.3166466734,0.4545454545
325,AUD_CHF,1,0,0,0
326,AUD_NZD,0.4722222222,22,0.342593177,0.2594594595
327,AUD_CAD,0,0,0,0
328,EUR_NZD,0.4852941176,8,1.468038708,0.5211267606
329,GBP_CAD,0.5211267606,13,0.7106834146,0.7171717172
330,EUR_AUD,0,0,0,0
331,USD_CAD,1,4,0,0.3333333333
332,GBP_CHF,0,0,0,0
333,AUD_CAD,0.4545454545,3,0.6934450574,0.84
334,NZD_CAD,0.6666666667,1,0,0.07142857143
335,AUD_CHF,0,0,0,0
336,EUR_CAD,1,1,0,0.4117647059
337,EUR_AUD,0,0,0,0
338,USD_CAD,0.5454545455,22,0.851362724,0.6390041494
339,GBP_JPY,1,3,0,0.6
340,EUR_CHF,0.5730337079,14,0.523220147,0.7087378641
341,EUR_JPY,0.5,0,0,0
342,EUR_AUD,0,1,0,0.09090909091
343,EUR_CAD,0.4,2,0,0.2222222222
344,EUR_GBP,0,0,0,0
345,NZD_CAD,0,0,0,0
