trade_id,pair,entry_time,entry_price,signal_bar_atr_14,sl_at_entry_price,exit_time,exit_price,exit_reason,bars_held,final_r,mfe_r,mae_r,spread_pips_used,spread_pips_exit
AUD_CAD_2024-06-20T16:00:00,AUD_CAD,2024-06-20T20:00:00,0.91154,0.0018981663219902233,0.9077436673560195,2024-06-25T00:00:00,0.9076736673560195,hard_sl,13,-1.0184388478472914,0.38721580479277484,-1.0694531751419871,1.4,1.4
AUD_CAD_2025-04-23T16:00:00,AUD_CAD,2025-04-23T20:00:00,0.88484,0.0034525480386922314,0.8779349039226155,2025-06-18T20:00:00,0.89089,bar_240_system_exit,240,0.8761644924557864,2.8153120220397523,-0.8920947559549743,1.0,0.8
AUD_CAD_2025-08-12T08:00:00,AUD_CAD,2025-08-12T12:00:00,0.89529,0.0019657383175070197,0.891358523364986,2025-08-20T16:00:00,0.891318523364986,hard_sl,37,-1.01017429421907,1.9076801660740808,-1.1446080996444712,0.8,0.8
AUD_CAD_2025-08-27T08:00:00,AUD_CAD,2025-08-27T12:00:00,0.89609,0.0018206615068099446,0.8924486769863802,2025-10-22T12:00:00,0.90969,bar_240_system_exit,240,3.734906227525253,7.730706640061464,-0.2526554212737769,0.8,0.8
AUD_CAD_2025-10-30T08:00:00,AUD_CAD,2025-10-30T12:00:00,0.91708,0.0023667160556302474,0.9123465678887395,2025-11-05T00:00:00,0.9123065678887394,hard_sl,21,-1.0084505278748852,0.5851990553345654,-1.117582311451238,0.8,0.8
AUD_CHF_2010-03-31T08:00:00,AUD_CHF,2010-03-31T12:00:00,0.9716,0.003596370783864209,0.9644072584322716,2010-03-31T16:00:00,0.9641572584322716,hard_sl,1,-1.0347572615595768,0.12929701300163565,-1.233187640133904,5.0,5.0
AUD_CHF_2010-05-17T00:00:00,AUD_CHF,2010-05-17T04:00:00,0.99795,0.00497137674831085,0.9880072465033783,2010-05-17T16:00:00,0.9877572465033784,hard_sl,3,-1.025143940266132,0.35000364850465776,-1.1274542815336748,5.0,5.0
AUD_CHF_2010-05-17T08:00:00,AUD_CHF,2010-05-17T12:00:00,0.99779,0.004919809543186392,0.9879503809136272,2010-05-17T16:00:00,0.9877003809136272,hard_sl,1,-1.025407487607542,-0.028456386120447312,-1.1230109522535803,5.6,5.0
AUD_CHF_2010-06-01T00:00:00,AUD_CHF,2010-06-01T04:00:00,0.969625,0.007792769411625285,0.9540394611767494,2010-06-04T20:00:00,0.9535894611767495,hard_sl,22,-1.0288729189990276,0.7279183689867387,-1.0743933969751338,5.3,9.0
AUD_CHF_2010-11-17T04:00:00,AUD_CHF,2010-11-17T08:00:00,0.97058,0.005034587802130648,0.9605108243957386,2010-11-29T16:00:00,0.9602608243957387,hard_sl,50,-1.0248282490866707,1.5949667213275474,-1.2404193243699324,5.0,5.0
AUD_CHF_2011-01-10T04:00:00,AUD_CHF,2011-01-10T08:00:00,0.9581000000000001,0.004901774645876895,0.9482964507082463,2011-01-20T08:00:00,0.9480464507082463,hard_sl,48,-1.0255009683289116,1.366851902430002,-1.117962451539774,5.2,5.0
AUD_CHF_2011-05-12T00:00:00,AUD_CHF,2011-05-12T04:00:00,0.9391999999999999,0.005248934752711167,0.9287021304945776,2011-05-23T00:00:00,0.9285371304945776,hard_sl,41,-1.0157174748566573,1.0144915589300416,-1.081171755291633,5.0,3.3
AUD_CHF_2012-10-30T12:00:00,AUD_CHF,2012-10-30T16:00:00,0.9661500000000001,0.002248413122806987,0.9616531737543861,2012-12-18T16:00:00,0.961613173754386,hard_sl,210,-1.008895162457981,5.366006752770452,-1.267560650260746,2.8,0.8
AUD_CHF_2014-01-09T04:00:00,AUD_CHF,2014-01-09T08:00:00,0.8080200000000001,0.0029393594396295453,0.802141281120741,2014-01-16T00:00:00,0.802121281120741,hard_sl,28,-1.00340210178625,2.08718944586551,-1.4765121752333192,0.8,0.4
AUD_CHF_2014-03-07T16:00:00,AUD_CHF,2014-03-07T20:00:00,0.7954,0.003179884834081337,0.7890402303318373,2014-03-11T16:00:00,0.7890152303318373,hard_sl,11,-1.0039309599725257,0.13836979103273442,-1.366401686448261,1.0,0.5
AUD_CHF_2014-11-11T04:00:00,AUD_CHF,2014-11-11T08:00:00,0.83394,0.002650878114034917,0.8286382437719302,2014-11-19T08:00:00,0.8286232437719302,hard_sl,36,-1.0028292511678618,2.0559225153149474,-1.3863330722536484,1.8,0.3
