cluster_id,archetype,sl_multiplier,exit_policy,exposure,max_per_currency,architecture,search_worst_roi,search_worst_dd,search_worst_ratio,search_mean_roi,search_mean_dd,search_mean_ratio,search_sign_consistency,search_neg_folds,search_n_total,a3_n_bars,threshold_pair
1,v_shape_recovery,4.0,sl_only,unlimited,,A6,-0.3012191846250558,0.2842385226915041,-1.1482872623040383,-0.08491261691084377,0.1273572490170381,-0.5883527938440777,3,8,1028,,"(0.5, 0.7)"
1,v_shape_recovery,3.5,sl_only,unlimited,,A6,-0.30194351094712935,0.2849359530880751,-1.1504263930310803,-0.07121838586505923,0.12542140601296942,-0.4645784200776389,3,8,1028,,"(0.5, 0.7)"
1,v_shape_recovery,4.0,sl_only,max_per_currency_2,2.0,A6,-0.14921724804660985,0.13845673104053693,-1.161162439547651,-0.05743871269652836,0.08217242235761883,-0.6448510176949519,3,8,681,,"(0.5, 0.7)"
1,v_shape_recovery,3.5,sl_only,max_per_currency_2,2.0,A6,-0.14777780907061144,0.13708994933887633,-1.164529859118243,-0.048206306594089685,0.0807756878616947,-0.5392823959773032,3,8,681,,"(0.5, 0.7)"
1,v_shape_recovery,4.0,sl_plus_tp_3r,unlimited,,A6,-0.1981020028780197,0.1866709869735999,-1.1674307804621675,-0.03575313775370896,0.08802209562160172,-0.183220734914088,3,8,1028,,"(0.5, 0.7)"
1,v_shape_recovery,4.0,sl_plus_tp_3r,max_per_currency_2,2.0,A6,-0.09018347365497659,0.08611526733316721,-1.1760558889745403,-0.027669678292198976,0.0604859364964919,-0.27042205213560283,3,8,681,,"(0.5, 0.7)"
1,v_shape_recovery,3.5,sl_plus_tp_3r,unlimited,,A6,-0.19113563130606503,0.1947875454307323,-1.186364511556796,-0.013056404455478883,0.08471973199143502,0.06181451684498918,3,8,1028,,"(0.5, 0.7)"
1,v_shape_recovery,4.0,sl_only,max_per_currency_2,2.0,A3,-0.30172527773368807,0.29789805755686954,-1.1883292751232475,-0.11228289737655155,0.13780658687690148,-0.6862609273605396,2,8,644,5.0,
1,v_shape_recovery,4.0,sl_only,unlimited,,A3,-0.40491905735181477,0.414580829981684,-1.1883292751232475,-0.1524668343837822,0.18864627845647128,-0.6250654927924264,2,8,984,5.0,
1,v_shape_recovery,3.5,sl_only,max_per_currency_2,2.0,A3,-0.2973245096640138,0.29497346909701294,-1.1934020076916325,-0.10321354489851617,0.13603494756060405,-0.5878970690626886,3,7,644,5.0,
