trade_id,pair,fold,sl_bar,partial_bar,replay_realized_r,slhonest_realized_r,delta_r,replay_booked_win
2994,USDJPY,12,149,185,0.6064314738250988,-1.0,-1.6064314738250989,1
2996,AUDUSD,12,3,49,0.5979952558865436,-1.0,-1.5979952558865436,1
3005,GBPCAD,12,12,55,0.7842544282946831,-1.0,-1.784254428294683,1
3008,EURCAD,12,6,25,1.1246883086084756,-1.0,-2.1246883086084756,1
3009,GBPCAD,12,3,35,0.7513503405584543,-1.0,-1.7513503405584543,1
3012,EURAUD,12,25,165,0.4718103244594378,-1.0,-1.4718103244594378,1
3014,GBPCAD,12,61,178,0.5653158194911305,-1.0,-1.5653158194911305,1
3017,EURNZD,12,16,44,1.707317646006883,-1.0,-2.7073176460068833,1
3025,CHFJPY,12,4,20,1.9177359327659405,-1.0,-2.9177359327659405,1
3028,EURAUD,12,11,17,0.7096608227477801,-1.0,-1.70966082274778,1
3036,AUDJPY,12,5,41,0.6930233220693062,-1.0,-1.693023322069306,1
3038,USDCHF,12,5,69,0.9382322413269952,-1.0,-1.9382322413269952,1
3044,GBPJPY,12,25,64,0.2218727739950127,-1.0,-1.2218727739950128,1
3046,NZDUSD,12,10,150,0.8192004461985471,-1.0,-1.8192004461985471,1
3051,GBPCHF,12,5,57,1.3122652370488177,-1.0,-2.312265237048818,1
3053,EURCHF,12,9,28,1.7003639489794338,-1.0,-2.700363948979434,1
3076,AUDCAD,12,17,84,1.3913953931017566,-1.0,-2.3913953931017566,1
3077,NZDCAD,12,25,147,1.971733945639383,-1.0,-2.971733945639383,1
3081,NZDCAD,12,33,109,2.0352201330634774,-1.0,-3.0352201330634774,1
3084,EURUSD,12,22,84,2.114871454530924,-1.0,-3.114871454530924,1
3113,EURCAD,12,39,205,0.3678654262723038,-1.0,-1.3678654262723038,1
3120,EURCHF,12,24,115,0.252491000215834,-1.0,-1.252491000215834,1
