pair,entry_date,exit_date,entry_price,exit_price,sl_price,trail_active,exit_reason,classification,bars_held,net_pnl,r_multiple,spread_pips_used,sl_distance_atr,d1_dist_ratio,d1_close_in_range,h1_last_bar_close_in_range,mae_final,mfe_final,mae_at_bar_3,mfe_at_bar_3,mae_at_bar_6,mfe_at_bar_6,first_bar_dir,kh13_mae_at_check,kh13_mfe_at_check,kh13_triggered,kh14_triggered,kh14_state2,atr_sized_down,trade_type,original_entry_price_ref,signal_spread_pips,spread_ratio,atr_abs,atr_ratio,d1_kijun_slope,session,concurrent_signals
AUD_USD,2015-03-26 16:00:00,2015-03-30 00:00:00,0.78116,0.772466,0.772466,False,stoploss,LOSS,7,-100.8052,-1.0,0.7,2.0,0.8840267479638259,0.23200000000000806,0.12757201646087657,2.2269,0.5199,0.4716,0.5199,1.5184,0.5199,1,0.4716,0.5199,False,False,False,False,original,,0.7,1.0,0.004347,1.12,True,newyork,1
CAD_CHF,2015-04-13 16:00:00,2015-04-14 04:00:00,0.77462,0.77577,0.769161,False,kijun_d1,WIN,2,15.3875,0.2107,3.1,2.0,0.33016765626317696,0.9316546762589845,0.212121212121258,0.1062,0.7144,0.1062,0.7144,0.1062,0.7144,1,,,False,False,False,False,original,,1.5,0.19,0.002729,0.87,True,newyork,0
AUD_USD,2015-04-20 16:00:00,2015-04-21 04:00:00,0.77195,0.77047,0.76383,False,kijun_d1,LOSS,2,-18.842,-0.1823,0.5,2.0,0.474529242277124,0.3149038461538502,0.07692307692309569,0.5493,0.202,0.5493,0.202,0.5493,0.202,1,,,False,False,False,False,original,,0.4,0.57,0.00406,1.04,False,newyork,0
EUR_AUD,2015-05-05 04:00:00,2015-05-08 20:00:00,1.40882,1.41658,1.393275,True,trailing_stop,WIN,21,49.7261,0.4992,0.3,2.0,0.9041758674423462,0.18029620090148923,0.046168958742629856,0.8967,3.3773,0.4156,0.6742,0.4156,0.6742,1,0.4156,0.6742,False,False,False,False,original,,0.8,1.33,0.007773,1.27,False,tokyo,0
USD_JPY,2015-05-06 12:00:00,2015-05-07 04:00:00,119.569,119.398,119.005912,False,kijun_d1,LOSS,3,-30.9011,-0.3037,0.3,2.0,0.24841463194492533,0.18123393316195924,0.1424148606811313,1.268,0.4369,1.268,0.4369,1.268,0.4369,1,1.268,0.4369,True,False,False,False,original,,0.3,0.5,0.281544,0.89,True,london,0
CAD_JPY,2015-05-22 08:00:00,2015-05-29 16:00:00,98.977,99.132,98.443848,True,trailing_stop,WIN,31,25.5087,0.2907,1.9,2.0,0.9665681537263713,0.5205724508050056,0.10434782608695223,1.373,3.0535,1.3505,0.7353,1.3505,0.7353,1,1.3505,0.7353,False,False,False,False,original,,2.3,1.05,0.266576,0.81,True,london,0
USD_CHF,2015-05-28 16:00:00,2015-05-29 16:00:00,0.9445,0.936275,0.936275,False,stoploss,LOSS,5,-100.1216,-1.0,0.1,2.0,0.8691440696124743,0.35301837270341,0.2704225352112838,2.3489,0.817,0.8924,0.0,2.3489,0.817,-1,0.8924,0.0,False,True,True,False,original,,0.1,1.0,0.004113,0.93,False,newyork,0
EUR_GBP,2015-06-05 12:00:00,2015-06-10 16:00:00,0.72819,0.72932,0.721152,True,trailing_stop,WIN,18,15.0607,0.1606,0.7,2.0,0.5926866854300588,0.1009975062344122,0.21052631578946857,0.4717,3.032,0.4376,0.3637,0.4717,1.4776,1,0.4376,0.3637,False,False,False,False,original,,0.7,0.48,0.003519,1.37,False,london,0
EUR_CHF,2015-06-05 16:00:00,2015-06-12 12:00:00,1.0457,1.04648,1.038081,True,trailing_stop,WIN,28,9.0566,0.1024,0.9,2.0,0.8148122977998676,0.0873362445414988,0.03135888501747067,0.4568,2.549,0.4568,0.2363,0.4568,1.3572,-1,0.4568,0.2363,False,False,True,False,original,,0.7,0.78,0.003809,1.42,True,newyork,0
EUR_JPY,2015-06-30 00:00:00,2015-07-01 04:00:00,137.137,136.431,135.538644,False,kijun_d1,LOSS,6,-44.8586,-0.4417,1.1,2.0,0.3877585040183972,0.8799126637554596,0.10507246376810418,1.5804,0.483,1.5804,0.1714,1.5804,0.483,-1,1.5804,0.1714,True,True,True,False,original,,1.3,1.62,0.799178,1.27,False,tokyo,0
USD_CHF,2015-07-03 20:00:00,2015-07-08 12:00:00,0.94304,0.94255,0.93589,True,trailing_stop,LOSS,15,-6.9931,-0.0685,0.1,2.0,0.885814283892886,0.17915690866510922,0.12500000000001446,0.649,2.3721,0.649,0.4979,0.649,1.1553,1,0.649,0.4979,False,False,False,False,original,,0.2,2.0,0.003575,0.85,False,newyork,0
EUR_CHF,2015-07-13 16:00:00,2015-07-15 04:00:00,1.04509,1.03988,1.037403,False,kijun_d1,LOSS,8,-68.4251,-0.6777,0.5,2.0,0.40610514339951653,0.4350000000000072,0.013888888888826782,1.3867,0.333,0.2862,0.333,1.3243,0.333,-1,0.2862,0.333,False,True,True,False,original,,0.2,0.33,0.003844,1.08,True,newyork,0
EUR_AUD,2015-08-14 08:00:00,2015-08-25 04:00:00,1.50792,1.6094,1.493871,True,trailing_stop,WIN,40,720.8142,7.2231,2.1,2.0,0.9497264971781176,0.5784061696658085,0.15361445783132893,1.2513,21.4486,0.4712,0.8741,0.9168,0.8741,1,0.4712,0.8741,False,False,False,False,original,,2.1,1.0,0.007025,1.11,True,london,0
AUD_USD,2015-08-18 12:00:00,2015-08-19 04:00:00,0.73268,0.73408,0.726395,False,kijun_d1,WIN,3,20.8439,0.2228,0.9,2.0,0.1826251038920027,0.529801324503298,0.10404624277454162,0.2323,0.5951,0.2323,0.5951,0.2323,0.5951,1,0.2323,0.5951,False,False,False,False,original,,0.9,1.0,0.003142,0.92,False,london,1
AUD_CAD,2015-08-18 12:00:00,2015-08-24 16:00:00,0.95913,0.952719,0.952719,False,stoploss,LOSS,24,-106.7077,-1.0,4.3,2.0,0.6629444274565786,0.01036269430052827,0.0946372239747528,7.5189,2.3836,0.5959,0.2933,1.4507,0.4212,-1,0.5959,0.2933,False,True,True,False,original,,4.3,1.0,0.003205,0.88,True,london,1
EUR_JPY,2015-08-25 12:00:00,2015-08-26 12:00:00,137.595,136.206786,136.206786,False,stoploss,LOSS,5,-100.6483,-1.0,0.9,2.0,0.49929090142306937,0.43570705366182905,0.04107142857142359,2.1538,0.1729,1.6064,0.1729,2.1538,0.1729,-1,1.6064,0.1729,True,True,True,False,original,,0.9,1.0,0.694107,1.65,True,london,0
NZD_CAD,2015-08-25 20:00:00,2015-08-27 04:00:00,0.86245,0.85714,0.848464,False,kijun_d1,LOSS,7,-40.9702,-0.3797,4.2,2.0,0.41604130235962444,0.615154908547966,0.023376623376632214,1.4,0.6592,0.1316,0.6592,1.4,0.6592,1,0.1316,0.6592,False,False,False,False,original,,2.4,0.69,0.006993,1.95,False,newyork,0
EUR_JPY,2015-09-15 04:00:00,2015-09-18 16:00:00,135.746,136.345,134.734829,True,trailing_stop,WIN,20,58.3482,0.5924,0.9,2.0,0.2880393779773007,0.3266881028938832,0.011494252873509397,1.4874,3.3525,1.4874,0.2176,1.4874,0.2749,-1,1.4874,0.2176,True,True,True,False,original,,0.9,1.0,0.505585,0.93,False,tokyo,0
NZD_JPY,2015-09-21 00:00:00,2015-09-22 04:00:00,76.447,76.169,75.447853,False,kijun_d1,LOSS,6,-29.5252,-0.2782,1.7,2.0,0.26595254892330605,0.6451033243486108,0.17596566523604548,1.1089,0.3163,0.7126,0.3163,1.1089,0.3163,-1,0.7126,0.3163,False,True,True,False,original,,1.7,1.0,0.499574,0.84,False,tokyo,0
GBP_CHF,2015-09-21 08:00:00,2015-09-23 04:00:00,1.50046,1.4982,1.488198,False,kijun_d1,LOSS,10,-21.1214,-0.1843,3.3,2.0,0.25813700476144963,0.7750301568154372,0.12500000000001735,1.158,1.8316,0.349,1.6587,0.349,1.8316,1,0.349,1.6587,False,False,False,False,original,,3.3,1.0,0.006131,0.9,False,london,0
CHF_JPY,2015-10-13 00:00:00,2015-10-15 12:00:00,124.384,124.673,123.543088,True,trailing_stop,WIN,14,32.3458,0.3437,1.7,2.0,0.7365531835070093,0.10458452722064,0.11314984709482062,0.2402,2.6305,0.2402,1.7362,0.2402,1.9003,1,0.2402,1.7362,False,False,False,False,original,,1.7,1.0,0.420456,0.9,False,tokyo,0
EUR_JPY,2015-10-22 04:00:00,2015-10-22 12:00:00,135.672,134.962086,134.962086,False,stoploss,LOSS,1,-101.2678,-1.0,0.9,2.0,0.6176910435625239,0.18217821782180948,0.22539682539682052,3.7131,0.5578,3.7131,0.5578,3.7131,0.5578,-1,,,False,True,True,False,original,,0.9,1.0,0.354957,0.83,False,tokyo,0
AUD_JPY,2015-11-13 20:00:00,2015-11-23 12:00:00,87.028,88.392,86.420736,True,trailing_stop,WIN,33,223.1319,2.2461,0.9,2.0,0.3401649585058895,0.5147645650439028,0.1777777777776725,0.7081,6.5079,0.7081,1.9036,0.7081,1.9036,1,0.7081,1.9036,False,False,False,False,original,,2.1,1.0,0.303632,0.81,True,newyork,0
EUR_CHF,2015-11-20 20:00:00,2015-11-25 04:00:00,1.08423,1.08347,1.079747,False,kijun_d1,LOSS,13,-20.2967,-0.1695,1.5,2.0,0.7180261298577936,0.2962085308056886,0.0,1.4007,0.5665,1.0215,0.3123,1.3293,0.5665,-1,1.0215,0.3123,True,True,True,False,original,,1.5,1.0,0.002242,0.93,False,newyork,0
CAD_JPY,2015-11-27 04:00:00,2015-11-30 04:00:00,92.069,91.731,91.664473,False,kijun_d1,LOSS,5,-87.2625,-0.8355,1.5,2.0,0.40450959694899163,0.5625000000000175,0.2530120481926143,1.7897,0.0445,1.3893,0.0445,1.7897,0.0445,-1,1.3893,0.0445,True,True,True,False,original,,1.5,1.0,0.202263,0.77,False,tokyo,0
NZD_CHF,2015-12-23 20:00:00,2015-12-30 20:00:00,0.67145,0.67624,0.665354,True,trailing_stop,WIN,23,76.6027,0.7857,1.2,2.0,0.4155515496204217,0.10361445783132224,0.13095238095245332,0.4199,3.717,0.4199,0.6692,0.4199,1.3254,1,0.4199,0.6692,False,False,False,False,original,,5.2,2.89,0.003048,0.82,False,newyork,0
USD_CHF,2016-01-07 04:00:00,2016-01-07 20:00:00,1.00189,0.994821,0.994821,False,stoploss,LOSS,3,-101.2731,-1.0,0.9,2.0,0.1860749393339157,0.21528861154445103,0.10185185185190515,2.7499,1.6182,0.8233,1.6182,2.7499,1.6182,1,0.8233,1.6182,False,False,False,False,original,,0.9,1.0,0.003535,1.02,False,tokyo,0
GBP_USD,2016-02-05 12:00:00,2016-02-08 12:00:00,1.44814,1.435798,1.435798,False,stoploss,LOSS,5,-100.8913,-1.0,1.1,2.0,0.8136078835630632,0.4138428262436956,0.058519793459553875,2.1179,1.0517,0.4845,0.7389,2.1179,1.0517,-1,0.4845,0.7389,False,False,True,False,original,,1.1,1.0,0.006171,1.13,False,london,0
GBP_USD,2016-02-12 12:00:00,2016-02-16 12:00:00,1.44827,1.435602,1.435602,False,stoploss,LOSS,11,-100.8683,-1.0,1.1,2.0,0.6623582759174913,0.5129906025428466,0.15979381443295398,2.3398,0.8241,0.6347,0.6047,0.6347,0.8241,-1,0.6347,0.6047,False,False,True,False,original,,1.1,1.0,0.006334,1.08,False,london,0
GBP_NZD,2016-03-15 08:00:00,2016-03-16 20:00:00,2.12922,2.106158,2.106158,False,stoploss,LOSS,8,-101.6911,-1.0,3.9,2.0,0.4329458544326986,0.7209756097560918,0.12235649546827324,2.3944,1.6235,0.1188,1.5827,0.1188,1.6235,1,0.1188,1.5827,False,False,False,False,original,,4.4,1.13,0.011531,0.99,False,london,0
GBP_USD,2016-04-13 08:00:00,2016-04-14 04:00:00,1.42041,1.41732,1.410396,False,kijun_d1,LOSS,4,-31.9555,-0.3086,1.1,2.0,0.08715383874195488,0.5023041474654383,0.0027624309392446497,0.739,1.0985,0.2337,1.0985,0.739,1.0985,1,0.2337,1.0985,False,False,False,False,original,,1.1,1.0,0.005007,1.03,True,london,0
NZD_CAD,2016-05-06 04:00:00,2016-05-10 00:00:00,0.88252,0.875407,0.875407,False,stoploss,LOSS,10,-104.2176,-1.0,3.0,2.0,0.4584036981645596,0.4050925925925746,0.24175824175821897,2.5193,0.9391,1.2681,0.807,1.2681,0.9391,-1,1.2681,0.807,False,True,True,False,original,,3.0,1.0,0.003557,0.93,False,tokyo,0
NZD_CAD,2016-05-06 20:00:00,2016-05-10 00:00:00,0.88371,0.875636,0.875636,False,stoploss,LOSS,6,-103.7156,-1.0,3.0,2.0,0.4584036981645596,0.4050925925925746,0.003636363636387419,2.5142,0.3864,0.5821,0.3864,1.7439,0.3864,1,0.5821,0.3864,False,False,False,False,original,,3.0,1.0,0.004037,1.06,False,newyork,0
CAD_CHF,2016-05-18 20:00:00,2016-05-19 08:00:00,0.7576,0.75574,0.75164,False,kijun_d1,LOSS,2,-31.7097,-0.3121,0.3,2.0,0.4862544002851798,0.7436582109479261,0.1666666666666829,0.7248,0.4362,0.7248,0.4362,0.7248,0.4362,-1,,,False,False,True,False,original,,4.0,1.03,0.00298,1.02,True,newyork,0
CAD_CHF,2016-05-30 00:00:00,2016-06-01 12:00:00,0.7607,0.755496,0.755496,False,stoploss,LOSS,14,-108.2635,-1.0,4.3,2.0,0.7848163687026468,0.9055876685934299,0.01973684210524682,2.1331,0.5304,0.7303,0.4458,0.7918,0.4458,-1,0.7303,0.4458,False,False,True,False,original,,0.3,0.08,0.002602,0.92,False,tokyo,0
USD_CAD,2016-06-29 20:00:00,2016-07-05 04:00:00,1.293,1.28737,1.280935,False,kijun_d1,LOSS,19,-46.9119,-0.4666,0.3,2.0,0.7506563410801601,0.41089108910891625,0.07894736842103597,1.6378,1.4239,0.005,1.1007,0.2636,1.4239,1,0.005,1.1007,False,False,False,False,original,,0.9,1.0,0.006033,1.34,False,newyork,0
NZD_JPY,2016-07-05 04:00:00,2016-07-05 16:00:00,73.43,72.572437,72.572437,False,stoploss,LOSS,2,-101.9824,-1.0,1.7,2.0,0.43865475865595227,0.7154963680387393,0.07500000000000254,2.0873,0.3825,2.0873,0.3825,2.0873,0.3825,-1,2.0873,0.3825,True,True,True,False,original,,1.7,1.0,0.428782,0.84,False,tokyo,0
AUD_NZD,2016-07-20 04:00:00,2016-07-25 00:00:00,1.06258,1.06609,1.053809,True,trailing_stop,WIN,16,34.2026,0.4002,5.1,2.0,0.9765741454425182,0.07207837648704482,0.24166666666661116,0.4013,2.889,0.4013,0.6955,0.4013,2.3668,-1,0.4013,0.6955,False,False,True,False,original,,5.1,1.0,0.004386,1.21,True,tokyo,0
EUR_CHF,2016-08-11 04:00:00,2016-08-11 12:00:00,1.08859,1.085541,1.085541,False,stoploss,LOSS,1,-104.9196,-1.0,1.5,2.0,0.4740393033759293,0.08454810495630313,0.12727272727279335,2.0334,0.1902,2.0334,0.1902,2.0334,0.1902,-1,,,False,True,True,False,original,,1.5,1.0,0.001525,0.73,False,tokyo,0
EUR_USD,2016-08-12 16:00:00,2016-08-22 04:00:00,1.1168,1.12893,1.11125,True,trailing_stop,WIN,32,217.3006,2.1856,0.7,2.0,0.6829715295602832,0.008928571428550896,0.2641509433962106,0.5405,7.1388,0.5405,0.1622,0.5405,1.2685,-1,0.5405,0.1622,False,False,True,False,original,,0.7,1.0,0.002775,1.07,False,newyork,0
EUR_CAD,2016-08-24 08:00:00,2016-08-26 16:00:00,1.45777,1.451142,1.451142,False,stoploss,LOSS,13,-102.8665,-1.0,1.9,2.0,0.6600611327828081,0.38709677419355776,0.1072555205047301,2.3475,0.9082,1.5057,0.1841,1.5057,0.1841,-1,1.5057,0.1841,True,True,True,False,original,,1.9,1.0,0.003314,0.83,True,london,0
AUD_USD,2016-09-08 16:00:00,2016-09-09 12:00:00,0.76461,0.7582,0.7582,False,stoploss,LOSS,4,-101.404,-1.0,0.9,2.0,0.6614436361346067,0.42548596112311393,0.08076923076920679,2.3868,0.3214,0.3713,0.3214,2.3868,0.3214,-1,0.3713,0.3214,False,True,True,False,original,,0.9,1.0,0.003205,1.14,True,newyork,0
NZD_CAD,2016-09-12 04:00:00,2016-09-21 00:00:00,0.9559,0.96408,0.948668,True,trailing_stop,WIN,40,108.9593,1.1311,3.0,2.0,0.7311020553872236,0.24626865671642248,0.07692307692310613,0.9458,4.8257,0.4397,0.9845,0.4397,1.1145,1,0.4397,0.9845,False,False,False,False,original,,3.0,1.0,0.003616,1.09,True,tokyo,0
AUD_USD,2016-09-23 20:00:00,2016-09-30 00:00:00,0.76119,0.76335,0.755623,True,trailing_stop,WIN,24,37.3616,0.388,0.8,2.0,0.7090868075490856,0.5073313782991277,0.0,0.3413,3.5098,0.3413,0.6359,0.3413,1.3292,1,0.3413,0.6359,False,False,False,False,original,,0.9,1.0,0.002784,0.94,False,newyork,0
EUR_NZD,2016-10-03 16:00:00,2016-10-07 16:00:00,1.54222,1.55476,1.530408,True,trailing_stop,WIN,23,100.4047,1.0616,6.8,2.0,0.8951148637610723,0.5088131609870732,0.26881720430113687,1.9556,4.0975,1.6085,0.0525,1.9556,1.7931,-1,1.6085,0.0525,True,False,True,False,original,,8.1,1.0,0.005906,0.99,False,newyork,0
USD_JPY,2016-10-10 00:00:00,2016-10-13 08:00:00,102.972,103.816,102.23122,True,trailing_stop,WIN,19,112.719,1.1393,0.9,2.0,0.6689651577963069,0.019725557461415202,0.1320754716981132,0.4509,4.4764,0.4509,1.223,0.4509,2.654,-1,0.4509,1.223,False,False,True,False,original,,0.9,1.0,0.37039,0.96,True,tokyo,0
CAD_JPY,2016-10-12 20:00:00,2016-10-19 20:00:00,78.479,78.714,77.716225,True,trailing_stop,WIN,29,28.8421,0.3081,1.5,2.0,0.1856719904710294,0.24616695059625202,0.012048192771056489,1.3792,3.0809,1.3792,0.6739,1.3792,0.6739,1,1.3792,0.6739,False,False,False,False,original,,1.5,1.0,0.381387,1.0,False,newyork,0
CHF_JPY,2016-10-14 16:00:00,2016-10-20 04:00:00,105.056,104.696,104.239791,False,kijun_d1,LOSS,20,-46.1891,-0.4411,1.7,2.0,0.43078224352818006,0.5089641434263021,0.11428571428575199,1.9676,0.985,0.2499,0.985,0.2499,0.985,1,0.2499,0.985,False,False,False,False,original,,1.7,1.0,0.408105,0.98,False,newyork,0
NZD_CAD,2016-10-27 12:00:00,2016-11-09 12:00:00,0.95368,0.97829,0.947744,True,trailing_stop,WIN,53,409.513,4.1457,3.0,2.0,0.9488991976414202,0.5487288135593242,0.1249999999999587,0.8389,13.0249,0.8389,0.2224,0.8389,0.9029,-1,0.8389,0.2224,False,False,True,False,original,,3.0,1.0,0.002968,0.86,False,london,0
GBP_CHF,2016-11-08 12:00:00,2016-11-09 04:00:00,1.20737,1.199393,1.199393,False,stoploss,LOSS,3,-104.1369,-1.0,3.3,2.0,0.8930640973819388,0.014866204162524625,0.0,2.8833,2.1236,0.3635,2.1236,2.8833,2.1236,1,0.3635,2.1236,False,False,False,False,original,,3.3,1.0,0.003988,0.9,False,london,0
AUD_NZD,2016-11-16 08:00:00,2016-11-17 04:00:00,1.06035,1.052909,1.052909,False,stoploss,LOSS,4,-106.8538,-1.0,5.1,2.0,0.8432824527636595,0.718132854578088,0.0,2.2147,0.2392,1.0751,0.2392,2.2147,0.2392,-1,1.0751,0.2392,True,True,True,False,original,,5.1,1.0,0.003721,1.14,False,london,0
GBP_CAD,2016-12-06 16:00:00,2016-12-08 04:00:00,1.68252,1.6708,1.665788,False,kijun_d1,LOSS,8,-72.6133,-0.7004,4.3,2.0,0.9460870642113759,0.6215083798882621,0.24082232011746277,1.8085,0.3359,0.3251,0.3359,1.8085,0.3359,1,0.3251,0.3359,False,False,False,False,original,,4.3,1.0,0.008366,1.11,True,newyork,0
GBP_NZD,2016-12-21 00:00:00,2016-12-28 08:00:00,1.7811,1.766772,1.766772,False,stoploss,LOSS,30,-102.9314,-1.0,4.2,2.0,0.9406583728238355,0.5331465919701105,0.10407239819007708,2.0785,1.7351,0.0321,1.16,0.0321,1.5383,1,0.0321,1.16,False,False,False,False,original,,4.6,1.15,0.007164,0.89,True,tokyo,0
GBP_NZD,2016-12-21 08:00:00,2016-12-28 08:00:00,1.78225,1.768273,1.768273,False,stoploss,LOSS,28,-102.7902,-1.0,3.9,2.0,0.9406583728238355,0.5331465919701105,0.0650759219088865,2.2951,1.614,0.0114,1.4123,0.0114,1.614,1,0.0114,1.4123,False,False,False,False,original,,3.9,0.96,0.006989,0.87,True,london,0
AUD_JPY,2017-01-05 00:00:00,2017-01-06 04:00:00,84.86,84.94,84.177168,False,kijun_d1,WIN,6,8.6405,0.1172,2.1,2.0,0.32889615424481466,0.5374064837905159,0.03529411764705981,0.9548,0.8172,0.9256,0.8172,0.9548,0.8172,1,0.9256,0.8172,False,False,False,False,original,,0.9,0.43,0.341416,1.01,True,tokyo,0
EUR_JPY,2017-01-23 04:00:00,2017-01-24 04:00:00,121.82,121.471,120.973119,False,kijun_d1,LOSS,5,-42.2728,-0.4121,0.9,2.0,0.22056063470230083,0.24179104477611188,0.05521472392638117,1.6319,0.7486,1.6319,0.7486,1.6319,0.7486,1,1.6319,0.7486,False,False,False,False,original,,0.9,1.0,0.42344,0.92,False,tokyo,0
GBP_AUD,2017-01-27 12:00:00,2017-01-30 04:00:00,1.66023,1.66596,1.646632,False,kijun_d1,WIN,3,39.8577,0.4214,3.1,2.0,0.5285435404163793,0.42869875222818177,0.02830188679242862,0.2794,1.1295,0.2794,1.1295,0.2794,1.1295,1,0.2794,1.1295,False,False,False,False,original,,3.1,1.0,0.006799,0.94,False,london,0
CAD_JPY,2017-01-30 16:00:00,2017-01-31 04:00:00,86.721,86.737,86.049814,False,kijun_d1,WIN,2,0.149,0.0238,1.5,2.0,0.8031505240955266,0.13095238095237924,0.0757575757575619,0.4887,0.4321,0.4887,0.4321,0.4887,0.4321,-1,,,False,False,True,False,original,,1.5,1.0,0.335593,0.84,False,newyork,0
EUR_AUD,2017-03-07 12:00:00,2017-03-08 04:00:00,1.38939,1.39137,1.38097,False,kijun_d1,WIN,3,21.0218,0.2352,2.1,2.0,0.01630229242872738,0.3932461873638387,0.08024691358028964,0.2375,0.8836,0.2375,0.8836,0.2375,0.8836,1,0.2375,0.8836,False,False,False,False,original,,2.1,1.0,0.00421,1.01,False,london,0
EUR_CHF,2017-03-08 16:00:00,2017-03-10 00:00:00,1.06958,1.07025,1.066189,True,trailing_stop,WIN,7,15.3366,0.1976,1.5,2.0,0.7117005109935741,0.19103313840156105,0.06349206349211384,0.5073,3.144,0.5073,0.348,0.5073,3.144,0,0.5073,0.348,False,False,False,False,original,,1.5,1.0,0.001695,1.21,False,newyork,0
EUR_USD,2017-03-14 08:00:00,2017-03-15 04:00:00,1.0639,1.06131,1.058693,False,kijun_d1,LOSS,4,-51.0846,-0.4974,0.7,2.0,0.1504422039840552,0.025723472668800762,0.13445378151255016,1.5172,0.2842,1.5172,0.2842,1.5172,0.2842,-1,1.5172,0.2842,True,True,True,False,original,,0.7,1.0,0.002604,0.93,False,london,0
AUD_USD,2017-03-31 12:00:00,2017-04-03 08:00:00,0.76349,0.75949,0.75949,False,stoploss,LOSS,4,-102.2502,-1.0,0.9,2.0,0.32811672591320573,0.0024813895781524925,0.12068965517244129,2.2052,0.7001,0.6551,0.7001,2.2052,0.7001,1,0.6551,0.7001,False,False,False,False,original,,0.9,1.0,0.002,0.84,False,london,0
AUD_CHF,2017-04-18 04:00:00,2017-04-18 12:00:00,0.75828,0.754146,0.754146,False,stoploss,LOSS,1,-107.0157,-1.0,2.9,2.0,0.31401674735458207,0.7857142857142788,0.2786885245901699,2.0467,0.4016,2.0467,0.4016,2.0467,0.4016,-1,,,False,True,True,False,original,,2.9,1.0,0.002067,0.85,False,tokyo,0
AUD_USD,2017-05-25 08:00:00,2017-05-26 04:00:00,0.747,0.74513,0.74162,False,kijun_d1,LOSS,4,-36.4329,-0.3476,0.9,2.0,0.785382888992257,0.9141104294478516,0.2317596566523963,1.0335,0.3383,0.7361,0.3383,1.0335,0.3383,-1,0.7361,0.3383,False,True,True,False,original,,0.9,1.0,0.00269,1.1,False,london,0
USD_JPY,2017-05-26 04:00:00,2017-05-26 12:00:00,111.533,110.891964,110.891964,False,stoploss,LOSS,1,-101.404,-1.0,0.9,2.0,0.32325398062804184,0.7521367521367472,0.014084507042321179,2.0529,0.0062,2.0529,0.0062,2.0529,0.0062,-1,,,False,True,True,False,original,,0.9,1.0,0.320518,0.96,True,tokyo,0
CHF_JPY,2017-06-22 00:00:00,2017-06-29 20:00:00,114.248,117.05,113.617191,True,trailing_stop,WIN,34,441.4964,4.4419,1.7,2.0,0.8067845829270598,0.8521341463414736,0.1195652173913105,0.7007,11.1951,0.7007,0.5073,0.7007,1.1858,1,0.7007,0.5073,False,False,False,False,original,,1.7,1.0,0.315405,0.89,False,tokyo,0
NZD_CAD,2017-06-23 20:00:00,2017-06-27 16:00:00,0.96535,0.958424,0.958424,False,stoploss,LOSS,10,-104.3318,-1.0,3.0,2.0,0.6981964710256091,0.10189810189810322,0.0,2.0475,1.7905,0.8952,0.3177,1.0223,0.6555,-1,0.8952,0.3177,False,True,True,False,original,,3.0,1.0,0.003463,1.06,True,newyork,0
GBP_NZD,2017-07-18 08:00:00,2017-07-20 16:00:00,1.77246,1.758587,1.758587,False,stoploss,LOSS,13,-102.8113,-1.0,3.9,2.0,0.6125524658094932,0.5155482815057392,0.10656370656370155,3.4514,0.4988,0.7453,0.346,0.9962,0.4354,-1,0.7453,0.346,False,False,True,False,original,,3.9,1.0,0.006936,1.05,False,london,0
GBP_JPY,2017-07-28 12:00:00,2017-08-03 16:00:00,145.336,144.89,144.318934,True,trailing_stop,LOSS,24,-46.703,-0.4385,2.9,2.0,0.968149564390931,0.18867924528300836,0.24035608308602813,1.0914,2.8513,0.9046,0.584,1.0461,0.584,1,0.9046,0.584,False,False,False,False,original,,2.9,1.0,0.508533,1.0,True,london,0
GBP_CAD,2017-08-03 12:00:00,2017-08-04 04:00:00,1.6515,1.651,1.638973,False,kijun_d1,LOSS,3,-7.424,-0.0399,4.3,2.0,0.12305474552449416,0.6597353497164428,0.23026315789475318,0.3848,0.5077,0.3848,0.5077,0.3848,0.5077,-1,0.3848,0.5077,False,False,True,False,original,,4.3,1.0,0.006263,1.14,False,london,0
GBP_NZD,2017-08-09 20:00:00,2017-08-11 16:00:00,1.76723,1.77544,1.756783,True,trailing_stop,WIN,10,74.8522,0.7859,3.9,2.0,0.4310158291199456,0.8056930693069186,0.0,0.3752,4.3188,0.3752,3.9838,0.3752,4.3188,1,0.3752,3.9838,False,False,False,False,original,,3.9,1.0,0.005224,0.88,True,newyork,0
AUD_CHF,2017-08-18 20:00:00,2017-08-25 20:00:00,0.76398,0.757555,0.757555,False,stoploss,LOSS,29,-104.6691,-1.0,3.0,2.0,0.02371653345973457,0.02061855670103082,0.0,2.1229,0.9805,0.2428,0.6506,0.5229,0.9805,1,0.2428,0.6506,False,False,False,False,original,,2.9,1.0,0.003213,1.07,True,newyork,0
EUR_CHF,2017-09-01 12:00:00,2017-09-05 04:00:00,1.14168,1.13979,1.135805,False,kijun_d1,LOSS,9,-34.7233,-0.3217,1.5,2.0,0.9142560342310233,0.0432692307692294,0.18153846153849076,1.5183,1.3719,0.926,1.3719,1.1268,1.3719,1,0.926,1.3719,False,False,False,False,original,,1.5,1.0,0.002938,0.9,True,london,0
USD_CHF,2017-09-04 08:00:00,2017-09-05 04:00:00,0.95611,0.95785,0.948652,False,kijun_d1,WIN,4,22.1245,0.2333,0.9,2.0,0.5382513820587391,0.9435028248587526,0.16600790513833194,0.2574,0.8287,0.2574,0.8287,0.2574,0.8287,1,0.2574,0.8287,False,False,False,False,original,,0.9,1.0,0.003729,1.25,False,london,0
