fold_id,pair,val_auc,n_val,n_pos,clean_rate
7,EUR_NZD,0.5315654487601492,1139,147,0.12906057945566285
7,EUR_USD,0.4111111111111111,1139,144,0.1264266900790167
7,GBP_AUD,0.5218573691939099,1139,227,0.199297629499561
7,GBP_CAD,0.39606187321241093,1139,248,0.2177348551360843
7,GBP_CHF,0.5193171608265947,1139,159,0.1395961369622476
7,GBP_JPY,0.5533112277793129,1139,105,0.09218612818261633
7,GBP_NZD,0.3265789309937154,1139,165,0.14486391571553994
7,GBP_USD,0.391254750165991,1139,142,0.12467076382791922
7,NZD_CAD,0.42828282828282827,1139,149,0.13081650570676032
7,NZD_CHF,0.36153296153296155,1139,140,0.12291483757682177
7,NZD_JPY,0.4696019545963555,1139,94,0.08252853380158033
7,NZD_USD,0.21059033989266548,1140,65,0.05701754385964912
7,USD_CAD,0.3644812649817066,1140,237,0.20789473684210527
7,USD_CHF,0.5409584487534627,1140,190,0.16666666666666666
7,USD_JPY,0.49304189435336976,1140,225,0.19736842105263158
