trade_id,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative
54,0.5847457627,12,0.1875543874,0.6
55,0.5454545455,4,0.4353941477,0.3529411765
56,0.4,1,0,0.05882352941
57,0.4642857143,8,0.1778921405,0.4255319149
58,0.6666666667,3,0.5454669939,0.3181818182
59,0.4736842105,11,0.1679299278,0.2957746479
60,0.5555555556,7,0.4769633897,0.33
61,1,2,0,0.7333333333
62,0.5267857143,21,0.376914365,0.5666666667
63,0.2,6,0.1607160814,0.488372093
64,0.5247524752,15,0.361976834,0.7583333333
65,0.5,6,0.132616743,0.2444444444
66,0.5238095238,7,0.149653148,0.1100917431
67,0.5066666667,7,0.3514397504,0.1188118812
68,0,0,0,0
69,1,1,0,0.1111111111
70,0.5377358491,8,0.6247088774,0.6666666667
71,0.5229357798,14,0.4976424532,0.9416666667
72,0.4931506849,12,0.6574108981,0.389380531
73,0.7142857143,7,0.5062972802,0.5555555556
74,0.5384615385,9,0.5912842827,0.375
75,0.5555555556,6,0.052034481,0.4615384615
76,0.3684210526,7,0.5696001724,0.40625
77,0.5212765957,10,0.6698263278,0.3
78,0,0,0,0
79,0.5178571429,26,0.255207463,0.55
80,0.4651162791,7,0.2735273223,0.2307692308
81,0,0,0,0
82,0.4814814815,10,0.3836756636,0.3529411765
83,0.5378151261,16,0.4894454815,0.7
84,0.5423728814,23,0.2146102785,0.5
85,0,0,0,0
86,0.4074074074,12,0.1711872735,0.5
87,0.4929577465,19,0.264351308,0.4494382022
88,0,0,0,0
89,0.5865384615,17,0.5039082051,0.8
90,0,2,0.3999450136,0.5416666667
91,0.6666666667,4,0.391160796,0.7142857143
92,0.5833333333,19,0.2404659742,0.8166666667
93,0.4957983193,22,0.1567318819,0.7916666667
94,0.5223880597,11,0.4431316322,0.8
95,0.4754098361,8,0.2761041087,0.4222222222
96,0.5192307692,8,1.205822723,0.4157303371
97,0.5166666667,20,0.3021276412,0.8
98,0.5,4,0.7954923875,0.7222222222
99,0.537037037,6,0.6049872176,0.3166666667
100,0.5111111111,20,0.322997464,0.7916666667
101,0.5,14,0.2388680005,0.925
102,0.4666666667,7,0.1943218298,0.2222222222
103,0.4179104478,15,0.55532419,0.6296296296
104,0.5294117647,24,0.689437988,0.975
105,0.6,7,0.160929858,0.225
106,0.375,1,0,0.3529411765
107,0.5365853659,14,0.3713985827,0.6333333333
108,0.5576923077,11,0.0811713459,0.7666666667
109,0.5393258427,19,0.208394655,0.3931623932
110,0.5315315315,12,0.2619107512,0.3833333333
111,0.527027027,7,0.5703929516,0.3304347826
112,0.4705882353,11,0.4840755083,0.487804878
113,0,0,0,0
114,0,0,0,0
115,0.4130434783,15,0.4321721949,0.6333333333
116,0.6,26,0.17565825,0.9333333333
117,0,0,0,0
118,0.5916666667,22,0.3684183813,0.9916666667
119,0.525,15,0.423272692,0.9916666667
120,0.5,3,0.3538619617,0.7
121,0.4545454545,5,0,0.04166666667
122,0.4252873563,12,0.2649697101,0.376146789
123,0.3333333333,3,0,0.8181818182
124,0,0,0,0
125,0.4473684211,10,0.2932874301,0.3958333333
126,0.4913793103,21,0.297248166,0.975
127,0.5593220339,12,0.3757276752,0.9333333333
128,0.5,24,0.3790287834,0.875
129,0.5740740741,6,0.4372271909,0.4912280702
130,0.55,29,0.529310546,0.85
131,0.4761904762,14,0.651791752,0.725
132,0.5294117647,10,0.8719213793,0.975
133,0.525,25,0.4819834716,1
134,0.6666666667,4,0.4054950027,0.347826087
135,0.5131578947,9,0.2371818144,0.1829268293
136,0.4561403509,7,0.231118415,0.6543209877
137,0.5583333333,11,0.4592395225,0.4833333333
138,0.4651162791,6,0.6938985867,0.275862069
139,0.3333333333,1,0,0.1428571429
140,0,1,0,0.5
141,0.3666666667,5,0.511604606,0.1166666667
142,0.5882352941,4,0,0.1538461538
143,0,0,0,0
144,0.5042735043,23,0.476219589,0.975
145,0.5185185185,7,0.5277530941,0.5142857143
146,0.5641025641,20,0.3528685007,0.675
147,0.75,2,0,0.2222222222
148,0.5,4,0.4510587724,0.3913043478
149,0.5555555556,3,0.1904919925,0.347826087
150,0.5526315789,4,0.7145043573,0.5573770492
151,0.5486725664,10,0.3994971068,0.2583333333
152,0,0,0,0
153,0.512195122,8,0.1498161782,0.1034482759
154,0.4,2,0.1925187969,0.1666666667
155,0.5280898876,12,0.2908724073,0.3366336634
156,0.6,1,0,0.625
157,0.5714285714,3,0.4587801797,0.5333333333
158,0.4444444444,7,0.4000522388,0.4210526316
159,0.4736842105,11,0.3752207797,0.5897435897
160,0.4957983193,19,0.3053966176,0.875
161,0.5826086957,12,0.7882679955,0.7166666667
162,0.8333333333,6,0,0.2051282051
163,0.55,4,0.5927378465,0.3157894737
164,0.625,8,0.0575175526,0.6
165,0.5454545455,3,0.7813610488,0.3243243243
166,0.3333333333,2,0,0.08695652174
167,0.575,20,0.3060954251,0.9416666667
168,0.25,2,0.2495585187,0.4
169,0.4951456311,9,0.6754078562,0.9166666667
170,0.3333333333,5,0.6085945837,0.358974359
171,0.575,21,0.2497403695,1
172,0.474137931,11,0.7532256865,0.9166666667
173,0.5566037736,28,0.147158514,0.9916666667
174,0,2,0,0.3333333333
175,0.5263157895,7,0.2390921922,0.8863636364
176,0.5,4,0.8057264077,0.7843137255
177,0.546875,9,0.1985257725,0.4623655914
178,0.568627451,23,0.1805286909,0.9833333333
179,0.5416666667,19,0.1939403646,0.3
180,0.5,2,0.5586332079,0.4150943396
181,0.5652173913,7,0.2803111056,0.3404255319
182,0.4861111111,17,0.3523895516,0.375
183,0.475,12,0.433463914,0.5083333333
184,0,0,0,0
185,0.6,42,0.2686944521,0.9666666667
186,0.5588235294,8,0.1871271008,0.6888888889
187,0.5353535354,12,0.3078952622,0.5333333333
