trade_id,pair,signal_time,entry_time,entry_price,initial_sl_price,exit_time,exit_price,exit_reason,bars_held,final_r,mfe_r,mae_r,time_to_peak_mfe,spread_pips_entry,spread_pips_exit,calendar_year
114,EUR_JPY,2021-07-07 18:00:00,2021-07-07 19:00:00,130.569,130.2251589,2021-07-08 04:00:00,130.2241589,stoploss,10,-1.00290832,0.3984398521,-1.099344993,2,0.2,0.2,2021
115,CAD_JPY,2021-07-08 09:00:00,2021-07-08 10:00:00,87.8015,87.4644217,2021-07-08 10:00:00,87.4639217,stoploss,1,-1.001483335,0.1171834558,-1.167384553,0,0.1,0.1,2021
116,CAD_JPY,2021-07-08 11:00:00,2021-07-08 12:00:00,87.4245,87.04256004,2021-07-15 12:00:00,87.7485,time_exit,120,0.848300864,3.378803287,-0.8391371201,65,0.1,0.1,2021
117,EUR_NZD,2021-07-12 00:00:00,2021-07-12 01:00:00,1.694965,1.689615138,2021-07-14 05:00:00,1.689580138,stoploss,53,-1.006542225,2.000986324,-3.247747537,12,1.1,0.7,2021
118,NZD_JPY,2021-07-12 00:00:00,2021-07-12 01:00:00,76.996,76.67499447,2021-07-12 10:00:00,76.67399447,stoploss,10,-1.003115211,0.7819179878,-1.090323887,0,0.4,0.2,2021
119,NZD_JPY,2021-07-12 11:00:00,2021-07-12 12:00:00,76.76,76.43972131,2021-07-13 15:00:00,76.43872131,stoploss,28,-1.003122281,1.917080378,-1.014741243,18,0.2,0.2,2021
120,EUR_NZD,2021-07-15 00:00:00,2021-07-15 01:00:00,1.68122,1.675689932,2021-07-22 01:00:00,1.691685,time_exit,120,1.892381884,5.150027334,-0.5967377178,84,1,1.9,2021
121,NZD_JPY,2021-07-15 00:00:00,2021-07-15 01:00:00,77.393,77.10271028,2021-07-15 04:00:00,77.10171028,stoploss,4,-1.003444834,0.2342487342,-1.205692014,0,0.6,0.2,2021
122,USD_CAD,2021-07-15 00:00:00,2021-07-15 01:00:00,1.25104,1.247156992,2021-07-22 01:00:00,1.25624,time_exit,120,1.339168136,7.633258376,-0.2343544238,60,0.2,0.4,2021
123,NZD_JPY,2021-07-15 05:00:00,2021-07-15 06:00:00,76.908,76.59415027,2021-07-15 20:00:00,76.59315027,stoploss,15,-1.003186238,0.9080778738,-1.188466831,3,0.2,0.2,2021
124,CAD_JPY,2021-07-15 13:00:00,2021-07-15 14:00:00,87.8415,87.57323428,2021-07-15 16:00:00,87.57273428,stoploss,3,-1.001863824,0.07641677074,-1.526471591,0,0.1,0.1,2021
125,CAD_JPY,2021-07-15 17:00:00,2021-07-15 18:00:00,87.6815,87.39119156,2021-07-15 20:00:00,87.39069156,stoploss,3,-1.001722306,0.1808421385,-1.889369771,0,0.1,0.1,2021
