pair,bar_time,swing_low_N,low,close,sweep_atr,reclaim_ratio,fired_signal
EUR_NZD,2022-04-04 00:00:00,1.59022,1.5887,1.59647,0.2503738927,4.111842105,1
GBP_CAD,2022-04-04 16:00:00,1.63607,1.63502,1.63753,0.2559987404,1.39047619,1
EUR_AUD,2022-04-05 16:00:00,1.43537,1.43202,1.4378,0.5419756713,0.7253731343,1
USD_CAD,2022-04-05 16:00:00,1.24315,1.24028,1.24676,0.9272798469,1.257839721,1
EUR_USD,2022-04-06 08:00:00,1.08908,1.08742,1.09232,0.5590411714,1.951807229,1
GBP_USD,2022-04-06 08:00:00,1.30569,1.30454,1.30972,0.3568042466,3.504347826,1
AUD_CAD,2022-04-08 16:00:00,0.93829,0.93651,0.93867,0.6465146906,0.2134831461,0
AUD_USD,2022-04-08 16:00:00,0.7449,0.74263,0.74605,0.8176172343,0.5066079295,1
NZD_CAD,2022-04-08 16:00:00,0.86162,0.86028,0.8619,0.5132562843,0.2089552239,0
NZD_USD,2022-04-08 16:00:00,0.68409,0.68222,0.68502,0.7102101347,0.4973262032,0
GBP_CHF,2022-04-11 00:00:00,1.21462,1.2133,1.2176,0.4421931493,2.257575758,1
NZD_CAD,2022-04-11 00:00:00,0.85994,0.85782,0.86078,0.7910115419,0.3962264151,0
NZD_JPY,2022-04-11 00:00:00,84.971,84.706,85.127,0.7303581147,0.5886792453,1
NZD_USD,2022-04-11 04:00:00,0.68222,0.68132,0.68359,0.3577583929,1.522222222,1
EUR_NZD,2022-04-13 04:00:00,1.57382,1.56964,1.58862,0.5982860517,3.540669856,1
GBP_NZD,2022-04-13 04:00:00,1.89085,1.88497,1.9069,0.7972937751,2.729591837,1
GBP_USD,2022-04-13 08:00:00,1.29822,1.29732,1.30068,0.2801659369,2.733333333,1
AUD_CAD,2022-04-14 12:00:00,0.93408,0.93251,0.93528,0.610368234,0.7643312102,1
USD_CAD,2022-04-14 12:00:00,1.25412,1.2521,1.25807,0.5745128422,1.955445545,1
EUR_CAD,2022-04-14 16:00:00,1.36279,1.35547,1.3652,1.679400179,0.3292349727,0
EUR_GBP,2022-04-14 16:00:00,0.82798,0.82496,0.82836,1.63304116,0.1258278146,0
EUR_AUD,2022-04-20 08:00:00,1.45717,1.45562,1.45833,0.3522102577,0.7483870968,1
AUD_CAD,2022-04-22 08:00:00,0.92345,0.92255,0.92522,0.3207246554,1.966666667,1
CAD_JPY,2022-04-22 16:00:00,101.187,100.935,101.378,0.5717921109,0.7579365079,1
AUD_CHF,2022-04-25 08:00:00,0.68638,0.68504,0.68758,0.4508377287,0.8955223881,1
AUD_USD,2022-04-25 08:00:00,0.71639,0.71501,0.71719,0.4056986162,0.5797101449,1
NZD_CHF,2022-04-25 08:00:00,0.63141,0.6307,0.63423,0.2705866428,3.971830986,1
NZD_JPY,2022-04-25 08:00:00,84.668,84.322,84.754,0.7581331055,0.2485549133,0
NZD_USD,2022-04-25 08:00:00,0.65904,0.65818,0.66152,0.2861534268,2.88372093,1
CAD_CHF,2022-04-26 16:00:00,0.74805,0.74713,0.75161,0.3012982088,3.869565217,1
EUR_JPY,2022-04-26 16:00:00,135.773,135.398,135.93,0.5156930585,0.4186666667,0
USD_JPY,2022-04-26 16:00:00,127.179,127.022,127.525,0.2635834613,2.203821656,1
GBP_CAD,2022-04-26 20:00:00,1.61216,1.61068,1.6125,0.2939106969,0.2297297297,0
CHF_JPY,2022-04-27 00:00:00,132.139,131.922,132.498,0.3744966498,1.65437788,1
EUR_JPY,2022-04-27 00:00:00,135.292,135.09,135.764,0.2803948729,2.336633663,1
GBP_CHF,2022-04-27 00:00:00,1.20945,1.20782,1.21112,0.3783376915,1.024539877,1
GBP_JPY,2022-04-27 00:00:00,159.953,159.614,160.44,0.3614476231,1.436578171,1
GBP_USD,2022-04-27 00:00:00,1.25712,1.25598,1.25811,0.2537050565,0.8684210526,1
NZD_JPY,2022-04-27 00:00:00,83.451,83.314,83.756,0.259317648,2.226277372,1
EUR_USD,2022-04-27 16:00:00,1.05453,1.05146,1.05628,0.7656380806,0.5700325733,1
GBP_CAD,2022-04-27 16:00:00,1.6086,1.6062,1.6099,0.4642228456,0.5416666667,1
NZD_CAD,2022-04-28 08:00:00,0.83297,0.83143,0.83488,0.4796029607,1.24025974,1
AUD_USD,2022-04-28 16:00:00,0.70748,0.7055,0.71014,0.4571467963,1.343434343,1
NZD_CHF,2022-04-28 16:00:00,0.62895,0.62811,0.63057,0.3020650003,1.928571429,1
EUR_AUD,2022-04-29 08:00:00,1.47175,1.46945,1.47896,0.3372313342,3.134782609,1
GBP_AUD,2022-04-29 08:00:00,1.74842,1.74586,1.75655,0.3642740679,3.17578125,1
CHF_JPY,2022-05-04 20:00:00,132.18,132.007,132.757,0.3503110913,3.335260116,1
GBP_JPY,2022-05-04 20:00:00,162.178,161.779,162.966,0.596399406,1.974937343,1
GBP_USD,2022-05-04 20:00:00,1.2467,1.24514,1.26246,0.2709703492,10.1025641,1
CAD_JPY,2022-05-10 04:00:00,99.745,99.602,100.358,0.2975284188,4.286713287,1
CHF_JPY,2022-05-10 12:00:00,130.796,130.435,131.125,0.6382138654,0.9113573407,1
USD_JPY,2022-05-11 12:00:00,129.794,129.585,130.747,0.4015315653,4.559808612,1
AUD_JPY,2022-05-12 00:00:00,89.745,89.546,90.018,0.3075029758,1.371859296,1
AUD_CHF,2022-05-12 12:00:00,0.68446,0.68306,0.68507,0.3808466922,0.4357142857,0
AUD_USD,2022-05-12 12:00:00,0.68698,0.68518,0.68732,0.3638894581,0.1888888889,0
GBP_CAD,2022-05-12 12:00:00,1.58656,1.58465,1.59141,0.3352182687,2.539267016,1
AUD_CAD,2022-05-12 16:00:00,0.89362,0.89219,0.89474,0.3448038225,0.7832167832,1
NZD_JPY,2022-05-12 16:00:00,79.968,79.453,80.143,0.872827719,0.3398058252,0
NZD_CAD,2022-05-13 00:00:00,0.81214,0.81077,0.81274,0.4394568852,0.4379562044,0
EUR_NZD,2022-05-16 00:00:00,1.65456,1.65069,1.65555,0.4763089093,0.2558139535,0
EUR_GBP,2022-05-16 04:00:00,0.84805,0.8471,0.84958,0.3534717323,1.610526316,1
EUR_CHF,2022-05-19 12:00:00,1.02478,1.02294,1.0262,0.4540870953,0.7717391304,1
GBP_CHF,2022-05-19 12:00:00,1.20974,1.20707,1.21041,0.4603435648,0.2509363296,0
USD_CAD,2022-05-19 16:00:00,1.27948,1.27825,1.28199,0.2813333608,2.040650407,1
USD_CHF,2022-05-19 20:00:00,0.97091,0.96971,0.9728,0.2914853929,1.575,1
CAD_CHF,2022-05-20 00:00:00,0.75729,0.75522,0.75877,0.5865373579,0.7149758454,1
EUR_AUD,2022-05-23 08:00:00,1.49148,1.48842,1.49865,0.4214316802,2.343137255,1
GBP_CHF,2022-05-24 16:00:00,1.20131,1.19852,1.20402,0.5053809515,0.9713261649,1
GBP_CAD,2022-05-31 08:00:00,1.59783,1.59438,1.59813,0.785532021,0.08695652174,0
EUR_AUD,2022-05-31 12:00:00,1.49189,1.48756,1.49392,0.8923545316,0.4688221709,0
EUR_CAD,2022-05-31 16:00:00,1.35388,1.35041,1.35565,0.8900738414,0.5100864553,1
GBP_CAD,2022-05-31 16:00:00,1.59173,1.58927,1.59428,0.5086152052,1.036585366,1
NZD_CAD,2022-05-31 16:00:00,0.8219,0.8208,0.82351,0.3911071007,1.463636364,1
USD_CAD,2022-06-01 16:00:00,1.26181,1.26062,1.26523,0.372184698,2.87394958,1
AUD_USD,2022-06-02 08:00:00,0.71494,0.71408,0.71919,0.2701472818,4.941860465,1
EUR_CHF,2022-06-02 08:00:00,1.02374,1.02183,1.02651,0.6417881505,1.45026178,1
GBP_CHF,2022-06-02 08:00:00,1.20027,1.19719,1.2045,0.7376933823,1.373376623,1
NZD_CHF,2022-06-02 08:00:00,0.62162,0.62083,0.62456,0.2848086822,3.721518987,1
EUR_AUD,2022-06-03 00:00:00,1.47836,1.4763,1.48088,0.4263620314,1.223300971,1
GBP_NZD,2022-06-06 00:00:00,1.9142,1.91225,1.91898,0.3535267619,2.451282051,1
EUR_CAD,2022-06-06 16:00:00,1.34436,1.34222,1.34527,0.6693800547,0.4252336449,0
AUD_CAD,2022-06-07 04:00:00,0.9034,0.90227,0.90565,0.4073354313,1.991150442,1
GBP_CAD,2022-06-07 08:00:00,1.5712,1.56812,1.57399,0.7110540147,0.9058441558,1
GBP_USD,2022-06-07 08:00:00,1.24693,1.24301,1.24941,0.9065683717,0.6326530612,1
AUD_USD,2022-06-10 00:00:00,0.70934,0.70847,0.70991,0.2680397566,0.6551724138,1
CAD_JPY,2022-06-10 16:00:00,104.799,104.601,105.109,0.4192014731,1.565656566,1
CHF_JPY,2022-06-10 16:00:00,135.731,135.462,135.832,0.5069422629,0.375464684,0
AUD_CHF,2022-06-13 04:00:00,0.69363,0.69256,0.69429,0.369683224,0.6168224299,1
AUD_NZD,2022-06-13 04:00:00,1.10667,1.10588,1.10823,0.374650964,1.974683544,1
GBP_CHF,2022-06-13 04:00:00,1.21422,1.21301,1.21495,0.3158633762,0.6033057851,1
NZD_USD,2022-06-13 04:00:00,0.6332,0.63208,0.63347,0.388253991,0.2410714286,0
GBP_CAD,2022-06-13 16:00:00,1.56343,1.56018,1.56562,0.6176661801,0.6738461538,1
GBP_USD,2022-06-14 20:00:00,1.19893,1.1934,1.19972,0.8978319703,0.1428571429,0
NZD_USD,2022-06-14 20:00:00,0.62074,0.61966,0.62168,0.3269283974,0.8703703704,1
EUR_USD,2022-06-15 20:00:00,1.038,1.03591,1.04423,0.4046766125,2.980861244,1
GBP_JPY,2022-06-16 12:00:00,161.339,159.995,162.278,1.242856163,0.6986607143,1
AUD_JPY,2022-06-16 16:00:00,92.288,91.962,92.788,0.5255719964,1.533742331,1
AUD_NZD,2022-06-20 00:00:00,1.09783,1.09622,1.09938,0.5031349528,0.9627329193,1
GBP_CAD,2022-06-22 08:00:00,1.58397,1.57993,1.58651,0.7545871026,0.6287128713,1
GBP_CHF,2022-06-23 08:00:00,1.17641,1.17418,1.18058,0.4855745529,1.869955157,1
AUD_CHF,2022-06-24 00:00:00,0.66043,0.65864,0.66377,0.5308992386,1.865921788,1
USD_CHF,2022-06-24 16:00:00,0.95453,0.95218,0.9583,0.5517517033,1.604255319,1
EUR_CAD,2022-06-28 16:00:00,1.35248,1.35137,1.35353,0.2636781327,0.9459459459,1
NZD_CAD,2022-06-29 00:00:00,0.8025,0.8016,0.8031,0.3353160205,0.6666666667,1
EUR_USD,2022-06-29 08:00:00,1.05008,1.04854,1.05103,0.4634454238,0.6168831169,1
AUD_USD,2022-06-29 12:00:00,0.68743,0.68618,0.68861,0.4091187151,0.944,1
NZD_USD,2022-06-29 12:00:00,0.62194,0.62085,0.62255,0.3911651352,0.5596330275,1
EUR_GBP,2022-06-30 16:00:00,0.85725,0.85508,0.86079,0.8506070569,1.631336406,1
EUR_NZD,2022-06-30 16:00:00,1.66844,1.66641,1.67681,0.2763784987,4.123152709,1
NZD_JPY,2022-06-30 16:00:00,84.514,84.394,84.807,0.2946075524,2.441666667,1
AUD_JPY,2022-07-01 08:00:00,92.03,91.858,92.27,0.3172864583,1.395348837,1
CAD_JPY,2022-07-01 08:00:00,104.447,104.259,104.924,0.382423499,2.537234043,1
CHF_JPY,2022-07-01 08:00:00,141.044,140.83,141.428,0.3456899278,1.794392523,1
EUR_JPY,2022-07-01 08:00:00,141.023,140.827,141.723,0.2845492305,3.571428571,1
GBP_JPY,2022-07-01 08:00:00,163.503,163.261,163.977,0.3427186168,1.958677686,1
USD_JPY,2022-07-01 08:00:00,134.979,134.742,135.509,0.4659329042,2.23628692,1
GBP_CAD,2022-07-01 16:00:00,1.55475,1.54967,1.55586,0.9682619211,0.218503937,0
GBP_USD,2022-07-01 16:00:00,1.2004,1.19759,1.20459,0.5576811361,1.491103203,1
EUR_CAD,2022-07-05 12:00:00,1.33092,1.32947,1.33732,0.3261451208,4.413793103,1
EUR_AUD,2022-07-06 04:00:00,1.50822,1.50551,1.50878,0.4300212291,0.2066420664,0
NZD_USD,2022-07-11 16:00:00,0.61096,0.60969,0.61203,0.4054579126,0.842519685,1
EUR_CHF,2022-07-12 08:00:00,0.98493,0.98356,0.98572,0.4950178077,0.5766423358,1
EUR_NZD,2022-07-13 00:00:00,1.6368,1.63534,1.63849,0.2688289543,1.157534247,1
EUR_GBP,2022-07-13 08:00:00,0.8426,0.8403,0.84408,0.9442818396,0.6434782609,1
EUR_CAD,2022-07-13 16:00:00,1.30342,1.29709,1.30551,1.307323411,0.3301737757,0
NZD_CAD,2022-07-13 16:00:00,0.79404,0.79059,0.79651,1.124795614,0.715942029,1
EUR_AUD,2022-07-14 08:00:00,1.47881,1.47628,1.48683,0.3987991519,3.169960474,1
GBP_AUD,2022-07-14 08:00:00,1.75027,1.74684,1.75715,0.4948910457,2.005830904,1
AUD_USD,2022-07-14 16:00:00,0.67069,0.66814,0.6719,0.5983569616,0.4745098039,0
CAD_CHF,2022-07-14 16:00:00,0.74736,0.74658,0.7501,0.2613196416,3.512820513,1
USD_CHF,2022-07-18 04:00:00,0.97466,0.97366,0.97606,0.3025422862,1.4,1
USD_JPY,2022-07-22 00:00:00,137.299,137.022,137.36,0.6040748021,0.2202166065,0
USD_CAD,2022-07-22 16:00:00,1.28529,1.2822,1.28763,0.8387714132,0.7572815534,1
EUR_GBP,2022-07-27 12:00:00,0.84046,0.83978,0.84192,0.3055003758,2.147058824,1
NZD_CHF,2022-07-27 16:00:00,0.59785,0.59693,0.59842,0.4764956351,0.6195652174,1
USD_CHF,2022-07-29 08:00:00,0.9514,0.95016,0.95255,0.3922680346,0.9274193548,1
CAD_CHF,2022-07-29 12:00:00,0.74254,0.74144,0.74514,0.4602712186,2.363636364,1
AUD_CAD,2022-07-29 16:00:00,0.89007,0.88792,0.89399,0.6775403847,1.823255814,1
USD_CAD,2022-08-01 12:00:00,1.27797,1.27672,1.27854,0.3781809953,0.456,0
EUR_NZD,2022-08-04 12:00:00,1.61404,1.61217,1.61846,0.3306808982,2.363636364,1
AUD_USD,2022-08-05 16:00:00,0.68836,0.68695,0.69132,0.4304990086,2.09929078,1
GBP_USD,2022-08-05 16:00:00,1.20254,1.20032,1.20774,0.4035194183,2.342342342,1
NZD_CHF,2022-08-09 16:00:00,0.59814,0.59763,0.59869,0.2642537163,1.078431373,1
AUD_CHF,2022-08-10 12:00:00,0.66184,0.66081,0.66493,0.4788385322,3,1
EUR_CHF,2022-08-10 12:00:00,0.97099,0.97033,0.97351,0.3146227989,3.818181818,1
GBP_CHF,2022-08-10 12:00:00,1.14932,1.14746,1.15218,0.5866612629,1.537634409,1
EUR_NZD,2022-08-10 20:00:00,1.6056,1.60406,1.60874,0.258301331,2.038961039,1
USD_CHF,2022-08-11 16:00:00,0.9382,0.93706,0.93952,0.3496151627,1.157894737,1
GBP_USD,2022-08-15 12:00:00,1.2066,1.20502,1.2089,0.3518421436,1.455696203,1
EUR_USD,2022-08-16 12:00:00,1.01341,1.01225,1.01436,0.3728117575,0.8189655172,1
NZD_CAD,2022-08-17 04:00:00,0.81401,0.81297,0.81645,0.3928420093,2.346153846,1
EUR_GBP,2022-08-17 08:00:00,0.83979,0.83876,0.84056,0.59890737,0.7475728155,1
AUD_CHF,2022-08-17 16:00:00,0.65989,0.65855,0.66017,0.5380466878,0.2089552239,0
AUD_USD,2022-08-18 08:00:00,0.69109,0.68991,0.69375,0.3569994939,2.254237288,1
GBP_AUD,2022-08-22 12:00:00,1.70976,1.70565,1.71155,0.7600652399,0.4355231144,0
GBP_CAD,2022-08-22 12:00:00,1.53353,1.53146,1.53552,0.5119553988,0.961352657,1
EUR_CHF,2022-08-23 08:00:00,0.95711,0.95522,0.95987,0.8368119762,1.46031746,1
GBP_JPY,2022-08-23 08:00:00,161.158,160.802,161.6,0.6017719826,1.241573034,1
GBP_NZD,2022-08-23 08:00:00,1.90043,1.89839,1.90385,0.3435967184,1.676470588,1
GBP_USD,2022-08-23 08:00:00,1.17418,1.17172,1.17774,0.5570913782,1.447154472,1
EUR_JPY,2022-08-24 12:00:00,135.662,135.516,135.888,0.2888069599,1.547945205,1
USD_CHF,2022-08-26 16:00:00,0.96031,0.95778,0.96516,0.8019248954,1.916996047,1
AUD_CHF,2022-08-29 12:00:00,0.6634,0.66238,0.66746,0.4095694808,3.980392157,1
CAD_CHF,2022-08-29 12:00:00,0.74028,0.73901,0.74286,0.6251290491,2.031496063,1
GBP_CHF,2022-08-29 12:00:00,1.12976,1.12839,1.13342,0.4214306071,2.671532847,1
NZD_CHF,2022-08-29 12:00:00,0.59139,0.5903,0.5945,0.5119389553,2.853211009,1
GBP_AUD,2022-08-30 12:00:00,1.6886,1.68728,1.69275,0.2570230036,3.143939394,1
GBP_NZD,2022-08-31 16:00:00,1.89491,1.89272,1.89665,0.4048154195,0.7945205479,1
AUD_CAD,2022-09-05 00:00:00,0.89166,0.88999,0.89234,0.5595063902,0.4071856287,0
EUR_CAD,2022-09-05 00:00:00,1.30333,1.30191,1.30371,0.3157633813,0.2676056338,0
EUR_CAD,2022-09-05 08:00:00,1.30191,1.29995,1.30472,0.4300220868,1.433673469,1
EUR_CHF,2022-09-05 08:00:00,0.97297,0.97115,0.97466,0.5498616937,0.9285714286,1
EUR_NZD,2022-09-05 08:00:00,1.62611,1.62318,1.62836,0.4712616014,0.7679180887,1
EUR_USD,2022-09-05 08:00:00,0.99008,0.98781,0.99111,0.5347692121,0.4537444934,0
GBP_CAD,2022-09-05 08:00:00,1.5069,1.50574,1.51264,0.2675258028,4.948275862,1
GBP_CHF,2022-09-05 08:00:00,1.12581,1.12479,1.13001,0.2772581287,4.117647059,1
GBP_JPY,2022-09-05 08:00:00,160.812,160.664,161.482,0.295087368,4.527027027,1
GBP_USD,2022-09-05 08:00:00,1.14568,1.14436,1.14902,0.298816471,2.53030303,1
EUR_USD,2022-09-06 16:00:00,0.98781,0.9864,0.99086,0.3401212025,2.163120567,1
AUD_CHF,2022-09-07 04:00:00,0.66137,0.66068,0.6616,0.2757418728,0.3333333333,0
CAD_CHF,2022-09-09 12:00:00,0.73605,0.7352,0.7369,0.3469568473,1,1
USD_CHF,2022-09-09 12:00:00,0.95622,0.95474,0.96008,0.3543425903,2.608108108,1
NZD_CHF,2022-09-12 00:00:00,0.58571,0.58494,0.58618,0.3562976142,0.6103896104,1
USD_CAD,2022-09-13 12:00:00,1.29637,1.29538,1.30722,0.2573397138,10.95959596,1
NZD_USD,2022-09-16 00:00:00,0.5964,0.59551,0.59652,0.2939827076,0.1348314607,0
NZD_JPY,2022-09-19 16:00:00,85.154,85.047,85.236,0.3077035387,0.7663551402,1
NZD_USD,2022-09-19 16:00:00,0.59404,0.59293,0.5951,0.390438882,0.954954955,1
EUR_CAD,2022-09-21 20:00:00,1.32199,1.31799,1.32441,0.9519661683,0.605,1
GBP_CAD,2022-09-21 20:00:00,1.51027,1.50901,1.51715,0.2877088639,5.46031746,1
AUD_JPY,2022-09-22 04:00:00,95.097,94.745,95.609,0.7611069356,1.454545455,1
CAD_JPY,2022-09-22 04:00:00,106.732,106.264,107.245,0.992714413,1.096153846,1
EUR_JPY,2022-09-22 04:00:00,141.5,141.136,142.336,0.5468278749,2.296703297,1
GBP_JPY,2022-09-22 04:00:00,161.934,161.45,162.804,0.6488439049,1.797520661,1
AUD_CHF,2022-09-22 08:00:00,0.63609,0.63406,0.64786,0.5524953524,5.798029557,1
CAD_CHF,2022-09-22 08:00:00,0.71395,0.71159,0.72465,0.6813051462,4.533898305,1
EUR_CHF,2022-09-22 08:00:00,0.94773,0.94642,0.96237,0.3033061739,11.17557252,1
GBP_CHF,2022-09-22 08:00:00,1.08388,1.08123,1.10332,0.489101194,7.335849057,1
NZD_CHF,2022-09-22 08:00:00,0.56177,0.55971,0.57201,0.648900421,4.970873786,1
EUR_USD,2022-09-23 12:00:00,0.97511,0.97362,0.97556,0.3352351568,0.3020134228,0
GBP_AUD,2022-09-26 04:00:00,1.60199,1.59564,1.62254,0.4954058127,3.236220472,1
GBP_NZD,2022-09-26 04:00:00,1.82501,1.82073,1.84359,0.3143521297,4.341121495,1
AUD_CAD,2022-09-28 08:00:00,0.87915,0.87814,0.88112,0.32273616,1.95049505,1
AUD_JPY,2022-09-28 08:00:00,92.319,92.126,92.438,0.364406094,0.6165803109,1
AUD_USD,2022-09-28 08:00:00,0.63803,0.63631,0.63877,0.4235061402,0.4302325581,0
AUD_NZD,2022-09-30 00:00:00,1.13476,1.13292,1.1352,0.5546395616,0.2391304348,0
USD_CAD,2022-10-04 08:00:00,1.35972,1.3568,1.36157,0.4742154894,0.6335616438,1
AUD_CAD,2022-10-04 20:00:00,0.87674,0.87504,0.87833,0.396830054,0.9352941176,1
CAD_CHF,2022-10-07 00:00:00,0.71878,0.71773,0.72035,0.3889449166,1.495238095,1
EUR_USD,2022-10-07 08:00:00,0.9785,0.97657,0.98017,0.3999754921,0.8652849741,1
NZD_CHF,2022-10-07 08:00:00,0.55887,0.5576,0.55996,0.3776198183,0.8582677165,1
NZD_USD,2022-10-07 08:00:00,0.56399,0.56272,0.56537,0.2882824479,1.086614173,1
GBP_JPY,2022-10-07 20:00:00,161.041,160.771,161.255,0.254974213,0.7925925926,1
AUD_CHF,2022-10-10 00:00:00,0.63222,0.63103,0.6327,0.3771753933,0.4033613445,0
AUD_JPY,2022-10-10 00:00:00,92.406,92.227,92.603,0.3424070779,1.100558659,1
AUD_USD,2022-10-10 00:00:00,0.63544,0.63424,0.63648,0.2852435121,0.8666666667,1
GBP_USD,2022-10-11 08:00:00,1.1018,1.09983,1.10441,0.2707346251,1.324873096,1
AUD_CHF,2022-10-11 12:00:00,0.62583,0.62434,0.62809,0.4662615503,1.516778523,1
GBP_NZD,2022-10-12 08:00:00,1.96069,1.9576,1.97299,0.2877608683,3.980582524,1
AUD_NZD,2022-10-13 12:00:00,1.11736,1.11523,1.11952,0.7041850868,1.014084507,1
EUR_GBP,2022-10-17 16:00:00,0.86088,0.85791,0.86383,0.6741054564,0.9932659933,1
AUD_NZD,2022-10-19 12:00:00,1.1071,1.10592,1.10876,0.4168348963,1.406779661,1
GBP_NZD,2022-10-19 12:00:00,1.98076,1.97608,1.98496,0.4241701467,0.8974358974,1
GBP_AUD,2022-10-20 12:00:00,1.78211,1.77659,1.78876,0.6473669297,1.204710145,1
GBP_CAD,2022-10-20 12:00:00,1.53922,1.53648,1.54505,0.3803918892,2.127737226,1
EUR_USD,2022-10-21 12:00:00,0.97526,0.97048,0.9758,1.165585953,0.1129707113,0
CHF_JPY,2022-10-24 00:00:00,146.486,146.223,148.819,0.2673652481,8.870722433,1
EUR_GBP,2022-10-24 00:00:00,0.86738,0.86593,0.86942,0.390532828,1.406896552,1
EUR_JPY,2022-10-24 00:00:00,144.117,143.724,146.467,0.3752803326,5.979643766,1
EUR_NZD,2022-10-24 00:00:00,1.70976,1.7068,1.70996,0.3498985814,0.06756756757,0
USD_CAD,2022-10-24 00:00:00,1.36298,1.36062,1.36692,0.3733790442,1.669491525,1
USD_JPY,2022-10-24 00:00:00,146.186,145.539,148.72,0.5983948295,3.916537867,1
USD_JPY,2022-10-27 08:00:00,145.539,145.108,145.95,0.5782569565,0.9535962877,1
EUR_AUD,2022-11-01 04:00:00,1.53911,1.5367,1.54449,0.3748292127,2.232365145,1
GBP_NZD,2022-11-01 12:00:00,1.9613,1.95715,1.9629,0.4654370809,0.3855421687,0
AUD_NZD,2022-11-01 16:00:00,1.09344,1.09216,1.09469,0.3812004626,0.9765625,1
CHF_JPY,2022-11-02 20:00:00,147.16,146.92,147.334,0.4478991791,0.725,1
EUR_NZD,2022-11-02 20:00:00,1.67912,1.67705,1.68513,0.2802092989,2.903381643,1
GBP_AUD,2022-11-02 20:00:00,1.78488,1.78085,1.79301,0.5299902416,2.017369727,1
GBP_NZD,2022-11-02 20:00:00,1.9512,1.94585,1.95586,0.6096071187,0.8710280374,1
USD_JPY,2022-11-02 20:00:00,146.831,145.676,147.789,1.582422006,0.8294372294,1
AUD_USD,2022-11-03 00:00:00,0.63478,0.63249,0.63537,0.5611288105,0.2576419214,0
EUR_CHF,2022-11-03 00:00:00,0.98447,0.98295,0.98458,0.600680592,0.07236842105,0
GBP_CHF,2022-11-03 00:00:00,1.14194,1.14023,1.14296,0.4563026112,0.5964912281,1
EUR_CAD,2022-11-03 12:00:00,1.34172,1.3407,1.3435,0.2577792673,1.745098039,1
EUR_JPY,2022-11-03 16:00:00,144.185,144.034,144.532,0.2726631994,2.298013245,1
GBP_JPY,2022-11-03 16:00:00,165.315,165.091,165.727,0.267026837,1.839285714,1
NZD_CHF,2022-11-10 08:00:00,0.57706,0.57598,0.57879,0.4670976618,1.601851852,1
EUR_CHF,2022-11-10 12:00:00,0.98391,0.98246,0.9881,0.5305019028,2.889655172,1
CHF_JPY,2022-11-11 12:00:00,145.485,144.579,146.777,1.073864921,1.426048565,1
USD_CHF,2022-11-15 12:00:00,0.93801,0.93567,0.93981,0.4279980359,0.7692307692,1
CHF_JPY,2022-11-18 08:00:00,146.827,146.679,147.179,0.2503386587,2.378378378,1
AUD_NZD,2022-11-21 00:00:00,1.08338,1.08253,1.08365,0.3143826918,0.3176470588,0
AUD_CHF,2022-11-22 16:00:00,0.63101,0.63019,0.63203,0.333402699,1.243902439,1
USD_CHF,2022-11-23 08:00:00,0.94982,0.94889,0.9513,0.3053631648,1.591397849,1
USD_CAD,2022-11-24 04:00:00,1.33373,1.3328,1.33458,0.2504733174,0.9139784946,1
EUR_JPY,2022-11-28 08:00:00,143.216,143.046,143.941,0.2895211117,4.264705882,1
NZD_JPY,2022-11-28 08:00:00,85.776,85.65,85.799,0.363713179,0.1825396825,0
GBP_AUD,2022-11-29 12:00:00,1.78386,1.7797,1.78499,0.6718660874,0.2716346154,0
GBP_NZD,2022-11-29 12:00:00,1.92416,1.92094,1.92844,0.4927255839,1.329192547,1
EUR_NZD,2022-11-30 12:00:00,1.65976,1.65777,1.66526,0.3271072443,2.763819095,1
EUR_AUD,2022-12-01 08:00:00,1.52993,1.52732,1.53396,0.414813936,1.544061303,1
GBP_AUD,2022-12-01 08:00:00,1.77276,1.77044,1.78499,0.3270865337,5.271551724,1
GBP_JPY,2022-12-01 08:00:00,164.851,164.517,165.648,0.4153781038,2.386227545,1
CHF_JPY,2022-12-01 12:00:00,144.265,143.988,144.69,0.4493338343,1.534296029,1
AUD_NZD,2022-12-06 04:00:00,1.05887,1.05617,1.06426,0.803905242,1.996296296,1
USD_JPY,2022-12-09 04:00:00,135.962,135.766,136.159,0.2984686756,1.005102041,1
CAD_CHF,2022-12-09 16:00:00,0.68383,0.68325,0.6849,0.2565013059,1.844827586,1
USD_CHF,2022-12-13 16:00:00,0.92443,0.92316,0.92962,0.321234343,4.086614173,1
NZD_CHF,2022-12-14 20:00:00,0.59465,0.59328,0.59626,0.6059917083,1.175182482,1
AUD_CAD,2022-12-15 12:00:00,0.91867,0.91681,0.92114,0.4952303647,1.327956989,1
NZD_CAD,2022-12-15 12:00:00,0.8648,0.86336,0.86963,0.3771084347,3.354166667,1
CAD_CHF,2022-12-15 16:00:00,0.68016,0.67866,0.68126,0.5787710217,0.7333333333,1
AUD_CHF,2022-12-16 08:00:00,0.62089,0.61985,0.62155,0.398920067,0.6346153846,1
AUD_JPY,2022-12-19 00:00:00,91.215,91.087,91.272,0.3500101326,0.4453125,0
AUD_JPY,2022-12-20 08:00:00,88.264,88.016,88.345,0.3934752368,0.3266129032,0
NZD_JPY,2022-12-20 08:00:00,83.888,83.736,83.959,0.2649127589,0.4671052632,0
GBP_CAD,2022-12-20 12:00:00,1.65238,1.6488,1.6559,0.5435570248,0.9832402235,1
