trade_id,pair,signal_bar_time,entry_time,entry_price,sl_at_entry_price,exit_time,exit_price,exit_reason,final_r,bars_held,mfe_r,mae_r,spread_pips_used,spread_pips_exit,h_ref,h_ref_bar_offset,break_magnitude_atr,close_position,trend_filter_swing_low,atr14_at_signal,time_to_peak_mfe,calendar_year
22,NZD_JPY,2020-10-09 08:00:00,2020-10-09 12:00:00,70.054,69.60243737,2020-10-15 08:00:00,69.59743737,stoploss,-1.011072661,24,8.820481809,-2.61093348,1,1,69.922,5,0.5536330535,0.7572815534,69.405,0.2257813171,1,2020
23,AUD_CAD,2020-10-09 16:00:00,2020-10-09 20:00:00,0.949565,0.9450282423,2020-10-12 16:00:00,0.9449332423,stoploss,-1.020940065,6,2.701268379,-5.474173823,1.9,1.9,0.9492,7,0.1190277376,0.7564102564,0.94448,0.002268378828,0,2020
24,GBP_JPY,2020-10-09 16:00:00,2020-10-09 20:00:00,137.617,136.6803303,2020-10-13 20:00:00,136.6703303,stoploss,-1.010676122,13,3.298921569,-3.434508313,2,2,137.399,8,0.4441266578,0.8723747981,135.864,0.4683348688,0,2020
25,GBP_USD,2020-10-09 16:00:00,2020-10-09 20:00:00,1.301985,1.293036202,2020-10-13 20:00:00,1.292991202,stoploss,-1.005028608,13,5.809160253,-1.858908932,0.9,0.9,1.29699,8,1.106293864,0.8550135501,1.28442,0.004474398858,5,2020
26,NZD_CHF,2020-10-09 16:00:00,2020-10-09 20:00:00,0.606345,0.6023197161,2020-10-15 12:00:00,0.6022347161,stoploss,-1.021116523,23,8.082659618,-2.84327768,1.7,1.7,0.60542,7,0.4173618613,0.5825688073,0.60036,0.002012641973,16,2020
27,EUR_AUD,2020-10-13 00:00:00,2020-10-13 04:00:00,1.64307,1.63542364,2020-10-14 12:00:00,1.63530364,stoploss,-1.015693741,9,5.172395598,-4.035907159,2.4,2.4,1.64212,9,0.2170967558,0.7840755735,1.6326,0.003823180115,0,2020
28,GBP_AUD,2020-10-13 00:00:00,2020-10-13 04:00:00,1.81681,1.805879074,2020-10-13 20:00:00,1.805679074,stoploss,-1.018296712,5,3.268707586,-2.790248569,4,4,1.81281,17,0.6934453822,0.8165137615,1.79573,0.005465462886,0,2020
29,USD_CHF,2020-10-13 16:00:00,2020-10-13 20:00:00,0.915105,0.9111858771,2020-10-19 12:00:00,0.9111408771,stoploss,-1.011482161,23,1.43782172,-7.036013118,0.9,0.9,0.91235,8,1.382962506,0.9363817097,0.90867,0.00195956144,21,2020
30,EUR_GBP,2020-10-14 04:00:00,2020-10-14 08:00:00,0.9087,0.9040585354,2020-10-14 12:00:00,0.9040185354,stoploss,-1.008617969,2,1.316394831,-4.869152731,0.8,0.8,0.90781,10,0.3705726857,0.75,0.90187,0.002320732296,0,2020
31,GBP_NZD,2020-10-15 08:00:00,2020-10-15 12:00:00,1.96259,1.949109108,2020-10-16 12:00:00,1.948869108,stoploss,-1.017802976,7,1.271429209,-6.015180546,4.8,4.8,1.961,4,0.2017670624,0.8875,1.93434,0.006740446058,0,2020
32,USD_CAD,2020-10-15 08:00:00,2020-10-15 12:00:00,1.319335,1.314350865,2020-10-20 16:00:00,1.314285865,stoploss,-1.013041381,20,3.937493901,-9.186148191,1.3,1.3,1.31631,4,1.187768861,0.9935897436,1.30991,0.002492067352,1,2020
33,EUR_CAD,2020-10-16 00:00:00,2020-10-16 04:00:00,1.54864,1.542726617,2020-10-19 08:00:00,1.542636617,stoploss,-1.015219714,8,3.799855264,-2.930640486,1.8,1.8,1.54671,8,0.622317195,0.7049808429,1.53889,0.002956691563,2,2020
34,AUD_CHF,2020-10-19 00:00:00,2020-10-19 04:00:00,0.6499,0.6454328011,2020-10-19 16:00:00,0.6453628011,stoploss,-1.015669775,4,4.86882282,-2.869807289,1.4,1.4,0.64904,4,0.3536891979,0.94,0.64535,0.002233599456,0,2020
35,AUD_USD,2020-10-19 00:00:00,2020-10-19 04:00:00,0.71038,0.7054968447,2020-10-20 00:00:00,0.7054468447,stoploss,-1.010239281,6,9.583967114,-2.312029673,1,1,0.70972,6,0.2539341714,0.8823529412,0.7056,0.00244157766,2,2020
36,GBP_AUD,2020-10-19 08:00:00,2020-10-19 12:00:00,1.83028,1.816402201,2020-11-04 12:00:00,1.816202201,stoploss,-1.014411508,73,1.604000788,-6.320166627,4,4,1.829,5,0.1556442813,0.7573449402,1.79642,0.006938899334,16,2020
37,GBP_CAD,2020-10-19 08:00:00,2020-10-19 12:00:00,1.71266,1.701178537,2020-10-20 16:00:00,1.701038537,stoploss,-1.012193568,8,3.226069728,-3.115456646,2.8,2.8,1.71161,5,0.1585163851,0.8385786802,1.69049,0.005740731466,0,2020
38,GBP_CHF,2020-10-19 08:00:00,2020-10-19 12:00:00,1.186725,1.178298753,2020-10-19 20:00:00,1.178203753,stoploss,-1.011274296,3,3.990507324,-2.186619998,1.9,1.9,1.18491,4,0.4129952561,0.7011494253,1.17524,0.004213123454,0,2020
39,GBP_USD,2020-10-19 08:00:00,2020-10-19 12:00:00,1.299665,1.289483107,2020-10-29 16:00:00,1.289438107,stoploss,-1.00441961,50,5.333487709,-1.405927199,0.9,0.9,1.29621,5,0.6599951645,0.8858173077,1.28562,0.00509094639,13,2020
40,NZD_CAD,2020-10-19 08:00:00,2020-10-19 12:00:00,0.87403,0.869977592,2020-10-20 00:00:00,0.869862592,stoploss,-1.028378189,4,10.42836745,-2.847689551,2.4,2.3,0.87354,5,0.1826074755,0.9339207048,0.86981,0.002026204015,0,2020
41,EUR_JPY,2020-10-19 12:00:00,2020-10-19 16:00:00,124.065,123.4948149,2020-10-23 00:00:00,123.4878149,stoploss,-1.012276714,21,4.687951017,-4.295096162,1.4,1.4,123.71,6,1.220656157,0.8221343874,123.015,0.2850925692,6,2020
42,EUR_USD,2020-10-19 12:00:00,2020-10-19 16:00:00,1.177755,1.172685437,2020-10-28 12:00:00,1.172650437,stoploss,-1.006903948,42,7.885295108,-3.464795712,0.7,0.7,1.1746,6,1.234820447,0.7782101167,1.16882,0.00253478148,12,2020
43,EUR_AUD,2020-10-19 16:00:00,2020-10-19 20:00:00,1.66238,1.652907158,2020-10-28 00:00:00,1.652787158,stoploss,-1.012667792,38,2.136634315,-6.162880993,2.4,2.4,1.65832,6,0.8318516997,0.8448275862,1.6336,0.004736421169,5,2020
44,EUR_NZD,2020-10-19 20:00:00,2020-10-20 00:00:00,1.78113,1.771921186,2020-10-22 16:00:00,1.771731186,stoploss,-1.020632408,17,2.268478988,-9.385573908,3.8,3.8,1.77715,7,0.8448428208,0.7920168067,1.75825,0.004604406766,4,2020
45,USD_JPY,2020-10-20 00:00:00,2020-10-20 04:00:00,105.558,105.2547622,2020-10-21 08:00:00,105.2517622,stoploss,-1.009893227,8,0.6199755688,-7.858520109,0.6,0.6,105.502,6,0.349560693,0.7749077491,105.035,0.1516188778,2,2020
46,EUR_GBP,2020-10-20 12:00:00,2020-10-20 16:00:00,0.91353,0.9076045891,2020-10-21 12:00:00,0.9075645891,stoploss,-1.006750587,6,1.593138452,-4.629214803,0.8,0.8,0.91093,11,0.8539492126,0.8176470588,0.90067,0.002962705466,1,2020
47,GBP_NZD,2020-10-20 20:00:00,2020-10-21 00:00:00,1.967705,1.953179581,2020-10-23 12:00:00,1.952939581,stoploss,-1.016522759,16,0.8278590714,-7.960183379,5.9,4.8,1.96165,14,0.7930924327,0.875,1.93434,0.007262709569,6,2020
48,EUR_CHF,2020-10-21 04:00:00,2020-10-21 08:00:00,1.07324,1.070709269,2020-10-23 04:00:00,1.070659269,stoploss,-1.019757135,12,5.508289374,-2.880590354,1,1,1.07296,14,0.1817656465,0.5882352941,1.06883,0.00126536562,6,2020
49,GBP_JPY,2020-10-21 16:00:00,2020-10-21 20:00:00,137.504,136.5460384,2020-10-23 16:00:00,136.5340384,stoploss,-1.012526598,12,3.343557727,-3.240213295,2,2.4,137.033,6,0.9624602636,0.803084223,135.337,0.4789808135,0,2020
50,NZD_USD,2020-10-21 16:00:00,2020-10-21 20:00:00,0.667255,0.6624433812,2020-10-29 12:00:00,0.6623883812,stoploss,-1.011430664,35,9.309756621,-1.738500148,1.1,1.1,0.6646,12,1.080717366,0.8644067797,0.65527,0.002405809401,23,2020
51,EUR_CAD,2020-10-21 20:00:00,2020-10-22 00:00:00,1.55869,1.552021193,2020-10-22 20:00:00,1.551931193,stoploss,-1.013495668,6,1.86240212,-4.105681967,1.8,1.8,1.55839,8,0.2579172017,0.9956521739,1.54256,0.003334403422,2,2020
52,AUD_CHF,2020-10-22 16:00:00,2020-10-22 20:00:00,0.645615,0.6414106548,2020-10-28 16:00:00,0.6413406548,stoploss,-1.016649442,24,7.029632079,-1.306981163,1.5,1.4,0.64516,6,0.1855223489,0.9764150943,0.63708,0.002102172608,21,2020
53,GBP_CHF,2020-10-22 16:00:00,2020-10-22 20:00:00,1.188115,1.18084977,2020-10-23 16:00:00,1.18075477,stoploss,-1.01307598,6,4.436886576,-2.727374205,1.9,1.9,1.17979,13,2.265585638,0.71875,1.17214,0.003632614835,0,2020
54,NZD_CAD,2020-10-22 16:00:00,2020-10-22 20:00:00,0.877755,0.8729900896,2020-12-17 20:00:00,0.909065,time_exit,6.570952462,240,8.087245389,-0.6768227943,2.5,2.3,0.87527,19,0.982180055,0.9541284404,0.86249,0.002382455221,179,2020
55,NZD_JPY,2020-10-22 16:00:00,2020-10-22 20:00:00,70.03,69.58282441,2020-10-28 08:00:00,69.57782441,stoploss,-1.01118129,22,8.960685869,-2.582878008,1,1,69.758,6,1.19416178,0.975,69.208,0.2235877955,11,2020
56,AUD_JPY,2020-10-22 20:00:00,2020-10-23 00:00:00,74.6405,74.17255343,2020-10-28 08:00:00,74.16805343,stoploss,-1.009616482,21,8.93371223,-3.219384637,0.9,0.9,74.611,12,0.1068498054,0.7142857143,74.185,0.2339732853,9,2020
57,AUD_CAD,2020-10-23 08:00:00,2020-10-23 12:00:00,0.937805,0.9327604171,2020-11-02 08:00:00,0.9326654171,stoploss,-1.018832082,36,6.653672066,-1.572974463,1.9,1.9,0.9365,9,0.4797225205,0.9423076923,0.92473,0.002522291425,17,2020
58,AUD_USD,2020-10-23 08:00:00,2020-10-23 12:00:00,0.71445,0.7091936762,2020-10-28 12:00:00,0.7091436762,stoploss,-1.009512352,19,9.415325605,-2.922194409,1,1,0.71366,10,0.2815656071,0.9154013015,0.70206,0.002628161897,0,2020
59,EUR_JPY,2020-10-23 20:00:00,2020-10-26 00:00:00,124.091,123.5221752,2020-10-27 08:00:00,123.5171752,stoploss,-1.008790053,9,5.135148908,-4.351076189,1.4,1,124.082,7,0.3586341586,0.7722222222,123.362,0.2844123951,1,2020
60,EUR_GBP,2020-10-26 00:00:00,2020-10-26 04:00:00,0.90821,0.9032629134,2020-10-28 00:00:00,0.9032229134,stoploss,-1.008085567,12,2.983574192,-4.469297113,0.8,0.8,0.90457,9,1.459444828,0.8943661972,0.90108,0.002473543316,1,2020
61,NZD_CHF,2020-10-26 08:00:00,2020-10-26 12:00:00,0.607275,0.6035249956,2020-12-21 12:00:00,0.623815,time_exit,4.410661507,240,8.42799014,-0.947998891,1.7,1.7,0.60653,9,0.3519995882,0.9,0.5949,0.001875002194,154,2020
62,USD_CAD,2020-10-26 08:00:00,2020-10-26 12:00:00,1.318285,1.312476183,2020-11-03 16:00:00,1.312411183,stoploss,-1.011189885,38,3.559244295,-8.517224257,1.3,1.3,1.31777,13,0.1549368738,0.9322033898,1.30807,0.002904408673,18,2020
63,USD_JPY,2020-10-26 12:00:00,2020-10-26 16:00:00,104.961,104.5795771,2020-10-27 12:00:00,104.5765771,stoploss,-1.007865285,6,1.87455967,-5.468995065,0.6,0.6,104.936,9,0.1206010417,0.5752212389,104.34,0.1907114539,0,2020
64,CAD_CHF,2020-10-27 08:00:00,2020-10-27 12:00:00,0.689105,0.6861842368,2020-10-28 12:00:00,0.6861092368,stoploss,-1.02567822,7,5.435223145,-2.528448688,1.5,1.5,0.68859,5,0.2944435846,0.9358974359,0.68596,0.001460381623,0,2020
65,EUR_CHF,2020-10-27 08:00:00,2020-10-27 12:00:00,1.07364,1.071269103,2020-10-27 20:00:00,1.071219103,stoploss,-1.021089067,3,5.710919396,-3.243498535,1,1,1.07292,10,0.5651870008,0.9489795918,1.07013,0.001185448354,0,2020
66,GBP_CHF,2020-10-28 04:00:00,2020-10-28 08:00:00,1.185705,1.179735287,2020-10-28 12:00:00,1.179640287,stoploss,-1.015913663,2,5.803461543,-2.915550531,1.9,1.9,1.1851,10,0.1675122397,0.7434554974,1.17611,0.002984856516,0,2020
67,USD_CHF,2020-10-28 08:00:00,2020-10-28 12:00:00,0.911845,0.9079991553,2020-11-05 08:00:00,0.9079541553,stoploss,-1.011700941,36,2.312885918,-7.690118158,0.9,0.9,0.90919,20,1.357309105,0.8957055215,0.90303,0.00192292234,19,2020
68,EUR_AUD,2020-10-28 16:00:00,2020-10-28 20:00:00,1.66482,1.653977242,2020-10-30 12:00:00,1.653857242,stoploss,-1.011067295,11,0.3440084149,-5.919158195,2.4,2.4,1.66052,6,0.769176992,0.7657992565,1.6533,0.005421379011,4,2020
69,EUR_CAD,2020-10-28 16:00:00,2020-10-28 20:00:00,1.56379,1.556725365,2020-10-29 16:00:00,1.556635365,stoploss,-1.012739511,6,2.090695297,-4.597547952,1.8,1.8,1.5597,6,1.129569971,0.7493506494,1.54995,0.003532317699,4,2020
70,GBP_CAD,2020-10-28 16:00:00,2020-10-28 20:00:00,1.72872,1.718492431,2020-11-02 08:00:00,1.718352431,stoploss,-1.013688493,16,2.051318431,-5.067675609,2.8,2.8,1.721,6,1.494001221,0.7080231596,1.71105,0.005113784307,3,2020
71,GBP_NZD,2020-10-29 08:00:00,2020-10-29 12:00:00,1.96048,1.949371141,2020-10-29 16:00:00,1.949131141,stoploss,-1.021604378,2,0.1098222568,-9.757977574,4.8,4.8,1.95787,4,0.4266864733,0.8998732573,1.93944,0.005554429654,0,2020
72,AUD_CHF,2020-11-02 12:00:00,2020-11-02 16:00:00,0.64771,0.6426016839,2020-12-29 16:00:00,0.67385,time_exit,5.117146136,240,5.923674142,-0.4326278868,1.4,1.4,0.64695,6,0.2701477302,0.9063291139,0.64012,0.002554158051,232,2020
73,CAD_CHF,2020-11-02 12:00:00,2020-11-02 16:00:00,0.692515,0.6886144176,2020-11-06 12:00:00,0.6885394176,stoploss,-1.019227898,24,3.195676616,-1.624116435,1.5,1.5,0.68888,6,1.830495871,0.8843373494,0.68172,0.001950291206,4,2020
74,CAD_JPY,2020-11-02 12:00:00,2020-11-02 16:00:00,78.884,78.35870427,2020-12-29 16:00:00,80.998,time_exit,4.024399725,240,6.158435719,-0.05139961805,1.2,1.2,78.703,6,0.662483966,0.7811320755,77.913,0.2626478661,168,2020
75,USD_JPY,2020-11-02 16:00:00,2020-11-02 20:00:00,104.852,104.4155849,2020-11-04 00:00:00,104.4125849,stoploss,-1.006874189,8,1.888110571,-4.530090532,0.6,0.6,104.726,11,0.5636834957,0.9052132701,104.023,0.2182075596,0,2020
76,AUD_JPY,2020-11-03 08:00:00,2020-11-03 12:00:00,74.598,73.90106974,2020-12-30 12:00:00,78.954,time_exit,6.25026667,240,6.563066976,-0.7633475364,0.8,0.8,73.918,11,1.939935844,0.9176706827,73.134,0.348465132,238,2020
77,AUD_NZD,2020-11-03 08:00:00,2020-11-03 12:00:00,1.066795,1.062147001,2020-11-11 00:00:00,1.062042001,stoploss,-1.022590367,34,1.952453152,-5.40340065,2.1,2.1,1.06336,10,1.43287471,0.9103690685,1.05898,0.002323999424,15,2020
78,AUD_USD,2020-11-03 08:00:00,2020-11-03 12:00:00,0.71247,0.7056964064,2020-11-04 04:00:00,0.7056464064,stoploss,-1.007381606,5,8.103527213,-1.129385738,1,1,0.70721,11,1.541279361,0.9138655462,0.69909,0.003386796796,3,2020
79,EUR_JPY,2020-11-03 08:00:00,2020-11-03 12:00:00,122.472,121.8348094,2020-12-30 12:00:00,126.644,time_exit,6.547491676,240,7.470292517,-0.8082354298,1.4,1.4,122.15,6,0.9918539644,0.9866270431,121.616,0.3185952886,234,2020
80,EUR_USD,2020-11-03 08:00:00,2020-11-03 12:00:00,1.169685,1.164743034,2020-11-04 04:00:00,1.164708034,stoploss,-1.007082201,5,12.10348224,-1.921300073,0.7,0.7,1.16556,5,1.651164675,0.9751693002,1.16221,0.002470983095,3,2020
81,GBP_CHF,2020-11-03 08:00:00,2020-11-03 12:00:00,1.189395,1.182194282,2020-11-04 08:00:00,1.182099282,stoploss,-1.013193129,6,4.298876953,-2.92956903,1.9,1.9,1.18881,4,0.136097542,0.7286432161,1.1783,0.003600358924,3,2020
82,GBP_JPY,2020-11-03 08:00:00,2020-11-03 12:00:00,136.031,135.1524718,2020-11-05 00:00:00,135.1404718,stoploss,-1.013659209,10,5.893948819,-1.088183675,2,2.4,135.801,11,0.5008376749,0.9529025192,134.4,0.439264079,3,2020
83,GBP_USD,2020-11-03 08:00:00,2020-11-03 12:00:00,1.299155,1.29060905,2020-12-30 12:00:00,1.357665,time_exit,6.846518242,240,7.406432612,-0.9109578621,0.9,0.9,1.29424,5,1.139721204,0.9319727891,1.28535,0.004272974813,193,2020
84,NZD_JPY,2020-11-03 08:00:00,2020-11-03 12:00:00,69.918,69.34209592,2020-12-30 12:00:00,74.115,time_exit,7.287671874,240,7.570705116,-0.8438905244,1,1.4,69.692,11,0.7674889132,0.9058441558,68.875,0.2879520423,238,2020
85,NZD_USD,2020-11-03 08:00:00,2020-11-03 12:00:00,0.667805,0.6622185992,2020-11-04 04:00:00,0.6621635992,stoploss,-1.009845337,5,9.32890463,-1.153694528,1.1,1.1,0.66711,11,0.2291278504,0.8924731183,0.65889,0.002793200385,3,2020
86,EUR_CHF,2020-11-03 12:00:00,2020-11-03 16:00:00,1.07141,1.068600403,2020-11-03 20:00:00,1.068550403,stoploss,-1.017796145,2,6.331868242,-1.943338988,1,1,1.07051,5,0.6050689158,0.7886178862,1.0661,0.001404798656,0,2020
87,AUD_CAD,2020-11-03 16:00:00,2020-11-03 20:00:00,0.942055,0.9357422616,2020-11-04 04:00:00,0.9356472616,stoploss,-1.015048937,3,6.226299542,-1.047881223,1.9,1.9,0.93977,13,0.6938351862,0.9631268437,0.93543,0.003156369183,1,2020
88,CHF_JPY,2020-11-04 04:00:00,2020-11-04 08:00:00,114.646,113.9571773,2020-11-18 16:00:00,113.9461773,stoploss,-1.015969276,63,4.51930498,-1.364647183,2.2,2.2,114.336,11,0.8681478888,0.5830670927,113.781,0.3444113657,19,2020
89,EUR_GBP,2020-11-05 00:00:00,2020-11-05 04:00:00,0.90475,0.8983180865,2020-11-09 20:00:00,0.8982780865,stoploss,-1.006218989,17,2.832749526,-2.899603659,0.8,0.8,0.90241,9,0.7151837442,0.6191489362,0.89442,0.003215956764,1,2020
90,EUR_CAD,2020-11-06 12:00:00,2020-11-06 16:00:00,1.552195,1.541553175,2020-11-09 12:00:00,1.541368175,stoploss,-1.017384236,6,2.477488546,-1.962539286,3.7,3.7,1.5507,6,0.2518364992,0.820441989,1.5354,0.005320912592,0,2020
91,EUR_USD,2020-11-09 00:00:00,2020-11-09 04:00:00,1.188805,1.181004687,2020-11-09 16:00:00,1.180969687,stoploss,-1.004486999,4,5.615800161,-1.827490727,0.3,0.7,1.18598,9,0.7204838924,0.5548780488,1.16019,0.003900156589,3,2020
92,AUD_USD,2020-11-09 04:00:00,2020-11-09 08:00:00,0.72971,0.722098793,2021-01-06 08:00:00,0.77712,time_exit,6.228972581,240,6.732177917,-0.9958998559,1,1,0.7289,8,0.199705512,0.8194444444,0.69909,0.003805603523,240,2020
93,GBP_JPY,2020-11-09 04:00:00,2020-11-09 08:00:00,136.465,135.4777199,2021-01-06 08:00:00,139.938,time_exit,3.51774529,240,4.904383155,-0.4416173183,2.4,2.4,136.309,10,0.2917105222,0.804664723,134.871,0.4936400611,226,2020
94,NZD_USD,2020-11-09 04:00:00,2020-11-09 08:00:00,0.681045,0.6746848651,2021-01-06 08:00:00,0.726575,time_exit,7.15865315,240,7.777350716,-0.2382024934,1.1,1.1,0.68021,5,0.2515669897,0.5,0.65889,0.003180067468,240,2020
95,CAD_CHF,2020-11-09 12:00:00,2020-11-09 16:00:00,0.701035,0.6952122022,2020-11-13 00:00:00,0.6951372022,stoploss,-1.012880406,21,0.6775093527,-2.551179071,1.5,1.5,0.69626,11,1.614344212,0.9641125121,0.68905,0.002911398923,11,2020
96,EUR_CHF,2020-11-09 12:00:00,2020-11-09 16:00:00,1.07894,1.073803764,2020-12-10 00:00:00,1.073753764,stoploss,-1.009734756,135,1.997571871,-1.053300567,1,1,1.07268,11,2.418113317,0.9629972248,1.06595,0.002568117861,100,2020
97,GBP_CHF,2020-11-09 12:00:00,2020-11-09 16:00:00,1.195845,1.185830714,2020-12-07 08:00:00,1.185735714,stoploss,-1.009486448,119,2.447004201,-2.750570525,1.9,1.9,1.18969,11,1.212268149,0.9374584165,1.17906,0.005007143019,10,2020
98,USD_JPY,2020-11-09 12:00:00,2020-11-09 16:00:00,104.867,104.0987022,2020-11-17 12:00:00,104.0957022,stoploss,-1.003904736,36,1.052977066,-2.962392834,0.6,0.6,103.717,5,2.985821248,0.8638297872,103.175,0.3841489174,12,2020
99,GBP_AUD,2020-11-10 08:00:00,2020-11-10 12:00:00,1.81766,1.802837018,2020-11-16 16:00:00,1.802637018,stoploss,-1.013492562,26,0.9465032174,-5.133919804,4,4,1.81265,10,0.6476429713,0.8740359897,1.79368,0.007411490918,1,2020
100,GBP_CAD,2020-11-10 08:00:00,2020-11-10 12:00:00,1.72419,1.711397677,2020-12-07 08:00:00,1.711137677,stoploss,-1.020324689,114,1.994164712,-3.697530023,5.2,5.2,1.71979,14,0.6472631838,0.9367965368,1.69761,0.006396161722,55,2020
