trade_id,pair,signal_time,entry_time,entry_price,initial_sl_price,exit_time,exit_price,exit_reason,bars_held,final_r,mfe_r,mae_r,time_to_peak_mfe,spread_pips_entry,spread_pips_exit,calendar_year
112,NZD_CHF,2021-08-10 02:00:00,2021-08-10 03:00:00,0.643835,0.6402622646,2021-08-16 16:00:00,0.6402422646,stoploss,110,-1.005597952,1.820733767,-1.199361136,41,0.7,0.4,2021
113,NZD_CHF,2021-08-16 17:00:00,2021-08-16 18:00:00,0.64012,0.6365478989,2021-08-17 05:00:00,0.6365228989,stoploss,12,-1.006998682,0.3891267265,-1.038604428,9,0.4,0.5,2021
114,NZD_CHF,2021-08-17 06:00:00,2021-08-17 07:00:00,0.63558,0.6306632286,2021-08-17 10:00:00,0.6306432286,stoploss,4,-1.00406771,0.04881251966,-1.218279137,0,0.4,0.4,2021
115,NZD_CHF,2021-08-17 11:00:00,2021-08-17 12:00:00,0.631015,0.6253383785,2021-08-19 11:00:00,0.6253133785,stoploss,48,-1.004404028,0.7213797862,-1.239293479,18,0.5,0.5,2021
116,NZD_CHF,2021-08-19 12:00:00,2021-08-19 13:00:00,0.62535,0.6192720259,2021-08-26 13:00:00,0.63728,time_exit,120,1.962825069,2.13558,-0.4277741139,117,0.4,0.4,2021
117,CAD_CHF,2021-08-24 00:00:00,2021-08-24 01:00:00,0.72093,0.715819916,2021-08-31 01:00:00,0.726965,time_exit,120,1.180998188,1.498996871,-0.1956914975,112,1.8,4.1,2021
118,EUR_CHF,2021-08-25 00:00:00,2021-08-25 01:00:00,1.07273,1.069564014,2021-09-01 01:00:00,1.080615,time_exit,120,2.490534963,3.307026133,-0.1231843545,105,0.6,0.9,2021
119,EUR_AUD,2021-08-30 00:00:00,2021-08-30 01:00:00,1.61228,1.605067884,2021-09-02 00:00:00,1.604877884,stoploss,72,-1.026344556,0.994160346,-1.121723459,28,3.2,3.8,2021
120,AUD_CHF,2021-09-01 00:00:00,2021-09-01 01:00:00,0.668935,0.6648794098,2021-09-08 01:00:00,0.67861,time_exit,120,2.385596054,3.332437279,-0.03821885151,102,3.1,2.8,2021
121,CAD_CHF,2021-09-01 00:00:00,2021-09-01 01:00:00,0.725355,0.7208954979,2021-09-08 01:00:00,0.72634,time_exit,120,0.2208766776,1.431774199,-0.276936748,87,4.1,4,2021
