fold_id,pair,val_start,val_end,n_val,n_clean_move,clean_rate
6,EUR_GBP,2024-06-11,2025-03-07,4615,591,0.12806067172264354
6,EUR_JPY,2024-06-11,2025-03-07,4615,420,0.09100758396533044
6,EUR_NZD,2024-06-11,2025-03-07,4596,575,0.12510879025239338
6,EUR_USD,2024-06-11,2025-03-07,4615,337,0.07302275189599133
6,GBP_AUD,2024-06-11,2025-03-07,4614,834,0.18075422626788037
6,GBP_CAD,2024-06-11,2025-03-07,4615,601,0.13022751895991333
6,GBP_CHF,2024-06-11,2025-03-07,4614,610,0.13220632856523623
6,GBP_JPY,2024-06-11,2025-03-07,4615,596,0.12914409534127844
6,GBP_NZD,2024-06-11,2025-03-07,4613,520,0.11272490786906568
6,GBP_USD,2024-06-11,2025-03-07,4615,624,0.1352112676056338
6,NZD_CAD,2024-06-11,2025-03-07,4614,469,0.10164716081491114
6,NZD_CHF,2024-06-11,2025-03-07,4614,384,0.08322496749024708
6,NZD_JPY,2024-06-11,2025-03-07,4615,880,0.19068255687973998
6,NZD_USD,2024-06-11,2025-03-07,4611,556,0.12058121882454999
6,USD_CAD,2024-06-11,2025-03-07,4612,463,0.10039028620988726
6,USD_CHF,2024-06-11,2025-03-07,4615,427,0.09252437703141929
6,USD_JPY,2024-06-11,2025-03-07,4614,783,0.16970091027308193
7,AUD_CAD,2025-03-07,2025-12-02,4612,535,0.11600173460537727
7,AUD_CHF,2025-03-07,2025-12-02,4612,687,0.14895923677363399
7,AUD_JPY,2025-03-07,2025-12-02,4612,679,0.14722463139635733
7,AUD_NZD,2025-03-07,2025-12-02,4612,393,0.08521248915871639
7,AUD_USD,2025-03-07,2025-12-02,4612,474,0.10277536860364267
7,CAD_CHF,2025-03-07,2025-12-02,4612,291,0.06309627059843885
7,CAD_JPY,2025-03-07,2025-12-02,4612,373,0.08087597571552471
7,CHF_JPY,2025-03-07,2025-12-02,4612,336,0.07285342584562012
7,EUR_AUD,2025-03-07,2025-12-02,4612,409,0.08868169991326973
7,EUR_CAD,2025-03-07,2025-12-02,4612,454,0.09843885516045099
7,EUR_CHF,2025-03-07,2025-12-02,4612,400,0.08673026886383348
7,EUR_GBP,2025-03-07,2025-12-02,4612,343,0.0743712055507372
7,EUR_JPY,2025-03-07,2025-12-02,4612,569,0.12337380745880312
7,EUR_NZD,2025-03-07,2025-12-02,4612,252,0.05464006938421509
7,EUR_USD,2025-03-07,2025-12-02,4612,460,0.0997398091934085
7,GBP_AUD,2025-03-07,2025-12-02,4612,709,0.15372940156114484
7,GBP_CAD,2025-03-07,2025-12-02,4612,482,0.10450997398091934
7,GBP_CHF,2025-03-07,2025-12-02,4612,503,0.1090633130962706
7,GBP_JPY,2025-03-07,2025-12-02,4612,533,0.11556808326105811
7,GBP_NZD,2025-03-07,2025-12-02,4612,757,0.16413703382480485
7,GBP_USD,2025-03-07,2025-12-02,4612,511,0.11079791847354727
7,NZD_CAD,2025-03-07,2025-12-02,4612,296,0.06418039895923677
7,NZD_CHF,2025-03-07,2025-12-02,4612,437,0.09475281873373807
7,NZD_JPY,2025-03-07,2025-12-02,4612,451,0.09778837814397225
7,NZD_USD,2025-03-07,2025-12-02,4612,489,0.10602775368603642
7,USD_CAD,2025-03-07,2025-12-02,4612,483,0.10472679965307892
7,USD_CHF,2025-03-07,2025-12-02,4612,524,0.11361665221162186
7,USD_JPY,2025-03-07,2025-12-02,4612,375,0.08130962705984389
