fold,trade_id,entry_time,pair,p_admit,admitted,final_r_at_selected_sl,selected_sl_atr_mult,mode
4,609,2024-11-18 04:00:00,CHF_JPY,0.3611552048398618,0,-1.0,3.0,D1
4,610,2024-11-18 12:00:00,EUR_JPY,0.36060344732247396,0,-1.0,3.0,D1
4,611,2024-11-18 12:00:00,GBP_JPY,0.30991163557127116,0,-1.0,3.0,D1
4,612,2024-11-19 20:00:00,GBP_AUD,0.224594724482506,0,-1.0,3.0,D1
4,613,2024-11-22 16:00:00,EUR_NZD,0.2911527908022708,0,3.2968279713333333,3.0,D1
4,614,2024-11-26 12:00:00,CAD_JPY,0.48128944153585196,0,-1.0,3.0,D1
4,615,2024-11-26 12:00:00,EUR_AUD,0.4215503790984539,0,2.7588447486666667,3.0,D1
4,616,2024-11-27 04:00:00,AUD_CHF,0.1804708530463877,0,-1.0,3.0,D1
4,617,2024-11-27 16:00:00,GBP_AUD,0.34486971498328617,0,0.9577411499999999,3.0,D1
4,618,2024-11-28 00:00:00,AUD_NZD,0.16749541425716163,0,0.8874675473333333,3.0,D1
4,619,2024-11-28 00:00:00,USD_CHF,0.08930824743833111,0,-1.0,3.0,D1
4,620,2024-12-04 20:00:00,EUR_GBP,0.15908114937151774,0,-1.0,3.0,D1
4,621,2024-12-09 12:00:00,AUD_CAD,0.2848575522137462,0,-1.0,3.0,D1
4,622,2024-12-09 12:00:00,NZD_CHF,0.0683751004887169,0,-1.0,3.0,D1
4,623,2024-12-10 12:00:00,USD_CHF,0.22998135066912137,0,3.1327015153333333,3.0,D1
4,624,2024-12-10 20:00:00,AUD_NZD,0.27993072800014035,0,0.7254689133333333,3.0,D1
4,625,2024-12-12 20:00:00,EUR_USD,0.4974053997599524,0,-1.0,3.0,D1
4,626,2024-12-13 12:00:00,EUR_GBP,0.25506008438392686,0,-1.0,3.0,D1
4,627,2024-12-17 00:00:00,AUD_CAD,0.4335568268115066,0,-1.0,3.0,D1
4,628,2025-01-02 00:00:00,EUR_GBP,0.18609111243497498,0,0.20609184893333332,3.0,D1
4,629,2025-01-02 04:00:00,EUR_CAD,0.25758153916464027,0,-1.0,3.0,D1
4,630,2025-01-02 04:00:00,GBP_USD,0.32264744203123863,0,-1.0,3.0,D1
4,631,2025-01-03 00:00:00,GBP_NZD,0.21147292108674495,0,-1.0,3.0,D1
4,632,2025-01-06 20:00:00,GBP_CAD,0.26029450315192565,0,-1.0,3.0,D1
4,633,2025-01-06 20:00:00,USD_CAD,0.1154355682427961,0,-1.0,3.0,D1
4,634,2025-01-07 12:00:00,EUR_CAD,0.23316389644568056,0,-1.0,3.0,D1
4,635,2025-01-09 20:00:00,GBP_JPY,0.4876424867742026,0,-1.0,3.0,D1
4,636,2025-01-14 00:00:00,AUD_JPY,0.48119116137750817,0,-1.0,3.0,D1
4,637,2025-01-14 00:00:00,EUR_JPY,0.4578651290280202,0,-1.0,3.0,D1
4,638,2025-01-14 00:00:00,NZD_JPY,0.5587219519019079,1,-1.0,3.0,D1
4,639,2025-01-14 12:00:00,CHF_JPY,0.5892815174812439,1,-1.0,3.0,D1
4,640,2025-01-15 20:00:00,USD_JPY,0.3615645674212102,0,-1.0,3.0,D1
4,641,2025-01-16 08:00:00,CAD_JPY,0.4267933873474098,0,-1.0,3.0,D1
4,642,2025-01-20 12:00:00,EUR_JPY,0.6488123799658639,1,-1.0,3.0,D1
4,643,2025-01-20 16:00:00,AUD_JPY,0.5256230516240177,0,-1.0,3.0,D1
4,644,2025-01-20 16:00:00,NZD_JPY,0.48685491547980875,0,-1.0,3.0,D1
4,645,2025-01-22 00:00:00,CAD_JPY,0.604780898731351,1,-1.0,3.0,D1
4,646,2025-01-22 20:00:00,CHF_JPY,0.5889636944178833,1,-1.0,3.0,D1
4,647,2025-01-22 20:00:00,USD_JPY,0.6075738428766173,1,-1.0,3.0,D1
4,648,2025-01-28 00:00:00,CAD_CHF,0.16877374024155067,0,-1.0,3.0,D1
4,649,2025-01-29 08:00:00,AUD_CHF,0.14170052619482187,0,-1.0,3.0,D1
4,650,2025-02-03 08:00:00,EUR_CHF,0.21849625996301905,0,2.0964970126666667,3.0,D1
4,651,2025-02-03 12:00:00,NZD_CHF,0.22239316052434377,0,-1.0,3.0,D1
4,652,2025-02-03 16:00:00,NZD_USD,0.1472517003124968,0,1.1141331713333331,3.0,D1
5,653,2025-02-03 20:00:00,AUD_CHF,0.21609287211516792,0,-1.0,3.0,E
5,654,2025-02-03 20:00:00,AUD_USD,0.25003765421413066,0,0.6840398193333332,3.0,E
5,655,2025-02-06 08:00:00,EUR_NZD,0.23709520101680107,0,-1.0,3.0,E
5,656,2025-02-11 04:00:00,NZD_CAD,0.180487807487085,0,-1.0,3.0,E
5,657,2025-02-11 20:00:00,EUR_NZD,0.43667305195715583,0,-1.0,3.0,E
5,658,2025-02-12 12:00:00,EUR_AUD,0.27014892804447604,0,-1.0,3.0,E
5,659,2025-02-12 20:00:00,AUD_CAD,0.29741461645705713,0,-1.0,3.0,E
5,660,2025-02-14 12:00:00,NZD_CAD,0.38816758109774036,0,-1.0,3.0,E
5,661,2025-02-17 08:00:00,USD_CHF,0.18461674443604775,0,-1.0,3.0,E
5,662,2025-02-21 04:00:00,CAD_CHF,0.1886146035666117,0,-1.0,3.0,E
5,663,2025-02-24 08:00:00,CAD_JPY,0.21398258728508693,0,-1.0,3.0,E
5,664,2025-02-28 08:00:00,CHF_JPY,0.3299255163017776,0,3.2287571139999995,3.0,E
5,665,2025-02-28 08:00:00,GBP_JPY,0.3307344362154662,0,-1.0,3.0,E
5,666,2025-02-28 16:00:00,EUR_USD,0.28454700988210313,0,11.63960818,3.0,E
5,667,2025-03-03 12:00:00,EUR_JPY,0.3588335300123813,0,2.5680860353333332,3.0,E
5,668,2025-03-05 20:00:00,NZD_CHF,0.10985721751034426,0,-1.0,3.0,E
5,669,2025-03-07 08:00:00,AUD_NZD,0.0812141865840292,0,-1.0,3.0,E
5,670,2025-03-10 16:00:00,GBP_CHF,0.34074002792080504,0,-1.0,3.0,E
5,671,2025-03-19 12:00:00,GBP_NZD,0.26965400966942554,0,-1.0,3.0,E
5,672,2025-03-21 00:00:00,AUD_CAD,0.43042518742424235,0,-1.0,3.0,E
5,673,2025-03-21 04:00:00,EUR_GBP,0.06715702134486222,0,-1.0,3.0,E
5,674,2025-03-25 00:00:00,GBP_CAD,0.21688744964613133,0,-1.0,3.0,E
5,675,2025-03-26 16:00:00,USD_CAD,0.3676900718353515,0,-1.0,3.0,E
