fold,date,n_trades,equity_start_of_day,intraday_peak,intraday_trough,intraday_running_peak_to_trough_dd_pct,day_start_to_low_dd_pct,day_dd_pct,net_day_pnl_dollars,trade_ids_in_day
7,2025-09-18,1,12317.84517,12583.66534,12317.84517,0,0,0,265.8201707,2037
7,2025-10-06,2,13091.49661,14995.99089,13091.49661,0,0,0,1904.494271,"2052,2053"
7,2025-09-30,1,12701.01507,12967.07577,12701.01507,0,0,0,266.0607039,2044
7,2025-10-08,1,14995.99089,15363.62273,14995.99089,0,0,0,367.6318407,2062
7,2025-10-29,1,16001.54509,16193.13544,16001.54509,0,0,0,191.5903471,2077
7,2025-11-04,1,16193.13544,16788.0449,16193.13544,0,0,0,594.909457,2081
7,2025-10-01,1,12967.07577,13091.49661,12967.07577,0,0,0,124.4208425,2050
7,2025-11-07,1,16788.0449,17204.9157,16788.0449,0,0,0,416.8708065,2100
7,2025-11-10,2,17204.9157,17947.56306,17204.9157,0,0,0,742.6473559,"2095,2101"
7,2025-11-14,1,17947.56306,19739.74657,17947.56306,0,0,0,1792.183508,2105
7,2025-11-18,1,19739.74657,19779.23384,19739.74657,0,0,0,39.48727277,2113
7,2025-12-03,1,19373.2078,19455.70584,19373.2078,0,0,0,82.49804743,2132
7,2025-12-08,1,19455.70584,20509.55001,19455.70584,0,0,0,1053.844164,2126
7,2025-12-16,1,20509.55001,21230.98061,20509.55001,0,0,0,721.4306044,2137
7,2025-12-17,1,21230.98061,21504.87272,21230.98061,0,0,0,273.8921035,2139
